,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,14,0,0,0,0,1,0,17451,0,2,1,0.0,0,0,0,0,45,False,0,3,4,1
1,1,1,1,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2022-08-13T14:00:00Z,0,15,0,0,0,0,2,0,20710,0,0,0,0.0,0,252,2541,2289,45,True,0,3,3,2
2,2,2,2,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,19,0,0,0,0,3,0,20806,0,2,0,0.0,0,-807,2807,3614,45,False,0,3,3,3
3,3,3,3,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,11,0,0,0,0,4,0,19184,0,0,1,0.0,0,-2049,1191,3240,45,True,0,3,2,4
4,4,4,4,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2022-08-30T18:30:00Z,0,9,0,0,0,0,5,0,18249,0,1,2,0.0,0,-1369,994,2363,45,False,0,3,2,5
5,5,5,5,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,53,0,0,0.0,0.0,2022-09-04T13:00:00Z,0,10,0,0,0,0,6,0,17594,0,2,5,0.0,0,-1063,1183,2246,45,True,0,3,3,6
6,6,6,6,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,87,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,12,0,0,0,0,9,0,16427,0,3,3,0.0,0,-521,417,938,44,False,0,3,4,9
7,7,7,7,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2022-10-08T16:30:00Z,0,18,0,0,0,0,10,0,14146,0,1,0,0.0,0,-2222,40,2262,44,True,0,3,3,10
8,8,8,8,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,102,0,0,0.0,0.0,2022-10-14T19:00:00Z,0,4,0,0,0,0,11,0,13000,0,0,2,0.0,0,-1176,0,1176,44,False,0,3,3,11
9,9,9,9,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2022-10-18T18:30:00Z,0,16,0,0,0,0,12,0,11904,0,0,0,0.0,0,-785,0,785,44,True,0,3,2,12
10,10,10,10,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,125,0,0,0.0,0.0,2022-10-22T14:00:00Z,0,13,0,0,0,0,13,0,11768,0,1,3,0.0,0,-522,0,522,44,False,0,3,5,13
11,11,11,11,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,134,0,0,0.0,0.0,2022-10-29T14:00:00Z,0,6,0,0,0,0,14,0,11157,0,1,4,0.0,0,-613,0,613,44,True,0,3,3,14
12,12,12,12,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2022-11-05T15:00:00Z,0,20,0,0,0,0,15,0,10571,0,3,2,0.0,0,-588,0,588,44,False,0,3,2,15
13,13,13,13,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,152,0,0,0.0,0.0,2022-11-13T14:00:00Z,0,2,0,0,0,0,16,0,10171,0,2,1,0.0,0,-401,0,401,44,True,0,3,2,16
14,14,14,14,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,170,0,0,0.0,0.0,2022-12-26T15:00:00Z,0,17,0,0,0,0,17,0,9308,0,3,1,0.0,0,-868,0,868,44,False,0,3,2,17
15,15,15,15,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,172,0,0,0.0,0.0,2022-12-31T17:30:00Z,0,1,0,0,0,0,18,0,9142,0,4,2,0.0,0,-171,0,171,44,True,0,3,4,18
