,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR
0,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,15,0,0,0,0,9,0,0,0,4,1,0.0,0,0,0,0,40,True,0,2,3
1,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,100,0,0,0.0,0.0,2022-10-09T13:00:00Z,0,19,0,0,0,0,10,0,854,0,1,3,0.0,0,378,427,49,40,False,0,2,3
2,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,103,0,0,0.0,0.0,2022-10-15T14:00:00Z,0,3,0,0,0,0,11,0,1505,0,2,2,0.0,0,296,456,160,40,True,0,2,2
3,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2022-10-20T18:30:00Z,0,2,0,0,0,0,12,0,1963,0,0,3,0.0,0,25,224,199,40,True,0,2,2
4,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,124,0,0,0.0,0.0,2022-10-23T13:00:00Z,0,11,0,0,0,0,13,0,1967,0,3,2,0.0,0,56,217,161,40,False,0,2,2
5,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,136,0,0,0.0,0.0,2022-10-29T16:30:00Z,0,8,0,0,0,0,14,0,2239,0,0,0,0.0,0,-20,175,195,40,True,0,2,2
6,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,145,0,0,0.0,0.0,2022-11-05T15:00:00Z,0,13,0,0,0,0,15,0,2505,0,1,2,0.0,0,33,232,199,40,False,0,2,5
7,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2022-11-13T16:30:00Z,0,14,0,0,0,0,16,0,2682,0,2,1,0.0,0,-27,216,243,40,True,0,2,3
8,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,165,0,0,0.0,0.0,2022-12-26T15:00:00Z,0,7,0,0,0,0,17,0,3361,0,3,0,0.0,0,272,704,432,40,False,0,2,2
9,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,173,0,0,0.0,0.0,2022-12-31T15:00:00Z,0,17,0,0,0,0,18,0,3476,0,1,2,0.0,0,-33,176,209,40,True,0,2,2
10,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,188,0,0,0.0,0.0,2023-01-03T19:45:00Z,0,10,0,0,0,0,19,0,3658,0,1,0,0.0,0,72,211,139,40,False,0,2,3
11,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2023-01-12T20:00:00Z,0,6,0,0,0,0,19,0,3658,0,1,2,0.0,0,72,211,139,40,True,0,2,3
12,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,197,0,0,0.0,0.0,2023-01-15T14:00:00Z,0,15,0,0,0,0,20,0,3784,0,0,1,0.0,0,-60,183,243,40,False,0,2,4
13,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,204,0,0,0.0,0.0,2023-01-23T20:15:00Z,0,18,0,0,0,0,21,0,3915,0,1,0,0.0,0,-16,103,119,40,True,0,2,3
14,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,214,0,0,0.0,0.0,2023-02-03T20:00:00Z,0,6,0,0,0,0,22,0,4207,0,0,0,0.0,0,61,243,182,40,False,0,2,4
15,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,224,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,16,0,0,0,0,23,0,4255,0,0,2,0.0,0,-66,137,203,40,True,0,2,2
