,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,2,0,5.3,223,0.03,0.03,0.0,0.6,5,0,0,1.1,1.4,2022-08-06T14:00:00Z,25,20,0,0,0,0,1,0,10219,0,1,2,4.0,1,0,0,0,50,True,0,2,2,1
1,1,1,1,0,0,7,0,21.0,223,0.05,0.05,0.0,0.06,19,0,0,2.7,6.2,2022-08-13T14:00:00Z,6,17,0,0,0,0,2,0,10469,0,2,2,0.0,1,-1036,431,1467,50,False,0,2,2,2
2,2,2,2,0,0,1,0,0.3,223,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,7,6,0,0,0,0,3,0,9421,0,0,3,0.0,1,-1508,599,2107,49,True,0,2,3,3
3,3,3,3,0,0,6,0,21.6,223,0.04,0.04,0.0,0.12,34,1,0,3.4,10.6,2022-08-27T14:00:00Z,31,5,0,0,0,0,4,0,8824,0,0,1,2.0,1,-1028,683,1711,49,False,0,2,3,4
4,4,4,4,0,0,4,0,12.8,223,0.02,0.04,0.02,0.57,45,0,0,3.0,7.6,2022-08-30T19:00:00Z,26,8,0,0,0,0,5,0,8404,0,1,1,10.0,1,-710,448,1158,49,True,0,2,2,5
5,5,5,5,0,0,4,0,1.9,223,0.07,0.07,0.0,1.13,52,2,0,0.7,3.4,2022-09-03T14:00:00Z,31,4,0,0,0,0,6,0,8484,0,2,5,2.0,0,-239,810,1049,48,False,1,2,3,6
6,6,6,6,0,0,0,0,0.0,223,0.0,0.07,0.07,0.34,85,0,0,1.5,0.0,2022-10-02T15:30:00Z,11,2,0,0,0,0,9,0,7583,0,0,0,18.0,1,-277,232,509,48,True,0,2,2,9
7,7,7,7,0,0,3,0,0.4,223,0.0,0.0,0.0,0.37,95,1,0,0.2,0.0,2022-10-09T13:00:00Z,14,7,0,0,0,0,10,0,7543,0,1,2,2.0,1,-114,433,547,47,False,0,2,2,10
8,8,8,8,0,0,3,0,1.8,223,0.0,0.0,0.0,0.07,104,0,0,0.2,0.4,2022-10-16T13:00:00Z,15,1,0,0,0,0,11,0,7470,0,1,0,0.0,1,-143,298,441,47,True,0,2,4,11
9,9,9,9,0,0,5,0,0.1,223,0.0,0.04,0.04,0.0,117,0,0,1.3,5.4,2022-10-20T19:15:00Z,8,10,0,0,0,0,12,0,7374,0,0,2,7.0,1,-153,148,301,47,False,0,2,3,12
10,10,10,10,0,0,3,0,1.3,223,0.0,0.0,0.0,0.55,124,1,0,0.5,3.4,2022-10-23T13:00:00Z,14,9,0,0,0,0,13,0,7284,0,3,2,0.0,1,-130,180,310,47,True,0,2,2,13
11,11,11,11,0,0,0,0,0.0,223,0.0,0.0,0.0,0.0,138,0,0,0.0,0.0,2022-10-29T18:45:00Z,0,12,0,0,0,0,14,0,6985,0,2,1,0.0,0,-323,103,426,47,False,0,2,4,14
