,Unnamed: 0,Unnamed: 0.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,0,0.0,743,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,4,0,0,0,0,12,0,0,0,0,3,0.0,0,0,0,0,45,True,0,5,3,12
1,1,1,0,0,0,0,0.0,743,0.0,0.0,0.0,0.0,126,0,0,0.0,0.0,2023-11-25T12:30:00Z,0,13,0,0,0,0,13,0,40,0,1,1,0.0,0,26,33,7,45,False,0,4,5,13
2,2,2,0,0,0,0,0.0,743,0.0,0.0,0.0,0.0,136,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,10,0,0,0,0,14,0,68,0,3,4,0.0,0,12,28,16,45,True,0,5,2,14
3,3,3,0,0,0,0,0.0,743,0.0,0.0,0.0,0.0,147,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,17,0,0,0,0,15,0,85,0,2,0,0.0,0,5,15,10,45,False,0,4,2,15
4,4,4,0,0,0,0,0.0,743,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2023-12-09T12:30:00Z,0,8,0,0,0,0,16,0,87,0,2,1,0.0,0,-3,12,15,45,False,0,4,2,16
5,5,5,0,0,0,0,0.0,743,0.0,0.0,0.0,0.0,166,0,0,0.0,0.0,2023-12-17T16:30:00Z,0,14,0,0,0,0,17,0,97,0,0,0,0.0,0,-5,13,18,45,True,0,5,3,17
6,6,6,0,0,0,0,0.0,743,0.0,0.0,0.0,0.0,174,0,0,0.0,0.0,2023-12-23T17:30:00Z,0,1,0,0,0,0,18,0,99,0,1,1,0.0,0,-3,11,14,45,True,0,5,4,18
7,7,7,0,0,0,0,0.0,743,0.0,0.0,0.0,0.0,185,0,0,0.0,0.0,2023-12-26T17:30:00Z,0,6,0,0,0,0,19,0,104,0,2,0,0.0,0,1,9,8,45,False,0,4,2,19
8,8,8,0,0,0,0,0.0,743,0.0,0.0,0.0,0.0,194,0,0,0.0,0.0,2024-01-01T20:00:00Z,0,15,0,0,0,0,20,0,117,0,2,4,0.0,0,0,7,7,45,True,0,5,3,20
9,9,9,0,0,0,0,0.0,743,0.0,0.0,0.0,0.0,202,0,0,0.0,0.0,2024-01-21T16:30:00Z,0,3,0,0,0,0,21,0,132,0,4,0,0.0,0,-1,16,17,45,False,0,4,2,21
10,10,10,0,0,0,0,0.0,743,0.0,0.0,0.0,0.0,219,0,0,0.0,0.0,2024-01-31T20:15:00Z,0,7,0,0,0,0,22,0,155,0,1,4,0.0,0,3,14,11,45,True,0,5,3,22
11,11,11,0,0,0,0,0.0,743,0.0,0.0,0.0,0.0,221,0,0,0.0,0.0,2024-02-04T16:30:00Z,0,1,0,0,0,0,23,0,155,0,1,3,0.0,0,-2,3,5,45,False,0,4,4,23
