,Unnamed: 0,Unnamed: 0.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2023-08-11T19:00:00Z,0,6,0,0,0,0,1,0,3997,0,3,0,0.0,0,0,0,0,50,False,0,5,2,1
1,1,1,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2023-08-19T19:00:00Z,0,15,0,0,0,0,2,0,4124,0,0,1,0.0,0,-747,123,870,50,True,0,5,3,2
2,2,2,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,17,0,0,0,0,3,0,3992,0,2,1,0.0,0,-434,141,575,49,False,0,5,2,3
3,3,3,0,0,6,0,0.9,364,0.01,0.01,0.0,0.0,39,0,0,0.5,4.2,2023-09-02T14:00:00Z,6,10,0,0,0,0,4,0,3818,0,1,5,0.0,1,-349,83,432,49,True,0,5,2,4
4,4,4,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,49,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,19,0,0,0,0,5,0,3860,0,3,1,0.0,0,-182,154,336,49,False,0,5,3,5
5,5,5,0,0,2,0,0.8,364,0.0,0.0,0.0,0.77,59,0,0,0.8,7.4,2023-09-23T14:00:00Z,39,16,0,0,0,0,6,0,3870,0,0,2,0.0,1,-108,116,224,48,True,0,5,2,6
6,6,6,0,0,2,0,6.4,364,0.06,0.13,0.07,0.36,70,1,0,1.4,1.4,2023-09-30T14:00:00Z,25,20,0,0,0,0,7,0,4193,0,1,2,6.0,1,199,455,256,48,False,0,5,2,7
7,7,7,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,71,0,0,0.0,0.0,2023-10-08T15:30:00Z,0,1,0,0,0,0,8,0,4193,0,0,1,0.0,0,-84,195,279,48,False,0,5,4,8
8,8,8,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,86,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,5,0,0,0,0,9,0,4159,0,1,2,0.0,0,-137,119,256,48,True,0,5,3,9
9,9,9,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,98,0,0,0.0,0.0,2023-10-29T15:30:00Z,0,14,0,0,0,0,10,0,4077,0,3,0,0.0,0,-128,101,229,48,False,0,5,4,10
10,10,10,0,0,4,0,1.2,364,0.0,0.0,0.0,0.45,106,1,0,0.4,3.2,2023-11-04T15:00:00Z,19,3,0,0,0,0,11,0,4029,0,1,6,0.0,1,-102,96,198,48,True,0,5,2,11
11,11,11,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,7,0,0,0,0,12,0,3977,0,4,4,0.0,0,-89,46,135,48,False,0,5,3,12
12,12,12,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,126,0,0,0.0,0.0,2023-11-25T12:30:00Z,0,11,0,0,0,0,13,0,4011,0,1,1,0.0,0,-36,117,153,48,True,0,5,4,13
13,13,13,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,137,0,0,0.0,0.0,2023-12-03T16:30:00Z,0,18,0,0,0,0,14,0,3991,0,3,3,0.0,0,-54,68,122,48,True,0,5,3,14
14,14,14,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,2,0,0,0,0,15,0,3973,0,0,1,0.0,0,-36,48,84,48,False,0,5,4,15
15,15,15,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,12,0,0,0,0,16,0,3970,0,2,1,0.0,0,-38,36,74,48,False,0,5,2,16
16,16,16,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,167,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,8,0,0,0,0,17,0,3969,0,2,2,0.0,0,-40,52,92,47,True,0,5,2,17
17,17,17,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,187,0,0,0.0,0.0,2023-12-27T20:15:00Z,0,9,0,0,0,0,19,0,3970,0,3,1,0.0,0,-6,40,46,47,False,0,5,2,19
18,18,18,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,196,0,0,0.0,0.0,2023-12-30T15:00:00Z,0,17,0,0,0,0,20,0,4001,0,0,2,0.0,0,-4,64,68,47,True,0,5,2,20
19,19,19,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2024-01-13T17:30:00Z,0,15,0,0,0,0,21,0,3943,0,3,2,0.0,0,-93,61,154,47,False,0,5,4,21
20,20,20,0,0,4,0,4.1,364,0.01,0.03,0.02,1.12,217,1,0,1.6,4.6,2024-02-01T19:30:00Z,67,3,0,0,0,0,22,0,5499,1,1,1,7.0,2,1470,1647,177,47,True,0,3,2,22
21,21,21,0,0,0,0,1.4,364,0.01,0.03,0.02,0.25,228,1,0,0.7,4.2,2024-02-04T14:00:00Z,18,14,0,0,0,0,23,0,6175,0,0,3,1.0,1,659,877,218,47,False,0,2,4,23
