,Unnamed: 0,Unnamed: 0.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2023-08-12T16:30:00Z,0,15,0,0,0,0,1,0,20200,0,1,5,0.0,0,0,0,0,50,False,0,3,4,1
1,1,1,0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2023-08-20T13:00:00Z,0,9,0,0,0,0,2,0,24840,0,0,4,0.0,0,-2102,2242,4344,50,True,0,4,2,2
2,2,2,0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,6,0,0,0,0,3,0,24100,0,3,1,0.0,0,-2411,1404,3815,50,False,0,3,2,3
3,3,3,0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2023-09-03T13:00:00Z,0,11,0,0,0,0,4,0,23462,0,0,3,0.0,0,-1766,932,2698,49,False,0,3,5,4
4,4,4,0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,41,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,8,0,0,0,0,5,0,19236,0,1,3,0.0,0,-4567,372,4939,49,True,0,4,2,5
5,5,5,0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2023-09-24T13:00:00Z,0,7,0,0,0,0,6,0,17260,0,1,0,0.0,0,-2069,0,2069,49,False,0,3,3,6
6,6,6,0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,61,0,0,0.0,0.0,2023-09-30T11:30:00Z,0,5,0,0,0,0,7,0,15803,0,1,6,0.0,0,-1454,0,1454,49,True,0,4,3,7
7,7,7,0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,20,0,0,0,0,8,0,14928,0,1,1,0.0,0,-899,0,899,49,False,0,3,2,8
8,8,8,0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,81,0,0,0.0,0.0,2023-10-22T15:30:00Z,0,19,0,0,0,0,9,0,14380,0,1,4,0.0,0,-578,0,578,49,True,0,4,2,9
9,9,9,0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,12,0,0,0,0,10,0,13937,0,1,3,0.0,0,-445,0,445,49,True,0,4,2,10
10,10,10,0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,108,0,0,0.0,0.0,2023-11-05T14:00:00Z,0,16,0,0,0,0,11,0,13576,0,0,2,0.0,0,-367,0,367,49,False,0,3,2,11
11,11,11,0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,10,0,0,0,0,12,0,13313,0,1,3,0.0,0,-273,0,273,49,True,0,4,2,12
12,12,12,0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,130,0,0,0.0,0.0,2023-11-26T14:00:00Z,0,18,0,0,0,0,13,0,13021,0,2,1,0.0,0,-276,0,276,49,False,0,3,3,13
13,13,13,0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,132,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,3,0,0,0,0,14,0,12885,0,2,2,0.0,0,-157,0,157,49,False,0,3,2,14
14,14,14,0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,13,0,0,0,0,15,0,12790,0,0,1,0.0,0,-95,0,95,49,True,0,4,5,15
