,Unnamed: 0,Unnamed: 0.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2023-09-17T13:00:00Z,0,3,0,0,0,0,5,0,0,0,0,0,0.0,0,0,0,0,45,False,0,3,2,5
1,1,1,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2023-09-24T13:00:00Z,0,2,0,0,0,0,6,0,529,0,1,0,0.0,0,344,405,61,45,True,0,3,3,6
2,2,2,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2023-10-02T19:00:00Z,0,10,0,0,0,0,7,0,1322,0,2,0,0.0,0,470,735,265,45,False,0,3,2,7
3,3,3,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,1635,0,4,1,0.0,0,117,450,333,45,False,0,3,2,8
4,4,4,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2023-10-21T16:30:00Z,0,1,0,0,0,0,9,0,2033,0,2,2,0.0,0,148,395,247,45,True,0,3,4,9
5,5,5,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2023-10-28T11:30:00Z,0,4,0,0,0,0,10,0,2380,0,2,0,0.0,0,187,443,256,45,True,0,3,3,10
6,6,6,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,110,0,0,0.0,0.0,2023-11-06T20:00:00Z,0,18,0,0,0,0,11,0,2628,0,4,1,0.0,0,105,426,321,45,False,0,3,3,11
7,7,7,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,13,0,0,0,0,12,0,2802,0,4,4,0.0,0,39,295,256,45,True,0,3,5,12
8,8,8,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,15,0,0,0,0,13,0,3206,0,1,4,0.0,0,199,518,319,45,False,0,3,4,13
9,9,9,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,135,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,5,0,0,0,0,14,0,3333,0,2,3,0.0,0,23,305,282,45,True,0,3,3,14
10,10,10,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,14,0,0,0,0,15,0,3446,0,1,2,0.0,0,36,216,180,45,False,0,3,4,15
11,11,11,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,9,0,0,0,0,16,0,3538,0,0,2,0.0,0,1,199,198,45,False,0,3,2,16
12,12,12,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,17,0,0,0,0,17,0,3606,0,0,2,0.0,0,-74,215,289,45,True,0,3,2,17
13,13,13,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,2023-12-24T13:00:00Z,0,20,0,0,0,0,18,0,3644,0,1,2,0.0,0,-60,165,225,45,False,0,3,2,18
14,14,14,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,2023-12-27T19:30:00Z,0,8,0,0,0,0,19,0,3663,0,1,2,0.0,0,-36,126,162,45,True,0,3,2,19
15,15,15,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,195,0,0,0.0,0.0,2023-12-30T12:30:00Z,0,12,0,0,0,0,20,0,3666,0,3,2,0.0,0,-68,108,176,45,False,0,3,2,20
16,16,16,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2024-01-13T12:30:00Z,0,10,0,0,0,0,21,0,3576,0,0,1,0.0,0,-208,134,342,45,True,0,3,2,21
17,17,17,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,219,0,0,0.0,0.0,2024-01-31T20:15:00Z,0,11,0,0,0,0,22,0,3593,0,1,4,0.0,0,-90,124,214,45,False,0,3,5,22
18,18,18,0,0,0,0,0.0,717,0.0,0.0,0.0,0.0,226,0,0,0.0,0.0,2024-02-04T14:00:00Z,0,20,0,0,0,0,23,0,3622,0,4,2,0.0,0,-21,68,89,45,True,0,3,2,23
