,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
11,11,11,11,0,0,0,0,0.0,535,150,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,14,0,0,0,0,15,0,6888,1,2,0.0,0,-79,120,199,45,True,0,2,2,15
12,12,12,12,0,0,0,0,0.0,535,156,0,0,0.0,0.0,2019-12-08T14:00:00Z,0,13,0,0,0,0,16,0,6844,1,2,0.0,0,-127,115,242,45,False,0,3,2,16
13,13,13,13,0,0,0,0,0.0,535,169,0,0,0.0,0.0,2019-12-14T17:30:00Z,0,19,0,0,0,0,17,0,6843,1,0,0.0,0,-151,155,306,45,True,0,2,2,17
14,14,14,14,0,0,0,0,0.0,535,171,0,0,0.0,0.0,2019-12-21T15:00:00Z,0,2,0,0,0,0,18,0,6818,3,1,0.0,0,-149,102,251,45,False,0,3,2,18
15,15,15,15,0,0,0,0,0.0,535,183,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,6,0,0,0,0,19,0,6803,2,0,0.0,0,-107,82,189,45,False,0,3,4,19
16,16,16,16,0,0,0,0,0.0,535,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,7,0,0,0,0,20,0,6812,1,1,0.0,0,-74,80,154,45,True,0,2,3,20
17,17,17,17,0,0,0,0,0.0,535,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,17,0,0,0,0,21,0,6752,0,1,0.0,0,-168,65,233,45,True,0,2,3,21
18,18,18,18,0,0,0,0,0.0,535,216,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,9,0,0,0,0,22,0,6712,2,1,0.0,0,-139,108,247,45,False,0,3,3,22
19,19,19,19,0,0,0,0,0.0,535,228,0,0,0.0,0.0,2020-01-18T15:00:00Z,0,20,0,0,0,0,23,0,6664,3,2,0.0,0,-123,65,188,45,True,0,2,4,23
20,20,20,20,0,0,0,0,0.0,535,239,0,0,0.0,0.0,2020-01-21T19:30:00Z,0,7,0,0,0,0,24,0,6673,2,0,0.0,0,-53,56,109,45,False,0,3,3,24
21,21,21,21,0,0,0,0,0.0,535,245,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,10,0,0,0,0,25,0,6709,0,4,0.0,0,-49,93,142,45,False,0,3,5,25
22,22,22,22,0,0,0,0,0.0,535,259,0,0,0.0,0.0,2020-02-15T12:30:00Z,0,5,0,0,0,0,26,0,6845,2,1,0.0,0,38,147,109,45,True,0,2,3,26
23,23,23,23,0,0,0,0,0.0,535,269,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,2,0,0,0,0,27,0,6993,0,2,0.0,0,44,171,127,45,True,0,2,2,27
24,24,24,24,0,0,0,0,0.0,535,280,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,19,0,0,0,0,28,0,7124,1,3,0.0,0,36,170,134,45,False,0,3,2,28
25,25,25,25,0,0,0,0,0.0,535,289,0,0,0.0,0.0,2020-03-07T15:00:00Z,0,13,0,0,0,0,29,0,7101,1,0,0.0,0,-52,87,139,45,True,0,2,2,29
26,26,26,26,0,0,0,0,0.0,535,297,0,0,0.0,0.0,2020-06-19T17:00:00Z,0,14,0,0,0,0,39,0,7489,3,0,0.0,0,174,466,292,44,False,0,3,2,39
27,27,27,27,0,0,0,0,0.0,535,308,0,0,0.0,0.0,2020-06-25T17:00:00Z,0,1,0,0,0,0,40,0,7532,2,0,0.0,0,-45,97,142,44,True,0,2,3,40
28,28,28,28,0,0,0,0,0.0,535,319,0,0,0.0,0.0,2020-06-28T15:30:00Z,0,18,0,0,0,0,41,0,7593,3,1,0.0,0,13,99,86,44,False,0,3,3,41
29,29,29,29,0,0,0,0,0.0,535,328,0,0,0.0,0.0,2020-07-05T18:00:00Z,0,11,0,0,0,0,42,0,7614,0,1,0.0,0,-30,111,141,44,True,0,2,4,42
30,30,30,30,0,0,0,0,0.0,535,336,0,0,0.0,0.0,2020-07-09T17:00:00Z,0,8,0,0,0,0,43,0,7626,1,1,0.0,0,-19,78,97,44,False,0,3,4,43
31,31,31,31,0,0,0,0,0.0,535,345,0,0,0.0,0.0,2020-07-13T19:00:00Z,0,12,0,0,0,0,44,0,7676,2,2,0.0,0,4,124,120,44,False,0,3,4,44
32,32,32,32,0,0,0,0,0.0,535,359,0,0,0.0,0.0,2020-07-16T19:15:00Z,0,4,0,0,0,0,45,0,7688,1,1,0.0,0,-25,78,103,44,True,0,2,2,45
33,33,33,33,0,0,0,0,0.0,535,362,0,0,0.0,0.0,2020-07-19T13:00:00Z,0,3,0,0,0,0,46,0,7721,2,0,0.0,0,-11,84,95,44,False,0,3,2,46
34,34,34,34,0,0,0,0,0.0,535,379,0,0,0.0,0.0,2020-07-26T15:00:00Z,0,15,0,0,0,0,47,0,8015,1,3,0.0,0,109,259,150,44,True,0,2,3,47
