Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,538,0.0,0.0,52,0.0,0,0,0.0,3195.0,0.0,0.0,2018-09-22T16:30:00Z,22 Sep 17:30,0.0,0.0,0,0.0,0.0,3,0,0.0,0,0,0.0,0,6,0,0,0.0,0.0,0.0,2,1,0.0,0,0,0,0,40,False,0.0,0,4,2,6,2018-19,,,,,,Alfie_Whiteman
1,1,1,1.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,538,0.0,0.0,66,0.0,0,0,0.0,3733.0,0.0,0.0,2018-09-29T14:00:00Z,29 Sep 15:00,0.0,0.0,0,0.0,0.0,10,0,0.0,0,0,0.0,0,7,0,2503,0.0,0.0,0.0,2,0,0.0,0,1150,1428,278,40,False,0.0,0,4,2,7,2018-19,,,,,,Alfie_Whiteman
2,2,2,2.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,538,0.0,0.0,79,0.0,0,0,0.0,4272.0,0.0,0.0,2018-10-06T14:00:00Z,06 Oct 15:00,0.0,0.0,0,0.0,0.0,5,0,0.0,0,0,0.0,0,8,0,4182,0.0,0.0,0.0,0,1,0.0,0,1043,1564,521,40,True,0.0,0,4,2,8,2018-19,,,,,,Alfie_Whiteman
3,3,3,3.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,538,0.0,0.0,89,0.0,0,0,0.0,4814.0,0.0,0.0,2018-10-20T14:00:00Z,20 Oct 15:00,0.0,0.0,0,0.0,0.0,19,0,0.0,0,0,0.0,0,9,0,5541,0.0,0.0,0.0,1,0,0.0,0,742,1295,553,40,False,0.0,0,4,3,9,2018-19,,,,,,Alfie_Whiteman
4,4,4,4.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,538,0.0,0.0,99,0.0,0,0,0.0,5360.0,0.0,0.0,2018-10-29T20:00:00Z,29 Oct 20:00,0.0,0.0,0,0.0,0.0,13,0,0.0,0,0,0.0,0,10,0,6264,0.0,0.0,0.0,1,0,0.0,0,400,740,340,40,True,0.0,0,4,4,10,2018-19,,,,,,Alfie_Whiteman
5,5,5,5.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,538,0.0,0.0,110,0.0,0,0,0.0,5908.0,0.0,0.0,2018-11-03T19:45:00Z,03 Nov 19:45,0.0,0.0,0,0.0,0.0,20,0,0.0,0,0,0.0,0,11,0,6858,0.0,0.0,0.0,3,2,0.0,0,384,766,382,40,False,0.0,0,4,3,11,2018-19,,,,,,Alfie_Whiteman
6,6,6,6.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,538,0.0,0.0,114,0.0,0,0,0.0,6458.0,0.0,0.0,2018-11-10T17:30:00Z,10 Nov 17:30,0.0,0.0,0,0.0,0.0,7,0,0.0,0,0,0.0,0,12,0,7790,0.0,0.0,0.0,1,0,0.0,0,538,884,346,40,False,0.0,0,4,2,12,2018-19,,,,,,Alfie_Whiteman
7,7,7,7.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,538,0.0,0.0,127,0.0,0,0,0.0,7010.0,0.0,0.0,2018-11-24T17:30:00Z,24 Nov 17:30,0.0,0.0,0,0.0,0.0,6,0,0.0,0,0,0.0,0,13,0,8562,0.0,0.0,0.0,1,3,0.0,0,384,781,397,40,True,0.0,0,4,4,13,2018-19,,,,,,Alfie_Whiteman
8,8,8,8.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,538,0.0,0.0,131,0.0,0,0,0.0,7563.0,0.0,0.0,2018-12-02T14:05:00Z,02 Dec 14:05,0.0,0.0,0,0.0,0.0,1,0,0.0,0,0,0.0,0,14,0,8696,0.0,0.0,0.0,2,4,0.0,0,222,481,259,40,False,0.0,0,4,4,14,2018-19,,,,,,Alfie_Whiteman
9,9,9,9.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,538,0.0,0.0,150,0.0,0,0,0.0,8119.0,0.0,0.0,2018-12-05T20:00:00Z,05 Dec 20:00,0.0,0.0,0,0.0,0.0,16,0,0.0,0,0,0.0,0,15,0,8881,0.0,0.0,0.0,1,3,0.0,0,127,379,252,40,True,0.0,0,4,2,15,2018-19,,,,,,Alfie_Whiteman
