Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,1,73.0,1.0,1.0,0,24,0,11.0,67.0,11.4,0.0,0.0,359,0.0,0.0,7,0.0,1,0,6.2,359.0,35.6,1.0,2018-08-11T11:30:00Z,11 Aug 12:30,0.0,0.0,90,0.0,0.0,15,0,0.0,0,0,2.0,0,1,0,122431,0.0,0.0,3.0,2,1,15.0,5,0,0,0,60,False,0.0,0,4,3,1,2018-19,,,,,,Davinson_Sánchez
1,1,1,1.0,0,35.0,0.0,0.0,0,17,0,4.0,32.0,0.3,0.0,0.0,359,0.0,0.0,19,0.0,1,0,2.0,884.0,20.0,0.0,2018-08-18T14:00:00Z,18 Aug 15:00,0.0,0.0,62,0.0,0.0,9,0,0.0,0,0,3.0,0,2,0,146100,0.0,1.0,0.0,1,3,0.0,2,1930,7888,5958,60,True,0.0,0,4,2,2,2018-19,,,,,,Davinson_Sánchez
2,2,2,2.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,359,0.0,0.0,26,0.0,0,0,0.0,1411.0,0.0,0.0,2018-08-27T19:00:00Z,27 Aug 20:00,0.0,0.0,0,0.0,0.0,14,0,0.0,0,0,0.0,0,3,0,133867,0.0,0.0,0.0,3,0,0.0,0,-14918,1422,16340,60,False,0.0,0,4,4,3,2018-19,,,,,,Davinson_Sánchez
3,3,3,3.0,0,55.0,0.0,0.0,0,12,0,8.0,47.0,0.6,0.0,0.0,359,0.0,0.0,39,2.0,2,0,2.5,1942.0,18.4,0.0,2018-09-02T15:00:00Z,02 Sep 16:00,0.0,0.0,90,0.0,0.0,18,0,0.0,0,0,5.0,0,4,0,120768,0.0,0.0,1.0,1,2,6.0,1,-15579,837,16416,60,False,0.0,0,4,3,4,2018-19,,,,,,Davinson_Sánchez
4,4,4,4.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,359,0.0,0.0,48,0.0,0,0,0.0,2479.0,0.0,0.0,2018-09-15T11:30:00Z,15 Sep 12:30,0.0,0.0,0,0.0,0.0,12,0,0.0,0,0,0.0,0,5,0,112234,0.0,0.0,0.0,2,1,0.0,0,-10417,450,10867,59,True,0.0,0,4,4,5,2018-19,,,,,,Davinson_Sánchez
5,5,5,5.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,359,0.0,0.0,52,0.0,0,0,0.0,3016.0,0.0,0.0,2018-09-22T16:30:00Z,22 Sep 17:30,0.0,0.0,0,0.0,0.0,3,0,0.0,0,0,0.0,0,6,0,104721,0.0,0.0,0.0,2,1,0.0,0,-8413,308,8721,59,False,0.0,0,4,2,6,2018-19,,,,,,Davinson_Sánchez
6,6,6,6.0,0,50.0,0.0,0.0,1,32,1,14.0,38.0,0.3,0.0,0.0,359,0.0,0.0,66,0.0,0,0,2.9,3554.0,28.6,0.0,2018-09-29T14:00:00Z,29 Sep 15:00,0.0,0.0,90,0.0,0.0,10,0,0.0,0,0,9.0,0,7,0,98533,0.0,1.0,0.0,2,0,0.0,7,-6873,493,7366,58,False,0.0,0,4,2,7,2018-19,,,,,,Davinson_Sánchez
7,7,7,7.0,1,75.0,0.0,0.0,3,37,1,12.0,70.0,1.1,0.0,0.0,359,0.0,0.0,79,1.0,0,0,4.6,4093.0,24.0,0.0,2018-10-06T14:00:00Z,06 Oct 15:00,0.0,0.0,90,0.0,0.0,5,0,0.0,0,0,4.0,0,8,0,100310,0.0,1.0,1.0,0,1,21.0,11,581,2416,1835,58,True,0.0,1,4,2,8,2018-19,,,,,,Davinson_Sánchez
8,8,8,8.0,0,50.0,0.0,1.0,0,23,1,4.0,46.0,0.2,0.0,0.0,359,0.0,0.0,89,0.0,0,0,3.3,4635.0,11.6,0.0,2018-10-20T14:00:00Z,20 Oct 15:00,0.0,0.0,90,0.0,0.0,19,0,0.0,0,0,5.0,0,9,0,110049,0.0,0.0,1.0,1,0,21.0,6,6901,9256,2355,58,False,0.0,0,4,3,9,2018-19,,,,,,Davinson_Sánchez
9,9,9,9.0,0,56.0,0.0,0.0,0,17,0,9.0,51.0,0.5,0.0,0.0,359,0.0,0.0,99,0.0,1,0,2.5,5181.0,24.4,0.0,2018-10-29T20:00:00Z,29 Oct 20:00,0.0,0.0,90,0.0,0.0,13,0,0.0,0,0,5.0,0,10,0,113683,0.0,0.0,0.0,1,0,0.0,2,1907,4825,2918,58,True,0.0,0,4,4,10,2018-19,,,,,,Davinson_Sánchez
