Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,0,0,0,0.0,617,74,0,0,0.0,0.0,2021-10-17T13:00:00Z,0,8,0,0,0,0,8,0,0,1,0,0.0,0,0,0,0,40,False,0,3,2,8,2021-22,,,,,,Harrison_Ashby
1,1,1,1.0,0,0,0,0,0.0,617,90,0,0,0.0,0.0,2021-10-24T13:00:00Z,0,17,0,0,0,0,9,0,490,0,1,0.0,0,184,226,42,40,True,0,3,3,9,2021-22,,,,,,Harrison_Ashby
2,2,2,2.0,0,0,0,0,0.0,617,91,0,0,0.0,0.0,2021-10-31T16:30:00Z,0,2,0,0,0,0,10,0,1293,4,1,0.0,0,258,433,175,40,False,0,3,2,10,2021-22,,,,,,Harrison_Ashby
3,3,3,3.0,0,0,0,0,0.0,617,110,0,0,0.0,0.0,2021-11-07T16:30:00Z,0,11,0,0,0,0,11,0,1832,2,3,0.0,0,194,384,190,40,True,0,3,4,11,2021-22,,,,,,Harrison_Ashby
4,4,4,4.0,0,0,0,0,0.0,617,120,0,0,0.0,0.0,2021-11-20T15:00:00Z,0,20,0,0,0,0,12,0,2285,0,1,0.0,0,105,365,260,40,False,0,3,3,12,2021-22,,,,,,Harrison_Ashby
5,5,5,5.0,0,0,0,0,0.0,617,129,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,12,0,0,0,0,13,0,2556,1,2,0.0,0,44,270,226,40,False,0,3,5,13,2021-22,,,,,,Harrison_Ashby
6,6,6,6.0,0,0,0,0,0.0,617,136,0,0,0.0,0.0,2021-12-01T19:30:00Z,0,4,0,0,0,0,14,0,2719,1,1,0.0,0,59,196,137,40,True,0,3,2,14,2021-22,,,,,,Harrison_Ashby
7,7,7,7.0,0,0,0,0,0.0,617,149,0,0,0.0,0.0,2021-12-04T12:30:00Z,0,6,0,0,0,0,15,0,2998,2,3,0.0,0,147,327,180,40,True,0,3,4,15,2021-22,,,,,,Harrison_Ashby
8,8,8,8.0,0,0,0,0,0.0,617,154,0,0,0.0,0.0,2021-12-12T14:00:00Z,0,5,0,0,0,0,16,0,3341,0,0,0.0,0,92,348,256,40,False,0,3,2,16,2021-22,,,,,,Harrison_Ashby
9,9,9,9.0,0,0,4,0,1.0,617,161,1,0,0.3,2.0,2021-12-15T20:00:00Z,6,1,0,0,0,0,17,0,3392,0,2,0.0,1,-3,158,161,40,False,0,3,4,17,2021-22,,,,,,Harrison_Ashby
10,10,10,10.0,0,0,0,0,0.0,617,189,0,0,0.0,0.0,2021-12-26T15:00:00Z,0,16,0,0,0,0,19,0,4374,3,2,0.0,0,141,302,161,40,True,0,3,2,19,2021-22,,,,,,Harrison_Ashby
11,11,11,11.0,0,0,0,0,0.0,617,200,0,0,0.0,0.0,2021-12-28T15:00:00Z,0,18,0,0,0,0,20,0,4157,4,1,0.0,0,42,149,107,40,False,0,3,2,20,2021-22,,,,,,Harrison_Ashby
12,12,12,12.0,0,0,0,0,0.0,617,204,0,0,0.0,0.0,2022-01-01T17:30:00Z,0,7,0,0,0,0,21,0,4031,3,2,0.0,0,16,211,195,40,False,0,3,2,21,2021-22,,,,,,Harrison_Ashby
13,13,13,13.0,0,0,0,0,0.0,617,179,0,0,0.0,0.0,2022-01-12T19:45:00Z,0,15,0,0,0,0,21,0,4031,0,2,0.0,0,16,211,195,40,True,0,3,2,21,2021-22,,,,,,Harrison_Ashby
14,14,14,14.0,0,0,0,0,0.0,617,219,0,0,0.0,0.0,2022-01-16T14:00:00Z,0,10,0,0,0,0,22,0,4211,3,2,0.0,0,-103,181,284,40,True,0,3,2,22,2021-22,,,,,,Harrison_Ashby
15,15,15,15.0,0,0,0,0,0.0,617,228,0,0,0.0,0.0,2022-01-22T15:00:00Z,0,13,0,0,0,0,23,0,4092,0,1,0.0,0,-68,65,133,40,False,0,3,4,23,2021-22,,,,,,Harrison_Ashby
16,16,16,16.0,0,0,0,0,0.0,617,235,0,0,0.0,0.0,2022-02-08T19:45:00Z,0,18,0,0,0,0,24,0,4155,0,1,0.0,0,-54,73,127,40,True,0,3,2,24,2021-22,,,,,,Harrison_Ashby
17,17,17,17.0,0,0,0,0,0.0,617,245,0,0,0.0,0.0,2022-02-13T16:30:00Z,0,9,0,0,0,0,25,0,4161,2,2,0.0,0,-39,61,100,40,False,0,3,3,25,2021-22,,,,,,Harrison_Ashby
18,18,18,18.0,0,0,0,0,0.0,617,259,0,0,0.0,0.0,2022-02-19T12:30:00Z,0,14,0,0,0,0,26,0,4249,1,1,0.0,0,-28,91,119,40,True,0,3,2,26,2021-22,,,,,,Harrison_Ashby
19,19,19,19.0,0,0,0,0,0.0,617,270,0,0,0.0,0.0,2022-02-27T14:00:00Z,0,20,0,0,0,0,27,0,4325,0,1,0.0,0,-29,69,98,40,True,0,3,3,27,2021-22,,,,,,Harrison_Ashby
20,20,20,20.0,0,0,0,0,0.0,617,274,0,0,0.0,0.0,2022-03-05T17:30:00Z,0,11,0,0,0,0,28,0,4271,0,1,0.0,0,-50,55,105,40,False,0,3,5,28,2021-22,,,,,,Harrison_Ashby
21,21,21,21.0,0,0,0,0,0.0,617,290,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,2,0,0,0,0,29,0,4344,1,2,0.0,0,-11,85,96,40,True,0,3,2,29,2021-22,,,,,,Harrison_Ashby
22,22,22,22.0,0,0,0,0,0.0,617,298,0,0,0.0,0.0,2022-03-20T16:30:00Z,0,17,0,0,0,0,30,0,4474,1,3,0.0,0,-11,54,65,40,False,0,3,4,30,2021-22,,,,,,Harrison_Ashby
23,23,23,23.0,0,0,0,0,0.0,617,309,0,0,0.0,0.0,2022-04-03T13:00:00Z,0,8,0,0,0,0,31,0,4488,1,2,0.0,0,0,56,56,40,True,0,3,2,31,2021-22,,,,,,Harrison_Ashby
24,24,24,24.0,0,0,0,0,0.0,617,313,0,0,0.0,0.0,2022-04-10T13:00:00Z,0,3,0,0,0,0,32,0,4511,0,2,0.0,0,-14,32,46,40,False,0,3,2,32,2021-22,,,,,,Harrison_Ashby
25,25,25,25.0,0,0,0,0,0.0,617,329,0,0,0.0,0.0,2022-04-17T13:15:00Z,0,5,0,0,0,0,33,0,4571,1,1,0.0,0,-1,55,56,40,True,0,3,2,33,2021-22,,,,,,Harrison_Ashby
