Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,ea_index,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,id,key_passes,kickoff_time_formatted,loaned_in,loaned_out,offside,open_play_crosses,penalties_conceded,recoveries,tackled,tackles,target_missed,winning_goals
0,1,0,13,0,0.3,727,0.0,0.0,0.0,0.1,88,1,0,0.2,2.0,2023-10-21T14:00:00Z,18,16,0,0,0,0,9,0,97,0.0,2,2,0.0,4,88,98,10,50,False,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,12,0,41.6,727,0.27,0.27,0.0,0.42,92,1,0,5.3,9.0,2023-10-29T14:00:00Z,33,2,0,0,0,0,10,0,481,0.0,1,3,2.0,1,307,372,65,50,False,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,4,1,1.3,727,0.0,0.0,0.0,1.07,105,0,0,0.7,6.0,2023-11-05T16:30:00Z,60,11,0,0,0,0,11,0,619,1.0,1,1,0.0,3,93,189,96,50,True,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
3,0,0,12,0,1.9,727,0.01,0.1,0.09,1.57,118,1,0,2.6,11.0,2023-11-11T15:00:00Z,60,14,0,0,0,0,12,0,957,1.0,0,1,13.0,2,272,406,134,50,False,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
4,0,0,4,1,2.1,727,0.01,0.01,0.0,0.32,125,0,0,0.1,0.0,2023-11-25T15:00:00Z,60,8,0,0,0,0,13,0,1335,1.0,1,2,0.0,3,272,564,292,50,True,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,3,0,10.4,727,0.0,0.0,0.0,1.79,133,1,0,1.5,2.6,2023-12-02T15:00:00Z,30,4,0,0,0,0,14,0,1634,0.0,1,3,2.0,1,248,590,342,50,False,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
6,1,0,17,0,12.3,727,0.01,0.06,0.05,1.72,146,3,0,3.2,17.6,2023-12-05T20:15:00Z,61,1,0,0,0,0,15,0,1662,1.0,4,3,2.0,5,-20,284,304,50,True,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
7,1,0,22,0,15.2,727,0.34,0.36,0.02,1.52,156,2,0,4.7,24.4,2023-12-10T14:00:00Z,71,13,0,0,0,0,16,0,1626,1.0,2,1,7.0,5,-88,326,414,50,True,0,2,5,,,,,,,,,,,,,,,,,,,,,,,
8,0,3,30,1,18.7,727,0.05,0.88,0.83,1.28,175,0,1,10.7,43.0,2023-12-23T15:00:00Z,80,15,0,0,0,0,18,0,2467,1.0,0,1,45.0,11,-509,366,875,50,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
9,0,0,7,0,26.8,727,0.2,0.37,0.17,2.46,190,2,0,5.5,12.4,2023-12-26T15:00:00Z,83,17,0,0,0,0,19,0,27591,1.0,3,2,16.0,2,23703,24544,841,50,False,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
10,0,0,7,0,16.8,727,0.35,0.35,0.0,0.43,195,2,0,2.3,4.0,2023-12-30T12:30:00Z,61,7,0,0,0,0,20,0,25829,1.0,3,2,2.0,2,-1060,6957,8017,50,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
11,0,0,9,0,17.8,727,0.2,0.2,0.0,0.91,205,1,0,2.9,7.6,2024-01-12T19:45:00Z,63,6,0,0,0,0,21,0,23531,1.0,1,1,4.0,2,-2762,6153,8915,50,False,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
12,0,0,3,0,0.2,727,0.0,0.0,0.0,0.52,214,0,0,0.1,1.2,2024-01-30T19:45:00Z,22,5,0,0,0,0,22,0,18473,0.0,0,4,0.0,1,-5210,1603,6813,50,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
13,0,0,0,0,0.0,727,0.0,0.0,0.0,0.0,229,0,0,0.0,0.0,2024-02-03T15:00:00Z,0,15,0,0,0,0,23,0,15257,0.0,4,4,0.0,0,-3346,622,3968,50,False,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,9,1,17.5,149,,,,,3,0,0,6.3,27.6,2018-08-11T14:00:00Z,87,9,0,0,0,0,1,0,115533,,2,0,18.0,3,0,0,0,60,False,0,2,2,31.0,0.0,0.0,1.0,23.0,3.0,0.0,0.0,0.0,0.0,149.0,1.0,11 Aug 15:00,0.0,0.0,0.0,1.0,0.0,8.0,6.0,0.0,0.0,0.0
1,0,0,9,0,12.8,149,,,,,15,1,0,2.5,8.8,2018-08-20T19:00:00Z,78,12,0,0,0,0,2,0,106800,,2,0,3.0,2,-13212,1895,15107,60,True,0,2,4,23.0,0.0,0.0,3.0,19.0,2.0,0.0,0.0,0.0,0.0,674.0,1.0,20 Aug 20:00,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0
2,0,0,12,0,31.9,149,,,,,29,2,0,5.0,15.8,2018-08-26T12:30:00Z,90,18,0,0,0,0,3,0,97775,,1,2,2.0,2,-11151,4875,16026,60,False,0,2,3,50.0,0.0,0.0,2.0,38.0,2.0,0.0,0.0,0.0,0.0,1201.0,2.0,26 Aug 13:30,0.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0
3,0,0,10,0,26.9,149,,,,,35,1,0,4.7,13.6,2018-09-01T14:00:00Z,71,16,0,0,0,0,4,0,95599,,2,0,6.0,2,-3903,8113,12016,59,True,0,2,2,22.0,0.0,0.0,2.0,20.0,1.0,0.0,0.0,0.0,0.0,1732.0,2.0,01 Sep 15:00,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0
4,0,0,4,1,5.3,149,,,,,44,0,0,4.2,8.4,2018-09-15T14:00:00Z,90,10,0,0,0,0,5,0,88687,,1,0,28.0,3,-7823,5000,12823,59,False,0,2,2,23.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,2269.0,0.0,15 Sep 15:00,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0
5,0,0,20,1,45.3,149,,,,,55,0,0,12.2,21.8,2018-09-22T14:00:00Z,90,15,0,0,0,0,6,0,81854,,0,0,55.0,3,-7219,2465,9684,59,True,0,2,2,32.0,1.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,2806.0,3.0,22 Sep 15:00,0.0,0.0,1.0,3.0,0.0,4.0,3.0,4.0,2.0,0.0
