Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2023-08-14T19:00:00Z,0,20,0,0,0,0,1,0,694,0,0,1,0.0,0,0,0,0,45,True,0,4,2,1,2023-24,Omari_Forson
1,1,1,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,18,0,0,0.0,0.0,2023-08-19T16:30:00Z,0,18,0,0,0,0,2,0,1214,0,0,2,0.0,0,-43,112,155,45,False,0,3,3,2,2023-24,Omari_Forson
2,2,2,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,28,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,16,0,0,0,0,3,0,1174,0,2,3,0.0,0,-140,48,188,45,True,0,4,2,3,2023-24,Omari_Forson
3,3,3,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,2023-09-03T15:30:00Z,0,1,0,0,0,0,4,0,1201,0,1,3,0.0,0,-75,36,111,45,False,0,3,4,4,2023-24,Omari_Forson
4,4,4,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,45,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,5,0,0,0,0,5,0,1316,0,3,1,0.0,0,-16,83,99,45,True,0,4,3,5,2023-24,Omari_Forson
5,5,5,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2023-09-23T19:00:00Z,0,6,0,0,0,0,6,0,1325,0,1,0,0.0,0,-37,36,73,45,False,0,3,2,6,2023-24,Omari_Forson
6,6,6,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,8,0,0,0,0,7,0,1339,0,1,0,0.0,0,-30,49,79,45,True,0,4,2,7,2023-24,Omari_Forson
7,7,7,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,78,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,4,0,0,0,0,8,0,1365,0,1,2,0.0,0,-10,51,61,45,True,0,4,3,8,2023-24,Omari_Forson
8,8,8,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2023-10-21T19:00:00Z,0,17,0,0,0,0,9,0,1397,0,2,1,0.0,0,-8,42,50,45,False,0,3,2,9,2023-24,Omari_Forson
9,9,9,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,98,0,0,0.0,0.0,2023-10-29T15:30:00Z,0,13,0,0,0,0,10,0,1441,0,3,0,0.0,0,22,85,63,44,True,0,4,5,10,2023-24,Omari_Forson
10,10,10,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,104,0,0,0.0,0.0,2023-11-04T12:30:00Z,0,10,0,0,0,0,11,0,1560,0,1,0,0.0,0,70,130,60,44,False,0,3,2,11,2023-24,Omari_Forson
11,11,11,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,12,0,0,0,0,12,0,1542,0,0,1,0.0,0,-39,45,84,44,True,0,4,2,12,2023-24,Omari_Forson
12,12,12,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,123,0,0,0.0,0.0,2023-11-26T16:30:00Z,0,9,0,0,0,0,13,0,1582,0,3,0,0.0,0,4,63,59,44,False,0,3,2,13,2023-24,Omari_Forson
13,13,13,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,138,0,0,0.0,0.0,2023-12-02T20:00:00Z,0,15,0,0,0,0,14,0,1623,0,0,1,0.0,0,3,55,52,44,False,0,3,4,14,2023-24,Omari_Forson
14,14,14,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,7,0,0,0,0,15,0,1635,0,1,2,0.0,0,-4,37,41,44,True,0,4,3,15,2023-24,Omari_Forson
15,15,15,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,157,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,3,0,0,0,0,16,0,1644,0,3,0,0.0,0,-10,36,46,44,True,0,4,2,16,2023-24,Omari_Forson
16,16,16,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,166,0,0,0.0,0.0,2023-12-17T16:30:00Z,0,11,0,0,0,0,17,0,1646,0,0,0,0.0,0,-29,35,64,44,False,0,3,5,17,2023-24,Omari_Forson
17,17,17,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,179,0,0,0.0,0.0,2023-12-23T12:30:00Z,0,19,0,0,0,0,18,0,1626,0,0,2,0.0,0,-34,20,54,44,False,0,3,3,18,2023-24,Omari_Forson
18,18,18,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,188,0,0,0.0,0.0,2023-12-26T20:00:00Z,0,2,0,0,0,0,19,0,1628,0,2,3,0.0,0,-18,16,34,44,True,0,4,3,19,2023-24,Omari_Forson
19,19,19,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,197,0,0,0.0,0.0,2023-12-30T17:30:00Z,0,16,0,0,0,0,20,0,1614,0,1,2,0.0,0,-28,14,42,44,False,0,3,2,20,2023-24,Omari_Forson
20,20,20,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,208,0,0,0.0,0.0,2024-01-14T16:30:00Z,0,18,0,0,0,0,21,0,1602,0,2,2,0.0,0,-40,20,60,44,True,0,4,3,21,2023-24,Omari_Forson
21,21,21,1,0,13,0,10.5,632,0.01,0.01,0.0,0.13,218,1,0,2.8,17.2,2024-02-01T20:15:00Z,4,20,0,0,0,0,22,0,1617,0,4,3,0.0,4,-13,25,38,44,False,0,3,2,22,2023-24,Omari_Forson
22,22,22,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,228,0,0,0.0,0.0,2024-02-04T14:00:00Z,0,19,0,0,0,0,23,0,1630,0,0,3,0.0,0,3,27,24,44,True,0,4,2,23,2023-24,Omari_Forson
