Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,41.0,0.0,0.0,0,11,0,6.0,30.0,26.3,0.0,0.0,425,0.0,0.0,10,1.0,2,0,4.6,425.0,19.8,1.0,2018-08-11T16:30:00Z,11 Aug 17:30,0.0,0.0,90,0.0,2.0,8,0,0.0,0,0,5.0,0,1,0,59443,3.0,0.0,0.0,2,2,0.0,1,0,0,0,45,True,0.0,0,3,2,1,2018-19,,,,,,Matt_Doherty
1,1,1,1.0,0,27.0,0.0,1.0,0,-3,0,1.0,17.0,6.6,0.0,0.0,425,0.0,0.0,17,0.0,2,0,3.0,950.0,0.0,0.0,2018-08-18T14:00:00Z,18 Aug 15:00,0.0,0.0,68,0.0,1.0,11,1,0.0,0,0,2.0,0,2,0,57271,1.0,0.0,0.0,0,2,26.0,-1,-4006,1063,5069,45,False,0.0,0,3,3,2,2018-19,,,,,,Matt_Doherty
2,2,2,2.0,0,26.0,0.0,0.0,0,7,0,5.0,14.0,1.1,0.0,0.0,425,0.0,0.0,30,0.0,1,0,3.8,1477.0,14.8,0.0,2018-08-25T11:30:00Z,25 Aug 12:30,0.0,0.0,90,0.0,0.0,13,0,0.0,0,0,5.0,0,3,0,40451,1.0,0.0,1.0,1,1,22.0,2,-16695,260,16955,44,True,0.0,0,3,4,3,2018-19,,,,,,Matt_Doherty
3,3,3,3.0,0,43.0,1.0,0.0,0,26,1,1.0,33.0,25.3,1.0,0.0,425,0.0,0.0,40,1.0,0,0,8.4,2008.0,23.0,3.0,2018-09-01T14:00:00Z,01 Sep 15:00,0.0,0.0,90,0.0,0.0,19,0,0.0,0,0,3.0,0,4,0,39336,1.0,0.0,0.0,1,0,36.0,6,-1917,2371,4288,44,False,0.0,0,3,3,4,2018-19,,,,,,Matt_Doherty
4,4,4,4.0,1,64.0,0.0,1.0,3,31,1,2.0,52.0,40.3,0.0,0.0,425,0.0,0.0,50,2.0,0,0,11.3,2545.0,28.4,3.0,2018-09-16T12:30:00Z,16 Sep 13:30,0.0,0.0,90,0.0,1.0,4,0,0.0,0,0,6.0,0,5,0,53553,0.0,0.0,2.0,0,1,44.0,12,12590,18679,6089,44,True,0.0,0,3,2,5,2018-19,,,,,,Matt_Doherty
5,5,5,5.0,0,42.0,0.0,0.0,0,7,0,5.0,28.0,3.5,0.0,0.0,425,0.0,0.0,59,2.0,1,0,3.6,3082.0,13.6,0.0,2018-09-22T14:00:00Z,22 Sep 15:00,0.0,0.0,90,0.0,0.0,14,0,0.0,0,0,7.0,0,6,0,110337,1.0,0.0,0.0,1,1,19.0,2,50654,59052,8398,44,False,0.0,0,3,4,6,2018-19,,,,,,Matt_Doherty
6,6,6,6.0,1,45.0,1.0,0.0,3,43,1,2.0,37.0,34.3,1.0,0.0,425,0.0,0.0,70,0.0,0,0,7.8,3620.0,29.2,3.0,2018-09-29T14:00:00Z,29 Sep 15:00,0.0,0.0,90,0.0,0.0,16,0,0.0,0,0,3.0,0,7,0,194129,1.0,3.0,2.0,0,2,14.0,12,74759,81674,6915,45,True,0.0,0,3,2,7,2018-19,,,,,,Matt_Doherty
7,7,7,7.0,0,39.0,0.0,0.0,3,38,1,6.0,21.0,1.6,0.0,0.0,425,0.0,0.0,73,1.0,0,1,6.9,4159.0,48.0,0.0,2018-10-06T14:00:00Z,06 Oct 15:00,0.0,0.0,90,0.0,0.0,7,0,0.0,0,0,5.0,0,8,0,346065,0.0,1.0,0.0,1,0,19.0,15,142941,151501,8560,46,False,1.0,0,3,2,8,2018-19,,,,,,Matt_Doherty
8,8,8,8.0,0,33.0,0.0,0.0,0,11,0,1.0,24.0,6.3,0.0,0.0,425,0.0,0.0,90,0.0,2,0,1.2,4701.0,5.4,0.0,2018-10-20T14:00:00Z,20 Oct 15:00,0.0,0.0,71,0.0,1.0,18,0,0.0,0,0,6.0,0,9,0,898843,0.0,0.0,0.0,2,0,0.0,1,523233,534466,11233,48,True,0.0,0,3,3,9,2018-19,,,,,,Matt_Doherty
9,9,9,9.0,0,47.0,0.0,0.0,0,13,0,7.0,33.0,29.7,2.0,0.0,425,0.0,0.0,91,0.0,1,0,10.4,5247.0,24.0,2.0,2018-10-27T14:00:00Z,27 Oct 15:00,0.0,0.0,90,0.0,1.0,3,0,0.0,0,0,5.0,0,10,0,962881,1.0,0.0,3.0,0,1,50.0,2,74499,105476,30977,49,False,0.0,0,3,2,10,2018-19,,,,,,Matt_Doherty
10,10,10,10.0,0,53.0,0.0,0.0,0,18,0,1.0,43.0,47.3,1.0,0.0,425,0.0,0.0,110,0.0,3,0,8.3,5795.0,29.0,3.0,2018-11-03T19:45:00Z,03 Nov 19:45,0.0,0.0,90,1.0,3.0,17,0,0.0,0,0,3.0,0,11,0,949848,1.0,1.0,0.0,3,2,7.0,1,-10052,55785,65837,49,True,0.0,0,3,4,11,2018-19,,,,,,Matt_Doherty
11,11,11,11.0,0,36.0,0.0,0.0,0,12,0,10.0,18.0,32.5,0.0,0.0,425,0.0,0.0,111,1.0,1,0,5.9,6345.0,22.2,3.0,2018-11-11T16:30:00Z,11 Nov 16:30,0.0,0.0,90,0.0,0.0,1,0,0.0,0,0,4.0,0,12,0,944667,1.0,1.0,0.0,1,1,4.0,1,-8673,41520,50193,49,False,0.0,1,3,4,12,2018-19,,,,,,Matt_Doherty
12,12,12,12.0,0,34.0,0.0,0.0,0,12,0,6.0,25.0,11.7,1.0,0.0,425,0.0,0.0,130,2.0,2,0,3.7,6897.0,15.0,1.0,2018-11-25T16:00:00Z,25 Nov 16:00,0.0,0.0,90,0.0,0.0,10,0,0.0,0,0,5.0,0,13,0,1026622,0.0,0.0,0.0,2,0,10.0,1,72369,132525,60156,49,True,0.0,0,3,2,13,2018-19,,,,,,Matt_Doherty
13,13,13,13.0,0,37.0,0.0,0.0,0,16,0,5.0,22.0,1.6,0.0,0.0,425,0.0,0.0,132,2.0,2,1,8.5,7450.0,46.8,0.0,2018-11-30T20:00:00Z,30 Nov 20:00,0.0,0.0,90,0.0,0.0,5,0,0.0,0,0,3.0,0,14,0,1025378,3.0,0.0,0.0,1,2,37.0,7,-1507,30288,31795,49,False,0.0,0,3,2,14,2018-19,,,,,,Matt_Doherty
14,14,14,14.0,1,29.0,1.0,0.0,0,25,0,6.0,18.0,11.4,2.0,0.0,425,0.0,0.0,148,1.0,1,0,5.1,8006.0,31.4,1.0,2018-12-05T19:45:00Z,05 Dec 19:45,0.0,0.0,90,0.0,0.0,6,0,0.0,0,0,4.0,0,15,0,1036181,3.0,2.0,0.0,1,2,8.0,5,11223,37080,25857,49,True,0.0,0,3,4,15,2018-19,,,,,,Matt_Doherty
15,15,15,15.0,0,33.0,0.0,0.0,0,17,0,3.0,26.0,3.4,0.0,0.0,425,0.0,0.0,159,2.0,1,1,10.2,8564.0,43.0,0.0,2018-12-09T16:00:00Z,09 Dec 16:00,0.0,0.0,90,0.0,0.0,15,0,0.0,0,0,5.0,0,16,0,1168889,2.0,0.0,1.0,2,1,56.0,7,112780,121732,8952,50,False,1.0,1,3,3,16,2018-19,,,,,,Matt_Doherty
16,16,16,16.0,0,30.0,0.0,0.0,0,24,1,5.0,21.0,1.9,0.0,0.0,425,0.0,0.0,170,0.0,0,0,2.3,9123.0,15.4,0.0,2018-12-15T15:00:00Z,15 Dec 15:00,0.0,0.0,90,0.0,0.0,2,0,0.0,0,0,1.0,0,17,0,1306984,0.0,1.0,0.0,0,2,6.0,6,135710,150925,15215,51,True,0.0,0,3,2,17,2018-19,,,,,,Matt_Doherty
17,17,17,17.0,0,33.0,0.0,0.0,0,16,0,6.0,29.0,23.2,2.0,0.0,425,0.0,0.0,180,1.0,2,0,10.2,9685.0,25.2,2.0,2018-12-21T20:00:00Z,21 Dec 20:00,0.0,0.0,90,0.0,0.0,12,0,0.0,0,0,0.0,0,18,0,1368356,2.0,1.0,0.0,2,0,54.0,1,64451,95542,31091,52,True,0.0,0,3,4,18,2018-19,,,,,,Matt_Doherty
18,18,18,18.0,0,57.0,0.0,0.0,0,11,0,1.0,45.0,15.9,1.0,0.0,425,0.0,0.0,184,0.0,1,0,5.1,10250.0,13.8,1.0,2018-12-26T12:30:00Z,26 Dec 12:30,0.0,0.0,90,0.0,0.0,9,0,0.0,0,0,5.0,0,19,0,1460916,4.0,2.0,0.0,1,1,21.0,2,80155,102611,22456,52,False,0.0,0,3,2,19,2018-19,,,,,,Matt_Doherty
19,19,19,19.0,1,47.0,1.0,0.0,0,23,0,5.0,32.0,26.9,0.0,0.0,425,0.0,0.0,199,0.0,1,0,8.8,10818.0,40.8,2.0,2018-12-29T15:00:00Z,29 Dec 15:00,0.0,0.0,90,0.0,0.0,17,0,0.0,0,0,8.0,0,20,0,1383537,1.0,0.0,0.0,3,1,20.0,5,-68906,28118,97024,52,False,0.0,0,3,4,20,2018-19,,,,,,Matt_Doherty
20,20,20,20.0,0,44.0,0.0,1.0,0,14,0,10.0,32.0,13.8,1.0,0.0,425,0.0,1.0,210,1.0,2,0,4.9,11386.0,26.2,1.0,2019-01-02T19:45:00Z,02 Jan 19:45,0.0,0.0,90,0.0,0.0,7,0,0.0,0,0,8.0,0,21,0,1482043,1.0,2.0,1.0,2,0,9.0,1,77558,107415,29857,52,True,0.0,0,3,2,21,2018-19,,,,,,Matt_Doherty
21,21,21,21.0,0,22.0,0.0,0.0,0,14,0,7.0,12.0,0.3,0.0,0.0,425,0.0,0.0,218,0.0,3,0,2.7,11956.0,24.8,0.0,2019-01-14T20:00:00Z,14 Jan 20:00,0.0,0.0,90,0.0,0.0,13,0,0.0,0,0,4.0,0,22,0,1409290,0.0,2.0,0.0,0,3,2.0,1,-69916,36877,106793,52,False,0.0,0,3,5,22,2018-19,,,,,,Matt_Doherty
22,22,22,22.0,0,8.0,0.0,0.0,0,2,0,1.0,3.0,4.2,0.0,0.0,425,0.0,0.0,230,0.0,1,0,1.4,12530.0,3.2,0.0,2019-01-19T12:30:00Z,19 Jan 12:30,0.0,0.0,17,0.0,1.0,11,0,0.0,0,0,2.0,0,23,0,1414387,1.0,0.0,1.0,3,4,7.0,1,-1136,70658,71794,52,True,0.0,0,3,3,23,2018-19,,,,,,Matt_Doherty
23,23,23,23.0,0,49.0,1.0,0.0,0,30,1,2.0,42.0,22.8,2.0,0.0,425,0.0,0.0,236,1.0,0,0,6.9,13109.0,21.4,1.0,2019-01-29T19:45:00Z,29 Jan 19:45,0.0,0.0,90,0.0,3.0,19,0,0.0,0,0,1.0,0,24,0,1413263,3.0,1.0,0.0,0,3,25.0,6,-5295,48334,53629,52,True,0.0,0,3,3,24,2018-19,,,,,,Matt_Doherty
24,24,24,24.0,1,29.0,0.0,0.0,0,14,0,3.0,20.0,2.0,1.0,0.0,425,0.0,0.0,246,2.0,1,0,1.6,13739.0,12.2,0.0,2019-02-02T15:00:00Z,02 Feb 15:00,0.0,0.0,90,0.0,0.0,8,0,0.0,0,0,10.0,0,25,0,1467778,4.0,0.0,0.0,3,1,2.0,5,65026,86831,21805,53,False,0.0,0,3,3,25,2018-19,,,,,,Matt_Doherty
25,25,25,25.0,0,41.0,0.0,1.0,0,7,0,3.0,36.0,23.3,0.0,0.0,425,0.0,1.0,260,0.0,1,0,5.7,14346.0,5.0,2.0,2019-02-11T20:00:00Z,11 Feb 20:00,0.0,0.0,80,0.0,0.0,15,0,0.0,0,0,2.0,0,26,0,1567313,1.0,0.0,1.0,1,1,29.0,2,80380,95332,14952,53,True,0.0,0,3,2,26,2018-19,,,,,,Matt_Doherty
26,26,26,26.0,1,38.0,0.0,0.0,0,18,0,3.0,30.0,3.2,1.0,0.0,425,0.0,0.0,262,1.0,1,0,2.1,14854.0,5.0,0.0,2019-02-23T15:00:00Z,23 Feb 15:00,0.0,0.0,90,0.0,0.0,2,0,0.0,0,0,6.0,0,27,0,1552419,1.0,0.0,1.0,1,1,13.0,5,-4485,53415,57900,54,False,0.0,0,3,3,27,2018-19,,,,,,Matt_Doherty
