Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,0,0,0,0.0,571,46,0,0,0.0,0.0,2020-10-18T11:00:00Z,0,15,0,0,0,0,5,0,232,1,1,0.0,0,91,153,62,45,False,0,2,2,5,2020-21,,,,,,Joachim_Andersen
1,1,1,1.0,0,0,0,0,0.0,571,53,0,0,0.0,0.0,2020-10-24T14:00:00Z,0,6,0,0,0,0,6,0,181,2,1,0.0,0,-47,20,67,45,True,0,2,2,6,2020-21,,,,,,Joachim_Andersen
2,2,2,2.0,0,0,22,1,0.6,571,61,0,0,1.6,14.6,2020-11-02T17:30:00Z,90,18,0,0,0,0,7,0,183,0,2,1.0,6,-8,36,44,45,True,0,2,2,7,2020-21,,,,,,Joachim_Andersen
3,3,3,3.0,0,0,12,0,0.6,571,78,1,0,1.2,7.8,2020-11-07T20:00:00Z,90,19,0,0,0,0,8,0,434,0,1,4.0,2,141,170,29,45,False,0,2,4,8,2020-21,,,,,,Joachim_Andersen
4,4,4,4.0,0,0,12,0,2.6,571,81,3,0,2.3,20.6,2020-11-22T12:00:00Z,90,7,0,0,0,0,9,0,728,3,2,0.0,1,102,160,58,45,True,0,2,4,9,2020-21,,,,,,Joachim_Andersen
5,5,5,5.0,0,0,15,0,0.1,571,94,1,0,2.1,21.0,2020-11-30T17:30:00Z,90,9,0,0,0,0,10,0,883,2,1,0.0,2,39,114,75,45,False,0,2,4,10,2020-21,,,,,,Joachim_Andersen
6,6,6,6.0,0,0,13,0,0.3,571,104,2,0,1.0,9.2,2020-12-05T15:00:00Z,90,12,0,0,0,0,11,0,1112,0,2,0.0,1,101,193,92,45,False,0,2,5,11,2020-21,,,,,,Joachim_Andersen
7,7,7,7.0,0,0,5,0,0.1,571,112,1,0,1.0,10.0,2020-12-13T16:30:00Z,90,11,0,0,0,0,12,0,1226,1,1,0.0,1,13,134,121,45,True,1,2,4,12,2020-21,,,,,,Joachim_Andersen
8,8,8,8.0,0,2,29,1,0.4,571,121,0,0,2.7,26.4,2020-12-16T20:00:00Z,90,3,0,0,0,0,13,0,1692,0,0,0.0,8,336,439,103,45,True,0,2,3,13,2020-21,,,,,,Joachim_Andersen
9,9,9,9.0,0,0,2,0,10.7,571,135,1,0,1.6,3.0,2020-12-19T20:00:00Z,61,14,0,0,0,1,14,0,2477,1,1,2.0,-1,681,861,180,45,False,0,2,2,14,2020-21,,,,,,Joachim_Andersen
10,10,10,10.0,0,0,24,1,0.8,571,141,0,0,2.3,20.0,2020-12-26T15:00:00Z,90,16,0,0,0,0,15,0,1979,0,0,2.0,6,-506,222,728,45,True,0,2,2,15,2020-21,,,,,,Joachim_Andersen
11,11,11,11.0,0,0,7,0,1.2,571,157,1,0,1.9,13.6,2021-01-13T20:15:00Z,90,17,0,0,0,0,18,0,2970,1,1,4.0,1,17,406,389,45,False,1,2,4,18,2020-21,,,,,,Joachim_Andersen
12,12,12,12.0,0,0,17,0,0.1,571,181,1,0,3.2,31.6,2021-01-16T17:30:00Z,90,5,0,0,0,0,19,0,3011,1,0,0.0,2,134,350,216,45,True,0,2,4,19,2020-21,,,,,,Joachim_Andersen
13,13,13,13.0,0,0,17,0,0.5,571,171,2,0,2.8,27.4,2021-01-20T20:15:00Z,90,13,0,0,0,0,19,0,3011,2,1,0.0,1,134,350,216,45,True,0,2,4,19,2020-21,,,,,,Joachim_Andersen
14,14,14,14.0,0,0,26,1,0.5,571,189,0,0,1.9,18.2,2021-01-27T19:30:00Z,90,3,0,0,0,0,20,0,3250,0,0,0.0,6,177,510,333,45,False,0,2,3,20,2020-21,,,,,,Joachim_Andersen
15,15,15,15.0,0,0,15,0,1.7,571,207,2,0,1.8,15.8,2021-01-30T15:00:00Z,90,18,0,0,0,0,21,0,3946,2,2,0.0,1,567,831,264,45,False,0,2,2,21,2020-21,,,,,,Joachim_Andersen
16,16,16,16.0,0,0,12,0,1.9,571,211,2,0,2.1,19.2,2021-02-03T18:00:00Z,90,9,0,0,0,0,22,0,3667,2,0,0.0,1,-306,203,509,45,True,0,2,4,22,2020-21,,,,,,Joachim_Andersen
17,17,17,17.0,0,1,26,1,10.3,571,221,0,0,3.8,21.8,2021-02-06T17:30:00Z,90,19,0,0,0,0,23,0,3652,0,0,6.0,6,-106,223,329,45,True,1,2,4,23,2020-21,,,,,,Joachim_Andersen
18,18,18,18.0,0,0,27,1,11.3,571,233,0,0,2.9,15.8,2021-02-14T19:00:00Z,90,7,0,0,0,0,24,0,7215,2,0,2.0,6,2073,2665,592,45,False,0,2,3,24,2020-21,,,,,,Joachim_Andersen
19,19,19,19.0,1,2,19,0,10.9,571,160,1,0,4.5,32.4,2021-02-17T18:00:00Z,90,4,0,0,0,0,24,0,7215,1,1,2.0,7,2073,2665,592,45,False,0,2,2,24,2020-21,,,,,,Joachim_Andersen
20,20,20,20.0,0,1,27,1,11.3,571,243,0,0,3.5,19.6,2021-02-20T20:00:00Z,90,15,0,0,0,0,25,0,9239,0,1,4.0,7,2925,3812,887,45,True,0,2,2,25,2020-21,,,,,,Joachim_Andersen
21,21,21,21.0,0,0,25,1,1.8,571,250,0,0,7.3,18.4,2021-02-28T12:00:00Z,90,6,0,0,0,0,26,0,12135,0,0,53.0,6,2343,5040,2697,45,False,0,2,3,26,2020-21,,,,,,Joachim_Andersen
22,22,22,22.0,0,0,16,0,15.4,571,321,1,0,5.9,26.2,2021-03-04T18:00:00Z,90,17,0,0,0,0,26,0,12135,1,0,17.0,2,2343,5040,2697,45,True,0,2,3,26,2020-21,,,,,,Joachim_Andersen
23,23,23,23.0,0,1,29,1,10.2,571,263,0,0,3.4,23.8,2021-03-07T14:00:00Z,90,11,0,0,0,0,27,0,17319,1,0,0.0,7,4477,6123,1646,45,False,0,2,3,27,2020-21,,,,,,Joachim_Andersen
24,24,24,24.0,0,0,6,0,1.1,571,272,3,0,0.2,0.6,2021-03-13T20:00:00Z,90,12,0,0,0,0,28,0,24537,3,0,0.0,1,6279,7884,1605,45,True,0,2,4,28,2020-21,,,,,,Joachim_Andersen
25,25,25,25.0,0,0,18,0,10.6,571,282,2,1,7.7,47.0,2021-03-19T20:00:00Z,90,10,0,0,0,0,29,0,64581,2,1,19.0,7,18007,19952,1945,45,True,0,2,3,29,2020-21,,,,,,Joachim_Andersen
26,26,26,26.0,0,0,8,0,0.3,571,290,3,0,2.0,12.8,2021-04-04T15:30:00Z,90,2,0,0,0,0,30,0,43136,1,3,7.0,0,-24,5467,5491,45,False,1,2,3,30,2020-21,,,,,,Joachim_Andersen
27,27,27,27.0,0,0,15,0,0.3,571,302,1,0,2.1,18.8,2021-04-09T19:00:00Z,90,20,0,0,0,0,31,0,44587,1,0,2.0,2,1191,5484,4293,45,True,0,2,2,31,2020-21,,,,,,Joachim_Andersen
28,28,28,28.0,0,0,11,0,0.3,571,309,1,0,1.7,14.6,2021-04-18T12:30:00Z,90,1,0,0,0,0,32,0,41826,1,1,2.0,1,-2838,2145,4983,45,False,1,2,4,32,2020-21,,,,,,Joachim_Andersen
29,29,29,29.0,0,0,16,0,0.7,571,331,2,0,1.7,13.2,2021-05-01T16:30:00Z,90,5,0,0,0,0,34,0,35231,0,2,3.0,1,-1074,852,1926,45,False,0,2,4,34,2020-21,,,,,,Joachim_Andersen
30,30,30,30.0,0,0,12,0,1.4,571,341,2,0,2.3,21.2,2021-05-10T19:00:00Z,90,4,0,0,0,0,35,0,32478,2,0,0.0,1,-2644,847,3491,45,True,0,2,2,35,2020-21,,,,,,Joachim_Andersen
31,31,31,31.0,0,0,10,0,0.9,571,357,3,0,4.2,20.4,2021-05-15T14:00:00Z,90,16,0,0,0,0,36,0,32870,1,3,21.0,0,191,1639,1448,45,False,1,2,2,36,2020-21,,,,,,Joachim_Andersen
32,32,32,32.0,0,0,8,0,0.4,571,364,0,0,1.8,17.8,2021-05-18T17:00:00Z,58,13,0,0,0,0,37,0,31387,1,1,0.0,1,-1576,559,2135,45,False,0,2,4,37,2020-21,,,,,,Joachim_Andersen
33,33,33,33.0,0,0,0,0,0.0,571,371,0,0,0.0,0.0,2021-05-23T15:00:00Z,0,14,0,0,0,0,38,0,30592,2,0,0.0,0,-837,1215,2052,45,True,0,2,2,38,2020-21,,,,,,Joachim_Andersen
0,0,0,0.0,0,0,9,0,0.3,488,3,1,0,1.0,7.4,2021-08-14T14:00:00Z,33,6,0,0,0,0,1,0,33665,0,3,2.0,1,0,0,0,45,False,0,2,4,1,2021-22,,,,,,Joachim_Andersen
1,1,1,1.0,0,0,18,1,1.0,488,13,0,0,1.4,9.2,2021-08-21T14:00:00Z,90,3,0,0,0,0,2,0,35072,0,0,4.0,5,-1805,1600,3405,45,True,1,2,2,2,2021-22,,,,,,Joachim_Andersen
2,2,2,2.0,0,0,16,0,24.7,488,28,2,0,5.7,25.8,2021-08-28T14:00:00Z,90,19,0,0,0,0,3,0,34896,2,2,6.0,1,-1441,1510,2951,45,False,0,2,3,3,2021-22,,,,,,Joachim_Andersen
3,3,3,3.0,0,1,33,1,0.8,488,34,0,0,1.7,16.2,2021-09-11T11:30:00Z,90,17,0,0,0,0,4,0,32566,0,3,0.0,7,-3301,1687,4988,45,True,0,2,3,4,2021-22,,,,,,Joachim_Andersen
4,4,4,4.0,0,0,13,0,0.4,488,44,3,0,1.8,18.0,2021-09-18T14:00:00Z,90,11,0,0,0,0,5,0,38851,0,3,0.0,1,3947,7267,3320,45,False,0,2,5,5,2021-22,,,,,,Joachim_Andersen
5,5,5,5.0,0,0,17,0,11.7,488,54,1,0,3.4,20.2,2021-09-27T19:00:00Z,90,4,0,0,0,0,6,0,40995,1,1,2.0,2,1516,4178,2662,45,True,0,2,2,6,2021-22,,,,,,Joachim_Andersen
6,6,6,6.0,0,0,5,0,10.6,488,64,2,0,1.7,6.8,2021-10-03T13:00:00Z,90,9,0,0,0,0,7,0,40976,2,2,0.0,0,-229,1992,2221,45,True,1,2,2,7,2021-22,,,,,,Joachim_Andersen
7,7,7,7.0,0,0,15,0,1.3,488,71,2,0,1.6,12.6,2021-10-18T19:00:00Z,90,1,0,0,0,0,8,0,39391,2,2,2.0,1,-1759,810,2569,45,False,0,2,4,8,2021-22,,,,,,Joachim_Andersen
8,8,8,8.0,0,0,10,0,1.5,488,85,1,0,2.1,19.2,2021-10-23T14:00:00Z,90,14,0,0,0,0,9,0,39835,1,1,0.0,1,17,1735,1718,45,True,1,2,2,9,2021-22,,,,,,Joachim_Andersen
9,9,9,9.0,0,0,23,1,0.0,488,95,0,0,1.5,14.6,2021-10-30T14:00:00Z,90,12,0,0,0,0,10,0,37174,2,0,0.0,6,-2772,542,3314,45,False,0,2,5,10,2021-22,,,,,,Joachim_Andersen
10,10,10,10.0,0,0,24,1,0.7,488,105,0,0,1.3,12.6,2021-11-06T15:00:00Z,90,20,0,0,0,0,11,0,38109,0,2,0.0,6,362,1358,996,45,True,0,2,3,11,2021-22,,,,,,Joachim_Andersen
11,11,11,11.0,2,2,30,0,13.5,488,112,3,0,9.0,39.6,2021-11-20T15:00:00Z,90,5,0,0,0,0,12,0,38081,3,3,37.0,9,-275,1669,1944,45,False,0,2,2,12,2021-22,,,,,,Joachim_Andersen
12,12,12,12.0,0,0,0,0,0.0,488,126,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,2,0,0,0,0,13,0,62815,2,1,0.0,0,21491,23494,2003,45,True,0,2,2,13,2021-22,,,,,,Joachim_Andersen
13,13,13,13.0,0,0,0,0,0.0,488,133,0,0,0.0,0.0,2021-11-30T20:15:00Z,0,10,0,0,0,0,14,0,48072,0,1,0.0,0,-13351,570,13921,45,False,0,2,2,14,2021-22,,,,,,Joachim_Andersen
14,14,14,14.0,0,0,0,0,0.0,488,144,0,0,0.0,0.0,2021-12-05T14:00:00Z,0,13,0,0,0,0,15,0,38941,0,1,0.0,0,-9271,35,9306,45,False,0,2,4,15,2021-22,,,,,,Joachim_Andersen
15,15,15,15.0,0,0,0,0,0.0,488,156,0,0,0.0,0.0,2021-12-12T16:30:00Z,0,8,0,0,0,0,16,0,35483,1,3,0.0,0,-3404,56,3460,45,True,0,2,2,16,2021-22,,,,,,Joachim_Andersen
16,16,16,16.0,0,0,3,0,0.2,488,165,0,0,0.1,0.6,2021-12-15T19:30:00Z,9,16,0,0,0,0,17,0,33875,2,2,0.0,1,-1845,162,2007,45,True,0,2,2,17,2021-22,,,,,,Joachim_Andersen
17,17,17,17.0,0,0,13,0,0.6,488,188,3,0,2.4,23.6,2021-12-26T15:00:00Z,90,17,0,0,0,0,19,0,32777,0,3,0.0,1,-430,389,819,45,False,0,2,4,19,2021-22,,,,,,Joachim_Andersen
18,18,18,18.0,0,0,22,1,0.2,488,194,0,0,3.3,13.0,2021-12-28T15:00:00Z,82,15,0,0,0,0,20,0,37192,0,3,20.0,6,2414,2992,578,45,True,0,2,2,20,2021-22,,,,,,Joachim_Andersen
19,19,19,19.0,0,0,15,0,1.2,488,204,3,0,1.5,13.4,2022-01-01T17:30:00Z,90,19,0,0,0,0,21,0,33487,3,2,0.0,1,-1769,507,2276,45,True,0,2,3,21,2021-22,,,,,,Joachim_Andersen
20,20,20,20.0,0,0,3,0,0.3,488,212,1,0,0.5,4.8,2022-01-14T20:00:00Z,90,4,1,0,0,0,22,0,33374,1,1,0.0,0,-314,1411,1725,45,False,0,2,2,22,2021-22,,,,,,Joachim_Andersen
