Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR
0,0,0,16,1,24.0,376,0.08,0.08,0.0,2.27,10,0,0,5.9,35.4,2023-08-14T19:00:00Z,90,20,0,0,0,0,1,0,372331,1,0,1,0.0,3,0,0,0,55,True,0,4,2
1,0,0,7,0,5.3,376,0.02,0.42,0.4,1.8,18,2,0,6.1,17.2,2023-08-19T16:30:00Z,90,18,0,0,0,0,2,0,419849,1,0,2,38.0,2,-24728,22609,47337,55,False,0,3,3
2,0,0,24,0,8.8,376,0.06,1.15,1.09,1.24,28,2,1,11.9,60.0,2023-08-26T14:00:00Z,90,16,0,0,0,0,3,0,385502,1,2,3,50.0,7,-51845,12017,63862,55,True,0,4,2
3,0,0,13,0,2.3,376,0.02,0.02,0.0,2.27,31,3,0,1.8,14.0,2023-09-03T15:30:00Z,90,1,0,0,0,0,4,0,387521,1,1,3,2.0,2,-14957,16404,31361,54,False,0,3,4
4,0,0,12,0,11.8,376,0.01,0.01,0.0,0.9,45,2,0,1.8,6.6,2023-09-16T14:00:00Z,63,5,0,0,0,0,5,0,376431,1,3,1,0.0,2,-22876,12888,35764,54,True,0,4,3
5,0,0,14,1,21.9,376,0.03,0.05,0.02,1.12,54,0,0,4.4,17.0,2023-09-23T19:00:00Z,90,6,0,0,0,0,6,0,369536,1,1,0,5.0,3,-12235,13089,25324,54,False,0,3,2
6,0,0,2,0,16.3,376,0.06,0.38,0.32,0.81,65,1,0,4.8,7.6,2023-09-30T14:00:00Z,90,8,0,0,0,0,7,0,398773,1,1,0,24.0,1,20988,42366,21378,54,True,1,4,2
7,0,0,6,0,22.2,376,0.13,0.21,0.08,0.53,78,1,0,3.6,9.4,2023-10-07T14:00:00Z,45,4,0,0,0,0,8,0,385467,1,1,2,4.0,1,-15039,16011,31050,54,True,0,4,3
8,0,0,0,0,0.0,376,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2023-10-21T19:00:00Z,0,17,0,0,0,0,9,0,337107,0,2,1,0.0,0,-50245,5003,55248,54,False,0,3,2
9,0,0,0,0,0.0,376,0.0,0.0,0.0,0.0,98,0,0,0.0,0.0,2023-10-29T15:30:00Z,0,13,0,0,0,0,10,0,297432,0,3,0,0.0,0,-40559,438,40997,54,True,0,4,5
10,0,0,0,0,0.0,376,0.0,0.0,0.0,0.0,104,0,0,0.0,0.0,2023-11-04T12:30:00Z,0,10,0,0,0,0,11,0,267475,0,1,0,0.0,0,-30655,469,31124,54,False,0,3,2
11,0,0,0,0,0.0,376,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,12,0,0,0,0,12,0,245180,0,0,1,0.0,0,-22545,92,22637,54,True,0,4,2
12,0,0,0,0,0.0,376,0.0,0.0,0.0,0.0,123,0,0,0.0,0.0,2023-11-26T16:30:00Z,0,9,0,0,0,0,13,0,230086,0,3,0,0.0,0,-15538,89,15627,54,False,0,3,2
13,0,0,0,0,0.0,376,0.0,0.0,0.0,0.0,138,0,0,0.0,0.0,2023-12-02T20:00:00Z,0,15,0,0,0,0,14,0,224186,0,0,1,0.0,0,-6402,62,6464,54,False,0,3,4
14,0,0,0,0,0.0,376,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,7,0,0,0,0,15,0,221050,0,1,2,0.0,0,-3341,43,3384,54,True,0,4,3
15,0,0,0,0,0.0,376,0.0,0.0,0.0,0.0,157,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,3,0,0,0,0,16,0,217717,0,3,0,0.0,0,-3348,43,3391,54,True,0,4,2
16,0,0,0,0,0.0,376,0.0,0.0,0.0,0.0,166,0,0,0.0,0.0,2023-12-17T16:30:00Z,0,11,0,0,0,0,17,0,214172,0,0,0,0.0,0,-3541,54,3595,54,False,0,3,5
17,0,0,0,0,0.0,376,0.0,0.0,0.0,0.0,179,0,0,0.0,0.0,2023-12-23T12:30:00Z,0,19,0,0,0,0,18,0,212036,0,0,2,0.0,0,-2278,43,2321,54,False,0,3,3
18,0,0,0,0,0.0,376,0.0,0.0,0.0,0.0,188,0,0,0.0,0.0,2023-12-26T20:00:00Z,0,2,0,0,0,0,19,0,210775,0,2,3,0.0,0,-1349,28,1377,53,True,0,4,3
19,0,0,0,0,0.0,376,0.0,0.0,0.0,0.0,197,0,0,0.0,0.0,2023-12-30T17:30:00Z,0,16,0,0,0,0,20,0,208977,0,1,2,0.0,0,-1797,41,1838,53,False,0,3,2
20,0,0,0,0,0.0,376,0.0,0.0,0.0,0.0,208,0,0,0.0,0.0,2024-01-14T16:30:00Z,0,18,0,0,0,0,21,0,206561,0,2,2,0.0,0,-2521,275,2796,53,True,0,4,3
21,0,0,2,0,2.1,376,0.01,0.43,0.42,1.29,218,1,0,5.3,12.2,2024-02-01T20:15:00Z,72,20,0,0,0,0,22,0,207484,1,4,3,39.0,1,244,1307,1063,53,False,1,3,2
22,1,0,26,1,15.8,376,0.1,0.1,0.0,1.69,228,0,0,6.0,44.4,2024-02-04T14:00:00Z,90,19,0,0,0,0,23,0,208214,1,0,3,0.0,6,499,1000,501,53,True,0,4,2
0,0,0,6,0,0.0,593,0.0,0.0,0.0,0.31,39,0,0,0.9,9.4,2022-08-27T11:30:00Z,10,17,0,0,0,0,4,0,89575,0,1,0,0.0,1,71021,76797,5776,50,False,0,3,2
1,0,0,9,0,1.3,593,0.01,0.01,0.0,0.4,46,0,0,1.3,11.4,2022-09-01T19:00:00Z,31,10,0,0,0,0,5,0,148304,0,1,0,0.0,1,42539,62617,20078,50,False,0,3,3
2,0,0,3,0,0.0,593,0.0,0.0,0.0,0.19,56,0,0,1.1,11.0,2022-09-04T15:30:00Z,10,1,0,0,0,0,6,0,188067,0,1,3,0.0,1,23523,55662,32139,50,True,0,4,4
3,0,0,1,0,0.6,593,0.0,0.02,0.02,0.76,88,2,0,1.6,8.4,2022-10-02T13:00:00Z,31,13,0,0,0,0,9,0,158668,0,3,6,7.0,1,-9116,8462,17578,50,False,0,3,5
4,1,0,21,0,27.7,593,0.38,0.69,0.31,0.65,96,1,0,6.6,33.4,2022-10-09T18:00:00Z,90,8,0,0,0,0,10,0,147277,1,2,1,5.0,5,-13285,6955,20240,49,False,0,3,2
5,0,0,8,1,18.8,593,0.44,0.45,0.01,0.91,107,0,0,4.9,22.4,2022-10-16T13:00:00Z,90,15,0,0,0,0,11,0,153850,1,0,0,8.0,2,3740,12635,8895,49,True,1,4,3
6,0,0,15,1,23.9,593,0.04,0.12,0.08,0.58,119,0,0,4.2,13.2,2022-10-19T19:15:00Z,86,18,0,0,0,0,12,0,154139,1,0,2,5.0,2,53,6440,6387,49,True,1,4,3
7,0,3,31,0,1.7,593,0.01,0.06,0.05,1.06,122,1,1,7.2,53.4,2022-10-22T16:30:00Z,90,6,0,0,0,0,13,0,160175,1,1,1,17.0,10,3642,10239,6597,49,False,0,3,4
