Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,0,0,0,0.0,555,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,16,0,0,0,0,2,0,67465,1,1,0.0,0,33592,37772,4180,55,False,0,3,3,2,2021-22,,,,,,Raphaël_Varane
1,1,1,1.0,1,3,35,1,10.5,555,30,0,0,4.7,36.0,2021-08-29T15:30:00Z,90,20,0,0,0,0,3,0,99101,1,0,0.0,12,12026,26767,14741,55,False,0,3,3,3,2021-22,,,,,,Raphaël_Varane
2,2,2,2.0,0,0,12,0,2.2,555,38,1,0,2.6,15.4,2021-09-11T14:00:00Z,90,14,0,0,0,0,4,0,336949,1,4,8.0,2,156286,205906,49620,55,True,0,4,2,4,2021-22,,,,,,Raphaël_Varane
3,3,3,3.0,0,0,17,0,2.6,555,49,1,0,3.1,28.4,2021-09-19T13:00:00Z,90,19,0,0,0,0,5,0,327373,2,1,0.0,2,-12880,31048,43928,55,False,0,3,3,5,2021-22,,,,,,Raphaël_Varane
4,4,4,4.0,0,0,15,0,10.5,555,58,1,0,3.1,14.8,2021-09-25T11:30:00Z,90,2,0,0,0,0,6,0,336832,1,0,6.0,2,-6017,28881,34898,55,True,0,4,2,6,2021-22,,,,,,Raphaël_Varane
5,5,5,5.0,0,0,12,0,1.3,555,67,1,0,2.0,14.6,2021-10-02T11:30:00Z,90,8,0,0,0,0,7,0,371855,1,1,4.0,2,22482,50421,27939,55,True,0,4,2,7,2021-22,,,,,,Raphaël_Varane
6,6,6,6.0,0,0,0,0,0.0,555,75,0,0,0.0,0.0,2021-10-16T14:00:00Z,0,9,0,0,0,0,8,0,280521,2,4,0.0,0,-90338,9237,99575,55,False,0,3,3,8,2021-22,,,,,,Raphaël_Varane
7,7,7,7.0,0,0,0,0,0.0,555,88,0,0,0.0,0.0,2021-10-24T15:30:00Z,0,11,0,0,0,0,9,0,226770,5,0,0.0,0,-56454,377,56831,55,True,0,4,4,9,2021-22,,,,,,Raphaël_Varane
8,8,8,8.0,0,0,24,1,0.3,555,98,0,0,1.6,15.6,2021-10-30T16:30:00Z,90,17,0,0,0,0,10,0,201113,3,0,0.0,6,-28140,1980,30120,55,False,0,3,4,10,2021-22,,,,,,Raphaël_Varane
9,9,9,9.0,0,0,0,0,0.0,555,108,0,0,0.0,0.0,2021-11-06T12:30:00Z,0,12,0,0,0,0,11,0,199858,2,0,0.0,0,-5162,11312,16474,55,True,0,4,5,11,2021-22,,,,,,Raphaël_Varane
10,10,10,10.0,0,0,0,0,0.0,555,119,0,0,0.0,0.0,2021-11-20T15:00:00Z,0,18,0,0,0,0,12,0,179675,1,4,0.0,0,-20233,322,20555,55,False,0,3,2,12,2021-22,,,,,,Raphaël_Varane
11,11,11,11.0,0,0,0,0,0.0,555,125,0,0,0.0,0.0,2021-11-28T16:30:00Z,0,6,0,0,0,0,13,0,171066,1,1,0.0,0,-9267,260,9527,55,False,0,3,4,13,2021-22,,,,,,Raphaël_Varane
12,12,12,12.0,0,0,0,0,0.0,555,134,0,0,0.0,0.0,2021-12-02T20:15:00Z,0,1,0,0,0,0,14,0,167550,2,3,0.0,0,-3900,230,4130,55,True,0,4,4,14,2021-22,,,,,,Raphaël_Varane
13,13,13,13.0,0,0,0,0,0.0,555,144,0,0,0.0,0.0,2021-12-05T14:00:00Z,0,7,0,0,0,0,15,0,162765,0,1,0.0,0,-4912,290,5202,55,True,0,4,2,15,2021-22,,,,,,Raphaël_Varane
14,14,14,14.0,0,0,0,0,0.0,555,160,0,0,0.0,0.0,2021-12-11T17:30:00Z,0,15,0,0,0,0,16,0,158236,1,0,0.0,0,-4669,429,5098,55,False,0,3,2,16,2021-22,,,,,,Raphaël_Varane
15,15,15,15.0,0,2,22,0,1.4,555,186,1,0,4.2,22.8,2021-12-27T20:00:00Z,90,14,0,0,0,0,19,0,163067,1,1,18.0,4,3718,5713,1995,55,False,0,3,3,19,2021-22,,,,,,Raphaël_Varane
16,16,16,16.0,0,0,3,0,0.0,555,198,0,0,0.3,2.8,2021-12-30T20:15:00Z,24,5,0,0,0,0,20,0,174201,1,3,0.0,1,8966,10291,1325,55,True,0,4,2,20,2021-22,,,,,,Raphaël_Varane
17,17,17,17.0,0,0,15,0,0.1,555,208,1,0,1.9,18.6,2022-01-03T17:30:00Z,90,20,0,0,0,0,21,0,186020,1,0,0.0,2,11497,17032,5535,55,True,0,4,3,21,2021-22,,,,,,Raphaël_Varane
18,18,18,18.0,0,0,17,0,0.6,555,211,2,0,1.5,14.2,2022-01-15T17:30:00Z,90,2,0,0,0,0,22,0,351743,2,2,0.0,1,72439,87258,14819,55,False,0,3,2,22,2021-22,,,,,,Raphaël_Varane
19,19,19,19.0,0,0,16,0,1.2,555,162,1,0,4.7,25.4,2022-01-19T20:00:00Z,90,3,0,0,0,0,22,0,351743,3,1,20.0,2,72439,87258,14819,55,False,0,3,2,22,2021-22,,,,,,Raphaël_Varane
20,20,20,20.0,0,2,25,1,0.7,555,228,0,0,1.8,12.8,2022-01-22T15:00:00Z,90,19,0,0,0,0,23,0,251404,0,1,4.0,8,-4909,9745,14654,55,True,0,4,3,23,2021-22,,,,,,Raphaël_Varane
