Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,53.0,1.0,0.0,2,31,1,8.0,47.0,10.8,0.0,0.0,70,0.0,0.0,8,0.0,0,0,5.1,70.0,34.4,1.0,2018-08-12T12:30:00Z,12 Aug 13:30,0.0,0.0,90,0.0,0.0,16,0,0.0,0,0,7.0,0,1,0,226034,0.0,0.0,1.0,0,0,6.0,8,0,0,0,50,False,0.0,0,2,2,1,2018-19,,,,,,Ben_Mee
1,1,1,1.0,0,65.0,0.0,0.0,0,13,0,8.0,50.0,1.3,0.0,0.0,70,0.0,0.0,12,1.0,3,0,2.9,595.0,23.4,0.0,2018-08-19T12:30:00Z,19 Aug 13:30,0.0,0.0,90,0.0,0.0,18,0,0.0,0,0,5.0,0,2,0,279703,0.0,1.0,1.0,3,1,4.0,1,25139,35864,10725,50,True,0.0,0,3,3,2,2018-19,,,,,,Ben_Mee
2,2,2,2.0,1,24.0,1.0,0.0,0,20,0,5.0,21.0,10.4,1.0,0.0,70,0.0,0.0,23,2.0,4,0,5.9,1122.0,36.8,1.0,2018-08-26T15:00:00Z,26 Aug 16:00,0.0,0.0,90,0.0,0.0,9,0,0.0,0,0,7.0,0,3,0,253513,0.0,0.0,2.0,2,4,12.0,3,-27281,7912,35193,50,False,0.0,0,2,2,3,2018-19,,,,,,Ben_Mee
3,3,3,3.0,0,35.0,0.0,0.0,0,16,0,11.0,31.0,0.2,0.0,0.0,70,0.0,0.0,32,0.0,2,0,3.1,1653.0,28.6,0.0,2018-09-02T15:00:00Z,02 Sep 16:00,0.0,0.0,90,0.0,0.0,14,0,0.0,0,0,5.0,0,4,0,226198,0.0,0.0,0.0,2,0,2.0,1,-28997,2420,31417,50,True,0.0,0,3,4,4,2018-19,,,,,,Ben_Mee
4,4,4,4.0,0,61.0,0.0,0.0,0,14,0,6.0,49.0,0.8,0.0,0.0,70,0.0,0.0,50,1.0,1,0,2.8,2190.0,23.4,0.0,2018-09-16T12:30:00Z,16 Sep 13:30,0.0,0.0,90,0.0,0.0,20,0,0.0,0,0,7.0,0,5,0,197286,0.0,0.0,0.0,0,1,4.0,2,-30135,1671,31806,50,False,0.0,0,2,3,5,2018-19,,,,,,Ben_Mee
5,5,5,5.0,0,33.0,0.0,0.0,0,26,1,11.0,20.0,0.5,0.0,0.0,70,0.0,0.0,53,0.0,0,0,2.6,2727.0,25.8,0.0,2018-09-22T14:00:00Z,22 Sep 15:00,0.0,0.0,90,0.0,0.0,2,0,0.0,0,0,4.0,0,6,0,180726,0.0,1.0,0.0,0,4,0.0,6,-17589,1836,19425,49,True,0.0,0,3,2,6,2018-19,,,,,,Ben_Mee
6,6,6,6.0,0,24.0,0.0,0.0,0,10,0,13.0,13.0,0.3,0.0,0.0,70,0.0,0.0,63,2.0,1,0,2.5,3265.0,24.2,0.0,2018-09-30T15:00:00Z,30 Sep 16:00,0.0,0.0,90,0.0,0.0,5,0,0.0,0,0,4.0,0,7,0,184042,1.0,0.0,0.0,2,1,0.0,2,1074,7472,6398,49,False,0.0,0,2,2,7,2018-19,,,,,,Ben_Mee
7,7,7,7.0,0,23.0,0.0,0.0,0,7,0,10.0,15.0,0.7,0.0,0.0,70,0.0,1.0,72,1.0,1,0,3.0,3804.0,29.4,0.0,2018-10-06T14:00:00Z,06 Oct 15:00,0.0,0.0,90,0.0,0.0,10,0,0.0,0,0,4.0,0,8,0,188747,0.0,0.0,0.0,1,1,0.0,1,1610,9765,8155,49,True,0.0,1,3,2,8,2018-19,,,,,,Ben_Mee
8,8,8,8.0,0,28.0,0.0,0.0,0,8,0,4.0,21.0,0.3,0.0,0.0,70,0.0,0.0,87,0.0,5,0,1.1,4346.0,11.0,0.0,2018-10-20T14:00:00Z,20 Oct 15:00,0.0,0.0,90,0.0,0.0,13,0,0.0,0,0,3.0,0,9,0,163888,1.0,0.0,0.0,0,5,0.0,0,-21332,1369,22701,49,False,0.0,0,2,5,9,2018-19,,,,,,Ben_Mee
9,9,9,9.0,0,38.0,0.0,0.0,0,17,0,6.0,31.0,0.3,1.0,0.0,70,0.0,0.0,92,1.0,4,0,2.1,4892.0,18.4,0.0,2018-10-28T13:30:00Z,28 Oct 13:30,0.0,0.0,90,0.0,0.0,6,0,0.0,0,0,7.0,0,10,0,150760,0.0,1.0,0.0,4,0,2.0,0,-13530,232,13762,49,True,0.0,0,3,4,10,2018-19,,,,,,Ben_Mee
