Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,ea_index,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,id,key_passes,kickoff_time_formatted,loaned_in,loaned_out,offside,open_play_crosses,penalties_conceded,recoveries,tackled,tackles,target_missed,winning_goals
0,0,0,0,0,0.0,174,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2023-08-11T19:00:00Z,0,13,0,0,0,0,1,0,4956,0.0,3,0,0.0,0,0,0,0,50,True,0,2,5,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,0,0,0.0,174,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,2,0,0,0,0,3,0,3161,0.0,3,1,0.0,0,-651,76,727,50,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0.0,174,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,18,0,0,0,0,4,0,2997,0.0,5,2,0.0,0,-247,180,427,49,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
3,0,0,0,0,0.0,174,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2023-09-18T18:45:00Z,0,16,0,0,0,0,5,0,2793,0.0,1,1,0.0,0,-254,176,430,49,False,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
4,0,0,0,0,0.0,174,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2023-09-23T19:00:00Z,0,14,0,0,0,0,6,0,2672,0.0,1,0,0.0,0,-158,79,237,49,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,0,0,0.0,174,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,15,0,0,0,0,7,0,2555,0.0,0,2,0.0,0,-130,107,237,49,False,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
6,0,0,0,0,0.0,174,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2023-10-03T18:30:00Z,0,12,0,0,0,0,7,0,2555,0.0,2,1,0.0,0,-130,107,237,49,False,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
7,0,0,0,0,0.0,174,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,7,0,0,0,0,8,0,2689,0.0,4,1,0.0,0,122,287,165,49,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
8,0,0,0,0,0.0,174,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,4,0,0,0,0,9,0,2647,0.0,0,3,0.0,0,-83,184,267,49,False,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
9,0,0,0,0,0.0,174,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2023-10-28T14:00:00Z,0,3,0,0,0,0,10,0,2546,0.0,1,2,0.0,0,-118,93,211,49,False,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
