Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,0,0,0,0.0,484,2,0,0,0.0,0.0,2020-09-12T11:30:00Z,0,1,0,0,0,0,1,0,7957,3,0,0.0,0,0,0,0,45,True,0,2,3,1,2020-21,,,,,,Antonee_Robinson
1,1,1,1.0,0,0,0,0,0.0,484,13,0,0,0.0,0.0,2020-09-19T14:00:00Z,0,10,0,0,0,0,2,0,7841,3,4,0.0,0,-1327,122,1449,45,False,0,2,3,2,2020-21,,,,,,Antonee_Robinson
2,2,2,2.0,0,0,0,0,0.0,484,22,0,0,0.0,0.0,2020-09-28T16:45:00Z,0,2,0,0,0,0,3,0,7229,3,0,0.0,0,-1137,265,1402,44,True,0,2,2,3,2020-21,,,,,,Antonee_Robinson
3,3,3,3.0,0,0,15,0,17.8,484,38,1,0,6.8,31.0,2020-10-04T13:00:00Z,90,20,0,0,0,0,4,0,6897,0,1,19.0,2,-598,277,875,44,False,0,2,3,4,2020-21,,,,,,Antonee_Robinson
4,4,4,4.0,0,0,15,0,12.7,484,46,1,0,3.1,18.0,2020-10-18T11:00:00Z,90,15,0,0,0,0,5,0,7313,1,1,0.0,2,-21,784,805,44,False,0,2,2,5,2020-21,,,,,,Antonee_Robinson
5,5,5,5.0,0,0,18,0,63.7,484,53,2,0,9.6,23.8,2020-10-24T14:00:00Z,90,6,0,0,0,0,6,0,7799,2,1,8.0,1,276,840,564,44,True,0,2,2,6,2020-21,,,,,,Antonee_Robinson
6,6,6,6.0,0,1,25,1,18.2,484,61,0,0,3.5,16.6,2020-11-02T17:30:00Z,90,18,0,0,0,0,7,0,8368,0,2,0.0,7,331,925,594,44,True,0,2,2,7,2020-21,,,,,,Antonee_Robinson
7,7,7,7.0,0,0,9,0,7.3,484,78,1,0,2.5,18.0,2020-11-07T20:00:00Z,90,19,0,0,0,0,8,0,10029,0,1,0.0,2,1241,1965,724,44,False,0,2,4,8,2020-21,,,,,,Antonee_Robinson
8,8,8,8.0,0,0,15,0,37.2,484,81,3,0,6.5,21.4,2020-11-22T12:00:00Z,90,7,0,0,0,0,9,0,10384,3,2,6.0,0,174,1067,893,44,True,1,2,4,9,2020-21,,,,,,Antonee_Robinson
9,9,9,9.0,0,0,14,0,22.6,484,94,1,0,6.8,26.0,2020-11-30T17:30:00Z,90,9,0,0,0,0,10,0,10040,2,1,19.0,2,-388,384,772,44,False,0,2,4,10,2020-21,,,,,,Antonee_Robinson
10,10,10,10.0,0,0,20,0,2.0,484,104,2,0,2.5,22.6,2020-12-05T15:00:00Z,90,12,0,0,0,0,11,0,10056,0,2,0.0,1,-121,485,606,44,False,0,2,5,11,2020-21,,,,,,Antonee_Robinson
11,11,11,11.0,0,0,16,0,15.8,484,112,1,0,4.7,31.2,2020-12-13T16:30:00Z,90,11,0,0,0,0,12,0,9931,1,1,0.0,2,-248,348,596,44,True,0,2,4,12,2020-21,,,,,,Antonee_Robinson
12,12,12,12.0,0,0,28,1,22.9,484,121,0,0,4.7,19.6,2020-12-16T20:00:00Z,90,3,0,0,0,0,13,0,11623,0,0,4.0,5,1418,1854,436,44,True,1,2,3,13,2020-21,,,,,,Antonee_Robinson
13,13,13,13.0,0,0,9,0,14.3,484,135,1,0,2.5,10.6,2020-12-19T20:00:00Z,90,14,0,0,0,0,14,0,12893,1,1,0.0,1,1202,1849,647,44,False,1,2,2,14,2020-21,,,,,,Antonee_Robinson
14,14,14,14.0,0,0,23,1,31.0,484,141,0,0,6.8,19.4,2020-12-26T15:00:00Z,90,16,0,0,0,0,15,0,13592,0,0,18.0,6,440,1687,1247,44,True,0,2,2,15,2020-21,,,,,,Antonee_Robinson
15,15,15,15.0,0,0,15,0,23.1,484,157,1,0,6.6,14.4,2021-01-13T20:15:00Z,90,17,0,0,0,0,18,0,19012,1,1,28.0,2,900,3603,2703,44,False,0,2,4,18,2020-21,,,,,,Antonee_Robinson
16,16,16,16.0,0,0,0,0,15.3,484,181,1,0,4.0,5.0,2021-01-16T17:30:00Z,43,5,0,0,0,1,19,0,21345,1,0,20.0,-2,2708,4916,2208,44,True,0,2,4,19,2020-21,,,,,,Antonee_Robinson
17,17,17,17.0,0,0,0,0,0.0,484,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,13,0,0,0,0,19,0,21345,2,1,0.0,0,2708,4916,2208,44,True,0,2,4,19,2020-21,,,,,,Antonee_Robinson
18,18,18,18.0,0,0,0,0,0.0,484,189,0,0,0.0,0.0,2021-01-27T19:30:00Z,0,3,0,0,0,0,20,0,15869,0,0,0.0,0,-4309,344,4653,44,False,0,2,3,20,2020-21,,,,,,Antonee_Robinson
19,19,19,19.0,0,0,10,0,3.3,484,207,2,0,1.1,5.6,2021-01-30T15:00:00Z,90,18,0,0,0,0,21,0,15594,2,2,2.0,1,-434,602,1036,44,False,0,2,2,21,2020-21,,,,,,Antonee_Robinson
20,20,20,20.0,0,0,18,0,20.6,484,211,2,0,5.1,24.4,2021-02-03T18:00:00Z,90,9,0,0,0,0,22,0,15259,2,0,6.0,1,-404,388,792,44,True,0,2,4,22,2020-21,,,,,,Antonee_Robinson
21,21,21,21.0,0,0,21,1,15.8,484,221,0,0,2.5,9.0,2021-02-06T17:30:00Z,78,19,0,0,0,0,23,0,14854,0,0,0.0,6,-466,405,871,44,True,0,2,4,23,2020-21,,,,,,Antonee_Robinson
22,22,22,22.0,0,0,0,0,0.0,484,233,0,0,0.0,0.0,2021-02-14T19:00:00Z,0,7,0,0,0,0,24,0,18499,2,0,0.0,0,2581,3435,854,44,False,0,2,3,24,2020-21,,,,,,Antonee_Robinson
23,23,23,23.0,0,0,3,0,0.3,484,160,0,0,0.1,0.6,2021-02-17T18:00:00Z,12,4,0,0,0,0,24,0,18499,1,1,0.0,1,2581,3435,854,44,False,0,2,2,24,2020-21,,,,,,Antonee_Robinson
24,24,24,24.0,0,0,25,1,20.8,484,243,0,0,4.2,17.6,2021-02-20T20:00:00Z,90,15,0,0,0,0,25,0,16523,0,1,4.0,6,-1145,562,1707,44,True,0,2,2,25,2020-21,,,,,,Antonee_Robinson
25,25,25,25.0,0,0,3,0,4.8,484,250,0,0,1.4,9.0,2021-02-28T12:00:00Z,45,6,0,0,0,0,26,0,17973,0,0,0.0,0,1105,2399,1294,44,False,1,2,3,26,2020-21,,,,,,Antonee_Robinson
26,26,26,26.0,0,0,15,0,3.3,484,321,1,0,1.9,10.4,2021-03-04T18:00:00Z,74,17,0,0,0,0,26,0,17973,1,0,5.0,2,1105,2399,1294,44,True,0,2,3,26,2020-21,,,,,,Antonee_Robinson
27,27,27,27.0,0,0,4,0,0.0,484,263,0,0,0.5,5.0,2021-03-07T14:00:00Z,7,11,0,0,0,0,27,0,17150,1,0,0.0,1,-696,288,984,44,False,0,2,3,27,2020-21,,,,,,Antonee_Robinson
