Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,ea_index,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,id,key_passes,kickoff_time_formatted,loaned_in,loaned_out,offside,open_play_crosses,penalties_conceded,recoveries,tackled,tackles,target_missed,winning_goals
0,0,0,0,0,0.0,222,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2023-08-12T14:00:00Z,0,17,0,0,0,0,1,0,11232,0.0,1,0,0.0,0,0,0,0,45,False,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,0,0,0.0,222,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2023-08-21T19:00:00Z,0,1,0,0,0,0,2,0,11895,0.0,1,0,0.0,0,-1434,388,1822,45,True,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0.0,222,0.0,0.0,0.0,0.0,23,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,4,0,0,0,0,3,0,11635,0.0,1,1,0.0,0,-928,376,1304,45,False,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
3,0,0,0,0,0.0,222,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2023-09-03T13:00:00Z,0,20,0,0,0,0,4,0,11161,0.0,2,3,0.0,0,-838,364,1202,44,True,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
4,0,0,0,0,0.0,222,0.0,0.0,0.0,0.0,41,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,2,0,0,0,0,5,0,10886,0.0,1,3,0.0,0,-535,382,917,44,False,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,0,0,0.0,222,0.0,0.0,0.0,0.0,56,0,0,0.0,0.0,2023-09-23T14:00:00Z,0,10,0,0,0,0,6,0,10573,0.0,0,0,0.0,0,-373,202,575,44,True,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
6,0,0,0,0,0.0,222,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,14,0,0,0,0,7,0,10257,0.0,1,0,0.0,0,-389,276,665,44,False,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
7,0,0,24,1,3.3,222,0.01,0.04,0.03,1.18,74,0,0,1.5,5.4,2023-10-07T16:30:00Z,90,16,0,0,0,0,8,0,10193,1.0,0,0,6.0,6,-173,347,520,44,True,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
8,0,0,0,0,0.0,222,0.0,0.0,0.0,0.0,87,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,15,0,0,0,0,9,0,11100,0.0,0,4,0.0,0,707,1148,441,44,False,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
9,0,0,3,0,0.3,222,0.0,0.0,0.0,0.25,96,0,0,0.3,2.6,2023-10-27T19:00:00Z,20,18,0,0,0,0,10,0,11241,0.0,2,1,0.0,1,99,650,551,44,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
10,0,0,3,0,0.0,222,0.0,0.0,0.0,0.52,102,0,0,0.2,2.4,2023-11-04T15:00:00Z,20,6,0,0,0,0,11,0,11732,0.0,2,0,0.0,1,392,860,468,44,False,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
11,0,0,0,0,0.0,222,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,9,0,0,0,0,12,0,11609,0.0,3,2,0.0,0,-124,328,452,44,True,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
12,0,0,0,0,0.0,222,0.0,0.0,0.0,0.0,125,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,12,0,0,0,0,13,0,11532,0.0,1,2,0.0,0,-154,320,474,44,False,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
13,0,0,0,0,0.0,222,0.0,0.0,0.0,0.0,140,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,19,0,0,0,0,14,0,11306,0.0,1,1,0.0,0,-254,128,382,44,False,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
14,0,0,14,0,3.3,222,0.01,0.01,0.0,0.82,143,1,0,2.0,12.4,2023-12-06T19:30:00Z,61,3,0,0,0,0,15,0,11174,0.0,2,0,4.0,2,-170,108,278,44,True,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
15,0,0,7,0,0.9,222,0.01,0.01,0.0,1.25,153,2,0,0.8,4.6,2023-12-09T12:30:00Z,90,11,0,0,0,0,16,0,11101,1.0,2,1,2.0,1,-111,142,253,44,True,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
16,0,0,8,0,0.4,222,0.0,0.0,0.0,1.61,167,2,0,1.2,11.2,2023-12-16T15:00:00Z,90,13,0,0,0,0,17,0,11092,1.0,2,2,0.0,1,-75,248,323,44,False,0,2,5,,,,,,,,,,,,,,,,,,,,,,,
17,0,0,9,0,2.9,222,0.01,0.01,0.0,1.14,172,1,0,1.5,12.2,2023-12-21T20:00:00Z,90,5,0,0,0,0,18,0,11321,1.0,1,1,0.0,2,134,395,261,44,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
18,0,0,16,0,6.3,222,0.03,0.03,0.0,2.74,186,2,0,2.5,18.6,2023-12-27T19:30:00Z,90,7,0,0,0,0,19,0,11303,1.0,1,2,0.0,1,-76,206,282,44,False,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
19,0,0,16,0,5.6,222,0.02,0.02,0.0,1.4,192,1,0,1.9,13.4,2023-12-30T15:00:00Z,90,4,0,0,0,0,20,0,11846,1.0,1,3,0.0,2,461,740,279,44,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
