Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0,0,0,0,0.0,725,0.0,0.0,0.0,0.0,78,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,14,0,0,0,0,8,0,0,0,1,2,0.0,0,0,0,0,40,False,0,3,4,8,2023-24,Ji-Soo_Kim
1,1,1,0,0,0,0,0.0,725,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,6,0,0,0,0,9,0,855,0,0,3,0.0,0,508,577,69,40,True,0,3,2,9,2023-24,Ji-Soo_Kim
2,2,2,0,0,0,0,0.0,725,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2023-10-28T11:30:00Z,0,7,0,0,0,0,10,0,1333,0,2,0,0.0,0,299,472,173,40,False,0,3,3,10,2023-24,Ji-Soo_Kim
3,3,3,0,0,0,0,0.0,725,0.0,0.0,0.0,0.0,101,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,19,0,0,0,0,11,0,1702,0,2,3,0.0,0,232,431,199,40,True,0,3,2,11,2023-24,Ji-Soo_Kim
4,4,4,0,0,0,0,0.0,725,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,11,0,0,0,0,12,0,1858,0,0,3,0.0,0,29,210,181,40,False,0,3,5,12,2023-24,Ji-Soo_Kim
5,5,5,0,0,0,0,0.0,725,0.0,0.0,0.0,0.0,121,0,0,0.0,0.0,2023-11-25T17:30:00Z,0,1,0,0,0,0,13,0,2091,0,1,0,0.0,0,81,246,165,40,True,0,3,4,13,2023-24,Ji-Soo_Kim
6,6,6,0,0,0,0,0.0,725,0.0,0.0,0.0,0.0,133,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,12,0,0,0,0,14,0,2296,0,1,3,0.0,0,109,259,150,40,True,0,3,2,14,2023-24,Ji-Soo_Kim
7,7,7,0,0,0,0,0.0,725,0.0,0.0,0.0,0.0,142,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,5,0,0,0,0,15,0,2423,0,1,2,0.0,0,36,167,131,40,False,0,3,3,15,2023-24,Ji-Soo_Kim
8,8,8,0,0,0,0,0.0,725,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,17,0,0,0,0,16,0,2617,0,0,1,0.0,0,50,196,146,40,False,0,3,2,16,2023-24,Ji-Soo_Kim
9,9,9,0,0,0,0,0.0,725,0.0,0.0,0.0,0.0,163,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,2,0,0,0,0,17,0,2798,0,2,1,0.0,0,4,187,183,40,True,0,3,3,17,2023-24,Ji-Soo_Kim
10,10,10,0,0,0,0,0.0,725,0.0,0.0,0.0,0.0,183,0,0,0.0,0.0,2023-12-27T19:30:00Z,0,20,0,0,0,0,19,0,2904,0,4,1,0.0,0,29,122,93,40,True,0,3,2,19,2023-24,Ji-Soo_Kim
11,11,11,0,0,0,0,0.0,725,0.0,0.0,0.0,0.0,192,0,0,0.0,0.0,2023-12-30T15:00:00Z,0,8,0,0,0,0,20,0,2973,0,1,3,0.0,0,-22,134,156,40,False,0,3,2,20,2023-24,Ji-Soo_Kim
12,12,12,0,0,0,0,0.0,725,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2024-01-20T17:30:00Z,0,16,0,0,0,0,21,0,2605,0,2,3,0.0,0,-427,82,509,40,True,0,3,2,21,2023-24,Ji-Soo_Kim
13,13,13,0,0,0,0,0.0,725,0.0,0.0,0.0,0.0,216,0,0,0.0,0.0,2024-01-31T19:30:00Z,0,18,0,0,0,0,22,0,2444,0,2,3,0.0,0,-173,29,202,40,False,0,3,3,22,2023-24,Ji-Soo_Kim
14,14,14,0,0,0,0,0.0,725,0.0,0.0,0.0,0.0,223,0,0,0.0,0.0,2024-02-05T20:00:00Z,0,13,0,0,0,0,23,0,2446,0,3,1,0.0,0,-4,61,65,40,True,0,3,5,23,2023-24,Ji-Soo_Kim
