Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,1,0.0,0,0,0.0,21.0,0.0,0.0,2018-08-12T15:00:00Z,12 Aug 16:00,0.0,0.0,0,0.0,0.0,13,0,0.0,0,0,0.0,0,1,0,28663,0.0,0.0,0.0,2,0,0.0,0,0,0,0,65,True,0.0,0,4,4,1,2018-19,,,,,,Danny_Welbeck
1,1,1,1.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,14,0.0,0,0,0.0,546.0,0.0,0.0,2018-08-18T16:30:00Z,18 Aug 17:30,0.0,0.0,0,0.0,0.0,6,0,0.0,0,0,0.0,0,2,0,23931,0.0,0.0,0.0,2,3,0.0,0,-6967,596,7563,65,False,0.0,0,4,4,2,2018-19,,,,,,Danny_Welbeck
2,2,2,2.0,0,4.0,0.0,0.0,3,30,0,0.0,2.0,0.3,0.0,0.0,21,0.0,0.0,21,0.0,0,1,7.5,1073.0,40.2,0.0,2018-08-25T14:00:00Z,25 Aug 15:00,0.0,0.0,15,0.0,0.0,19,0,0.0,0,0,3.0,0,3,0,24807,0.0,1.0,0.0,1,3,34.0,8,-2166,1635,3801,65,True,0.0,0,4,3,3,2018-19,,,,,,Danny_Welbeck
3,3,3,3.0,0,4.0,0.0,0.0,0,3,0,0.0,4.0,0.8,0.0,0.0,21,0.0,0.0,33,0.0,0,0,0.1,1604.0,0.4,0.0,2018-09-02T12:30:00Z,02 Sep 13:30,0.0,0.0,6,0.0,0.0,5,0,0.0,0,0,0.0,0,4,0,34461,0.0,0.0,0.0,3,2,0.0,1,4776,7757,2981,65,False,0.0,0,4,2,4,2018-19,,,,,,Danny_Welbeck
4,4,4,4.0,0,3.0,0.0,0.0,0,1,0,0.0,3.0,10.8,0.0,0.0,21,0.0,0.0,46,1.0,1,0,1.6,2141.0,0.0,1.0,2018-09-15T14:00:00Z,15 Sep 15:00,0.0,0.0,10,0.0,0.0,15,0,0.0,0,0,2.0,0,5,0,37421,1.0,0.0,1.0,2,1,6.0,1,274,5307,5033,65,False,0.0,0,4,3,5,2018-19,,,,,,Danny_Welbeck
5,5,5,5.0,0,6.0,0.0,0.0,0,1,0,1.0,6.0,0.9,0.0,0.0,21,0.0,0.0,51,1.0,0,0,2.0,2678.0,1.0,0.0,2018-09-23T15:00:00Z,23 Sep 16:00,0.0,0.0,10,0.0,0.0,8,0,0.0,0,0,2.0,0,6,0,38273,1.0,0.0,0.0,0,2,18.0,1,-952,2718,3670,65,True,0.0,0,4,2,6,2018-19,,,,,,Danny_Welbeck
6,6,6,6.0,0,6.0,0.0,0.0,0,3,0,0.0,4.0,10.5,0.0,0.0,21,0.0,0.0,61,0.0,0,0,1.3,3216.0,2.8,1.0,2018-09-29T14:00:00Z,29 Sep 15:00,0.0,0.0,13,0.0,0.0,18,0,0.0,0,0,1.0,0,7,0,38452,1.0,0.0,0.0,0,2,0.0,1,-1041,2253,3294,65,True,0.0,0,4,3,7,2018-19,,,,,,Danny_Welbeck
7,7,7,7.0,1,24.0,0.0,0.0,0,22,0,1.0,17.0,33.1,0.0,0.0,21,0.0,0.0,74,0.0,1,0,6.3,3755.0,26.0,3.0,2018-10-07T11:00:00Z,07 Oct 12:00,0.0,0.0,61,0.0,0.0,9,0,0.0,0,0,2.0,0,8,0,37826,0.0,2.0,0.0,5,1,4.0,5,-1356,1169,2525,65,False,0.0,0,4,2,8,2018-19,,,,,,Danny_Welbeck
8,8,8,8.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,81,0.0,0,0,0.0,4297.0,0.0,0.0,2018-10-22T19:00:00Z,22 Oct 20:00,0.0,0.0,0,0.0,0.0,11,0,0.0,0,0,0.0,0,9,0,37648,0.0,0.0,0.0,1,3,0.0,0,-1120,1865,2985,65,True,0.0,0,4,3,9,2018-19,,,,,,Danny_Welbeck
9,9,9,9.0,0,3.0,0.0,0.0,0,2,0,0.0,2.0,0.3,2.0,0.0,21,0.0,0.0,93,0.0,1,0,0.4,4843.0,3.2,0.0,2018-10-28T13:30:00Z,28 Oct 13:30,0.0,0.0,22,0.0,0.0,7,0,0.0,0,0,1.0,0,10,0,38199,3.0,0.0,0.0,2,2,0.0,1,-26,1966,1992,65,False,0.0,0,4,2,10,2018-19,,,,,,Danny_Welbeck
10,10,10,10.0,0,4.0,0.0,0.0,0,1,0,0.0,2.0,0.1,0.0,0.0,21,0.0,0.0,101,1.0,0,0,0.3,5391.0,0.0,0.0,2018-11-03T17:30:00Z,03 Nov 17:30,0.0,0.0,9,0.0,0.0,12,0,0.0,0,0,1.0,0,11,0,38201,1.0,0.0,0.0,1,1,4.0,1,-722,1670,2392,65,True,0.0,0,4,4,11,2018-19,,,,,,Danny_Welbeck
