Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
0,0,0,0,0,0.0,528,5,0,0,0.0,0.0,2019-08-11T13:00:00Z,0,9,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,50,False,0,4,3,,,,,
1,0,0,1,0,1.6,528,20,0,0,0.4,0.0,2019-08-19T19:00:00Z,4,12,0,0,0,0,2,0,979,1,1,2.0,1,261,353,92,50,True,0,3,4,,,,,
2,0,0,3,0,1.4,528,30,0,0,0.9,1.8,2019-08-25T15:30:00Z,23,5,0,0,0,0,3,0,1635,1,1,6.0,1,213,517,304,50,True,0,3,3,,,,,
3,0,0,-1,0,1.3,528,35,0,0,0.0,0.0,2019-09-01T13:00:00Z,6,8,0,0,0,0,4,0,2224,2,3,0.0,0,186,504,318,50,False,1,4,4,,,,,
4,0,0,0,0,0.0,528,50,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,6,0,0,0,0,5,0,2598,5,2,0.0,0,-20,424,444,50,True,0,3,4,,,,,
5,0,0,1,0,0.7,528,54,0,0,0.4,3.6,2019-09-22T13:00:00Z,25,7,0,0,0,0,6,0,2651,1,1,0.0,1,-108,187,295,50,False,0,4,3,,,,,
6,1,0,16,0,21.9,528,70,0,0,6.7,23.6,2019-09-28T14:00:00Z,56,18,0,0,0,0,7,0,2660,0,2,21.0,4,-157,131,288,50,True,0,3,2,,,,,
7,0,0,0,0,0.0,528,75,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,11,0,0,0,0,8,0,2906,2,0,0.0,0,104,295,191,50,False,0,4,4,,,,,
8,0,0,0,0,0.0,528,90,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,16,0,0,0,0,9,0,2663,1,1,0.0,0,-293,83,376,50,True,0,3,3,,,,,
9,0,0,3,0,5.8,528,96,0,0,1.6,2.2,2019-10-27T14:00:00Z,20,13,0,0,0,0,10,0,2519,1,1,8.0,1,-167,7,174,50,False,0,4,2,,,,,
10,0,0,2,0,0.1,528,101,0,0,0.8,0.2,2019-11-02T15:00:00Z,1,1,0,0,0,0,11,0,2586,1,1,8.0,1,-18,115,133,50,False,0,4,4,,,,,
11,0,0,0,0,0.3,528,120,1,0,0.5,0.0,2019-11-10T14:00:00Z,7,2,0,0,0,0,12,0,2704,1,2,6.0,1,35,143,108,50,True,0,3,2,,,,,
12,0,0,0,0,0.0,528,123,0,0,0.0,0.0,2019-11-23T15:00:00Z,0,3,0,0,0,0,13,0,2656,2,1,0.0,0,-93,123,216,50,False,0,4,2,,,,,
