Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,2,37,1,7.0,527,3,0,1,6.3,45.4,2021-08-14T14:00:00Z,90,7,0,0,0,0,1,0,8103,0,3,11.0,14,0,0,0,50,True,0,4,2,1,2021-22,,,,,,Trevoh_Chalobah
1,1,1,1.0,0,0,0,0,0.0,527,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,1,0,0,0,0,2,0,243530,2,0,0.0,0,127321,145822,18501,50,False,0,4,4,2,2021-22,,,,,,Trevoh_Chalobah
2,2,2,2.0,0,0,4,0,0.0,527,23,0,0,0.2,2.2,2021-08-28T16:30:00Z,3,11,0,0,0,0,3,0,187573,1,1,0.0,1,-52689,23264,75953,50,False,0,4,5,3,2021-22,,,,,,Trevoh_Chalobah
3,3,3,3.0,0,0,28,1,0.4,527,33,0,0,2.6,25.6,2021-09-11T16:30:00Z,90,2,0,0,0,0,4,0,166558,0,3,0.0,6,-29662,19724,49386,49,True,0,4,2,4,2021-22,,,,,,Trevoh_Chalobah
4,4,4,4.0,0,0,0,0,0.0,527,48,0,0,0.0,0.0,2021-09-19T15:30:00Z,0,17,0,0,0,0,5,0,187392,3,0,0.0,0,13683,37087,23404,49,False,0,4,4,5,2021-22,,,,,,Trevoh_Chalobah
5,5,5,5.0,0,0,0,0,0.0,527,53,0,0,0.0,0.0,2021-09-25T11:30:00Z,0,12,0,0,0,0,6,0,163113,1,0,0.0,0,-23628,4593,28221,49,True,0,4,5,6,2021-22,,,,,,Trevoh_Chalobah
6,6,6,6.0,0,3,34,0,2.9,527,63,1,1,9.1,54.6,2021-10-02T14:00:00Z,90,16,0,0,0,0,7,0,145888,1,3,33.0,11,-18605,3173,21778,48,True,0,4,2,7,2021-22,,,,,,Trevoh_Chalobah
7,7,7,7.0,0,0,23,1,6.2,527,73,0,0,3.3,26.8,2021-10-16T16:30:00Z,90,3,0,0,0,0,8,0,232402,1,0,0.0,6,76702,86813,10111,48,False,0,4,2,8,2021-22,,,,,,Trevoh_Chalobah
8,8,8,8.0,0,0,27,1,12.8,527,84,0,0,2.6,11.6,2021-10-23T11:30:00Z,90,15,0,0,0,0,9,0,313775,0,7,2.0,6,77227,92456,15229,48,True,0,4,2,9,2021-22,,,,,,Trevoh_Chalobah
9,9,9,9.0,0,0,0,0,0.0,527,96,0,0,0.0,0.0,2021-10-30T14:00:00Z,0,14,0,0,0,0,10,0,479226,3,0,0.0,0,153646,176698,23052,49,False,0,4,3,10,2021-22,,,,,,Trevoh_Chalobah
10,10,10,10.0,0,0,0,0,0.0,527,104,0,0,0.0,0.0,2021-11-06T15:00:00Z,0,5,0,0,0,0,11,0,435386,1,1,0.0,0,-37704,29673,67377,49,True,0,4,2,11,2021-22,,,,,,Trevoh_Chalobah
11,11,11,11.0,0,0,24,1,2.0,527,113,0,0,1.0,7.4,2021-11-20T12:30:00Z,90,9,0,0,0,0,12,0,362445,3,0,1.0,6,-74196,8233,82429,48,False,0,4,3,12,2021-22,,,,,,Trevoh_Chalobah
