Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,82,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,3,0,0,0,0,9,0,0,0,0,0,0.0,0,0,0,0,45,False,0,3,2,9,2022-23,Ryan_Trevitt
1,1,1,1.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,98,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,15,0,0,0,0,10,0,434,0,1,5,0.0,0,339,383,44,45,False,0,3,4,10,2022-23,Ryan_Trevitt
2,2,2,2.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,102,0,0,0.0,0.0,2022-10-14T19:00:00Z,0,5,0,0,0,0,11,0,390,0,0,2,0.0,0,-81,130,211,45,True,0,3,3,11,2022-23,Ryan_Trevitt
3,3,3,3.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,6,0,0,0,0,12,0,531,0,0,0,0.0,0,35,127,92,45,True,0,3,3,12,2022-23,Ryan_Trevitt
4,4,4,4.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,121,0,0,0.0,0.0,2022-10-23T13:00:00Z,0,2,0,0,0,0,13,0,520,0,0,4,0.0,0,2,105,103,45,False,0,3,2,13,2022-23,Ryan_Trevitt
5,5,5,5.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,133,0,0,0.0,0.0,2022-10-29T14:00:00Z,0,20,0,0,0,0,14,0,554,0,1,1,0.0,0,10,98,88,45,True,0,3,2,14,2022-23,Ryan_Trevitt
6,6,6,6.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,146,0,0,0.0,0.0,2022-11-05T15:00:00Z,0,16,0,0,0,0,15,0,533,0,2,2,0.0,0,-49,64,113,45,False,0,3,2,15,2022-23,Ryan_Trevitt
7,7,7,7.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,155,0,0,0.0,0.0,2022-11-12T12:30:00Z,0,13,0,0,0,0,16,0,623,0,2,1,0.0,0,58,159,101,45,False,0,3,5,16,2022-23,Ryan_Trevitt
8,8,8,8.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,163,0,0,0.0,0.0,2022-12-26T12:30:00Z,0,18,0,0,0,0,17,0,719,0,2,2,0.0,0,51,236,185,45,True,0,3,3,17,2022-23,Ryan_Trevitt
9,9,9,9.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,179,0,0,0.0,0.0,2022-12-30T19:45:00Z,0,19,0,0,0,0,18,0,738,0,2,0,0.0,0,-7,60,67,45,False,0,3,3,18,2022-23,Ryan_Trevitt
10,10,10,10.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,183,0,0,0.0,0.0,2023-01-02T17:30:00Z,0,12,0,0,0,0,19,0,732,0,1,3,0.0,0,-20,46,66,45,True,0,3,4,19,2022-23,Ryan_Trevitt
11,11,11,11.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,192,0,0,0.0,0.0,2023-01-14T17:30:00Z,0,3,0,0,0,0,20,0,751,0,0,2,0.0,0,-15,64,79,45,True,0,3,2,20,2022-23,Ryan_Trevitt
12,12,12,12.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,205,0,0,0.0,0.0,2023-01-22T14:00:00Z,0,11,0,0,0,0,21,0,728,0,0,0,0.0,0,-36,39,75,45,False,0,3,2,21,2022-23,Ryan_Trevitt
13,13,13,13.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,212,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,17,0,0,0,0,22,0,757,0,0,3,0.0,0,3,65,62,44,True,0,3,2,22,2022-23,Ryan_Trevitt
14,14,14,14.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,221,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,1,0,0,0,0,23,0,784,0,1,1,0.0,0,13,62,49,44,False,0,3,4,23,2022-23,Ryan_Trevitt
15,15,15,15.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,232,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,7,0,0,0,0,24,0,809,0,1,1,0.0,0,5,50,45,44,True,0,3,2,24,2022-23,Ryan_Trevitt
16,16,16,16.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,253,0,0,0.0,0.0,2023-03-06T20:00:00Z,0,9,0,0,0,0,26,0,807,0,2,3,0.0,0,-17,31,48,44,True,0,3,2,26,2022-23,Ryan_Trevitt
17,17,17,17.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,263,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,8,0,0,0,0,27,0,842,0,0,1,0.0,0,21,74,53,44,False,0,3,2,27,2022-23,Ryan_Trevitt
18,18,18,18.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2023-03-15T19:30:00Z,0,17,0,0,0,0,27,0,842,0,2,0,0.0,0,21,74,53,44,False,0,3,2,27,2022-23,Ryan_Trevitt
19,19,19,19.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,273,0,0,0.0,0.0,2023-03-18T15:00:00Z,0,10,0,0,0,0,28,0,853,0,1,1,0.0,0,-20,42,62,44,True,0,3,3,28,2022-23,Ryan_Trevitt
20,20,20,20.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,283,0,0,0.0,0.0,2023-04-01T14:00:00Z,0,5,0,0,0,0,29,0,847,0,3,3,0.0,0,-10,36,46,44,False,0,3,3,29,2022-23,Ryan_Trevitt
21,21,21,21.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,247,0,0,0.0,0.0,2023-04-05T19:00:00Z,0,14,0,0,0,0,29,0,847,0,0,1,0.0,0,-10,36,46,44,False,0,3,4,29,2022-23,Ryan_Trevitt
22,22,22,22.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,292,0,0,0.0,0.0,2023-04-08T14:00:00Z,0,15,0,0,0,0,30,0,844,0,2,1,0.0,0,-6,23,29,44,True,0,3,3,30,2022-23,Ryan_Trevitt
23,23,23,23.0,0,0,0,0,0.0,632,0.0,0.0,0.0,0.0,310,0,0,0.0,0.0,2023-04-15T14:00:00Z,0,20,0,0,0,0,31,0,872,0,0,2,0.0,0,15,50,35,44,False,0,3,2,31,2022-23,Ryan_Trevitt
