Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
0,0,0,23,0,6.5,203,3,4,1,6.9,43.6,2020-09-12T16:30:00Z,90,11,0,0,0,0,1,0,30491,3,4,19.0,7,0,0,0,55,False,0,3,3,,,,,
1,0,0,1,0,2.0,203,13,3,0,1.5,0.8,2020-09-19T14:00:00Z,90,8,0,0,0,0,2,0,250466,3,4,12.0,2,158460,195124,36664,55,True,0,3,2,,,,,
2,1,1,28,1,66.3,203,25,0,0,11.6,39.8,2020-09-27T11:00:00Z,90,15,0,0,0,0,3,0,200484,1,0,10.0,7,-41319,23277,64596,55,False,0,3,2,,,,,
3,0,0,0,0,0.0,203,33,0,0,0.0,0.0,2020-10-03T16:30:00Z,0,12,0,0,0,0,4,0,150431,1,1,0.0,0,-51914,6769,58683,55,True,0,3,4,,,,,
4,0,0,11,0,42.7,203,42,1,0,8.7,15.8,2020-10-19T19:00:00Z,81,20,0,0,0,0,5,0,149273,1,0,28.0,2,-8192,15972,24164,55,True,0,3,2,,,,,
5,0,0,14,1,54.8,203,50,0,0,10.9,19.0,2020-10-23T19:00:00Z,90,2,0,0,0,0,6,0,138776,3,0,35.0,3,-11623,5916,17539,55,False,0,3,3,,,,,
6,1,1,22,0,48.8,203,62,4,0,8.7,29.8,2020-11-02T20:00:00Z,90,9,0,0,0,0,7,0,137689,4,1,8.0,6,-3120,9892,13012,55,True,0,3,4,,,,,
7,0,0,8,0,21.2,203,72,4,0,4.2,12.2,2020-11-07T15:00:00Z,90,6,0,0,0,0,8,0,133600,1,4,9.0,2,-4770,7284,12054,55,False,0,3,3,,,,,
8,0,0,14,1,38.3,203,82,0,0,5.8,10.8,2020-11-22T16:30:00Z,79,1,0,0,0,0,9,0,119807,0,0,9.0,3,-13664,4430,18094,55,True,0,3,3,,,,,
9,1,0,6,1,26.7,203,93,0,0,9.2,21.4,2020-11-28T17:30:00Z,88,7,0,0,0,0,10,0,116174,1,0,44.0,6,-5299,5003,10302,55,False,0,3,3,,,,,
10,0,0,2,0,1.8,203,102,1,0,1.2,6.0,2020-12-05T20:00:00Z,56,5,0,0,0,0,11,0,100575,1,3,4.0,1,-14459,2375,16834,55,False,0,3,4,,,,,
11,0,0,2,0,15.4,203,113,1,0,2.2,6.2,2020-12-11T20:00:00Z,45,19,0,0,0,0,12,0,105513,2,1,0.0,1,2198,9034,6836,54,True,0,3,4,,,,,
12,1,2,40,0,52.8,203,122,2,1,13.3,63.2,2020-12-16T18:00:00Z,90,14,0,0,0,0,13,0,100483,2,5,17.0,12,-4960,3750,8710,54,True,0,3,2,,,,,
13,0,0,9,0,36.7,203,134,6,0,7.8,14.8,2020-12-20T16:30:00Z,90,13,0,0,0,0,14,0,132168,2,6,26.0,2,29893,33817,3924,54,False,0,3,4,,,,,
14,0,0,10,1,14.3,203,142,0,0,4.5,10.6,2020-12-27T12:00:00Z,90,4,0,0,0,0,15,0,169781,0,1,20.0,3,34990,45035,10045,54,True,0,3,2,,,,,
15,0,0,30,1,28.0,203,158,0,1,9.8,40.6,2020-12-29T18:00:00Z,90,18,0,0,0,0,16,0,179323,5,0,29.0,8,9717,20756,11039,54,False,0,3,2,,,,,
