Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR
0,1,0,17,0,20.5,378,0.61,0.61,0.0,0.4,2,0,0,4.2,19.2,2023-08-12T12:00:00Z,10,1,0,0,0,0,1,0,43975,0.0,1,2,2.0,4,0,0,0,50,False,0,2,4
1,0,0,3,0,0.5,378,0.0,0.03,0.03,0.27,17,0,0,0.6,1.4,2023-08-18T18:45:00Z,21,17,0,0,0,0,2,0,90812,0.0,1,2,4.0,1,26023,32962,6939,50,True,0,2,2
2,0,0,3,0,0.8,378,0.0,0.02,0.02,0.12,28,0,0,0.7,0.2,2023-08-26T14:00:00Z,9,14,0,0,0,0,3,0,72212,0.0,2,3,6.0,1,-17612,3807,21419,50,False,0,2,4
3,0,1,24,0,0.3,378,0.0,0.4,0.4,1.33,35,0,1,9.2,46.2,2023-09-02T14:00:00Z,45,7,0,0,0,0,4,0,60973,0.0,1,0,45.0,7,-12576,1834,14410,50,False,0,2,3
4,0,0,7,0,17.3,378,0.27,0.3,0.03,0.56,47,1,0,3.8,10.0,2023-09-18T18:45:00Z,90,6,0,0,0,0,5,0,74935,1.0,1,1,11.0,2,9589,21980,12391,50,True,0,2,2
5,0,0,4,0,13.6,378,0.04,0.11,0.07,0.55,59,0,0,6.3,9.0,2023-09-23T14:00:00Z,34,13,0,0,0,0,6,0,73225,0.0,0,2,40.0,1,-1710,6405,8115,50,False,0,2,5
6,0,0,5,0,3.0,378,0.01,0.09,0.08,0.82,67,1,0,1.5,3.8,2023-10-01T13:00:00Z,60,4,0,0,0,0,7,0,75674,1.0,1,1,8.0,2,1541,9315,7774,50,True,0,2,3
7,0,0,1,0,1.5,378,0.02,0.06,0.04,0.23,74,0,0,0.9,0.2,2023-10-07T16:30:00Z,24,8,0,0,0,0,8,0,78416,0.0,0,0,7.0,1,2030,11529,9499,50,False,0,2,2
8,2,1,35,0,50.8,378,0.42,0.49,0.07,1.12,88,1,0,11.5,43.6,2023-10-21T14:00:00Z,87,12,0,0,0,0,9,0,78434,1.0,2,2,21.0,9,-500,6385,6885,50,True,0,2,2
9,0,0,0,0,0.6,378,0.0,0.2,0.2,2.95,97,3,0,3.5,2.2,2023-10-29T14:00:00Z,90,11,0,0,0,0,10,0,78773,1.0,0,3,32.0,2,261,7862,7601,50,False,0,2,5
