Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0.0,0,0,4,0,10.3,11,0.04,0.04,0.0,0.0,1,0,0,1.3,2.2,2022-08-05T19:00:00Z,7,7,0,0,0,0,1,0,67198,0,2,0,0.0,1,0,0,0,70,False,0,4,2,1,2022-23,Eddie_Nketiah
1,1,1,1.0,0,0,1,0,0.5,11,0.0,0.04,0.04,0.13,11,0,0,2.0,2.2,2022-08-13T14:00:00Z,6,10,0,0,0,0,2,0,57718,0,2,4,17.0,1,-17931,3918,21849,69,True,0,4,3,2,2022-23,Eddie_Nketiah
2,2,2,2.0,0,0,-1,0,10.9,11,0.01,0.09,0.08,0.17,21,0,0,3.3,5.4,2022-08-20T16:30:00Z,16,3,0,0,0,0,3,0,47543,0,3,0,17.0,1,-14362,2722,17084,68,False,0,4,2,3,2022-23,Eddie_Nketiah
3,3,3,3.0,0,0,4,0,0.7,11,0.01,0.37,0.36,0.33,31,0,0,6.9,7.2,2022-08-27T16:30:00Z,29,9,0,0,0,0,4,0,41747,0,1,2,61.0,1,-8641,1525,10166,67,True,0,4,2,4,2022-23,Eddie_Nketiah
4,4,4,4.0,0,0,1,0,0.4,11,0.0,0.05,0.05,0.0,41,0,0,0.3,0.0,2022-08-31T18:30:00Z,2,2,0,0,0,0,5,0,40171,0,1,2,5.0,1,-3885,1594,5479,67,True,0,4,2,5,2022-23,Eddie_Nketiah
5,5,5,5.0,0,0,5,0,0.0,11,0.0,0.0,0.0,0.3,56,1,0,0.4,2.0,2022-09-04T15:30:00Z,16,14,0,0,0,0,6,0,37407,0,1,3,2.0,1,-4503,1067,5570,66,False,0,4,4,6,2022-23,Eddie_Nketiah
6,6,6,6.0,0,0,2,0,0.7,11,0.0,0.0,0.0,0.04,72,0,0,0.3,0.0,2022-09-18T11:00:00Z,12,4,0,0,0,0,8,0,36624,0,3,0,2.0,1,-631,333,964,66,False,0,4,3,8,2022-23,Eddie_Nketiah
7,7,7,7.0,0,0,2,0,0.6,11,0.02,0.02,0.0,0.0,81,0,0,0.3,0.2,2022-10-01T11:30:00Z,10,18,0,0,0,0,9,0,36648,0,1,3,2.0,1,-1040,879,1919,66,True,0,4,3,9,2022-23,Eddie_Nketiah
8,8,8,8.0,0,0,2,0,0.3,11,0.0,0.0,0.0,0.12,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,1,12,0,0,0,0,10,0,36582,0,2,3,0.0,1,-824,1364,2188,66,True,0,4,4,10,2022-23,Eddie_Nketiah
9,9,9,9.0,0,0,0,0,0.3,11,0.0,0.07,0.07,0.14,104,0,0,0.5,0.0,2022-10-16T13:00:00Z,8,11,0,0,0,0,11,0,36793,0,1,0,7.0,1,-485,1236,1721,65,False,0,4,2,11,2022-23,Eddie_Nketiah
10,10,10,10.0,0,0,-1,0,2.3,11,0.01,0.1,0.09,0.0,127,0,0,2.2,1.4,2022-10-23T13:00:00Z,19,17,0,0,0,0,13,0,36526,0,1,1,18.0,1,-272,488,760,65,False,0,4,2,13,2022-23,Eddie_Nketiah
11,11,11,11.0,0,0,4,0,10.9,11,0.03,0.03,0.0,0.04,131,0,0,1.9,2.2,2022-10-30T14:00:00Z,15,16,0,0,0,0,14,0,36550,0,0,5,6.0,1,-487,684,1171,65,True,0,4,2,14,2022-23,Eddie_Nketiah
12,12,12,12.0,0,0,0,0,0.0,11,0.0,0.0,0.0,0.0,142,0,0,0.0,0.0,2022-11-06T12:00:00Z,0,6,0,0,0,0,15,0,37096,0,1,0,0.0,0,4,1296,1292,65,False,0,4,4,15,2022-23,Eddie_Nketiah
13,13,13,13.0,0,0,0,0,0.0,11,0.0,0.0,0.0,0.0,160,0,0,0.0,0.0,2022-11-12T19:45:00Z,0,20,0,0,0,0,16,0,37427,0,2,0,0.0,0,-99,1209,1308,65,False,0,4,2,16,2022-23,Eddie_Nketiah
14,14,14,14.0,0,0,22,0,2.7,11,0.03,0.49,0.46,1.07,161,1,1,9.0,32.0,2022-12-26T20:00:00Z,90,19,0,0,0,0,17,0,235766,1,1,3,55.0,6,195305,273095,77790,65,True,0,4,2,17,2022-23,Eddie_Nketiah
