Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2023-08-12T14:00:00Z,0,8,0,0,0,0,1,0,17210,0,1,0,0.0,0,0,0,0,40,True,0,2,2,1,2023-24,Adam_Davies
1,1,1,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2023-08-18T18:45:00Z,0,16,0,0,0,0,2,0,18946,0,1,2,0.0,0,-390,719,1109,40,False,0,2,2,2,2023-24,Adam_Davies
2,2,2,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,13,0,0,0,0,3,0,19314,0,2,1,0.0,0,-544,829,1373,40,True,0,2,5,3,2023-24,Adam_Davies
3,3,3,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2023-09-02T11:30:00Z,0,9,0,0,0,0,4,0,19558,0,2,2,0.0,0,-451,969,1420,40,True,0,2,2,4,2023-24,Adam_Davies
4,4,4,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,48,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,18,0,0,0,0,5,0,20033,0,1,2,0.0,0,-129,917,1046,40,False,0,2,3,5,2023-24,Adam_Davies
5,5,5,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,60,0,0,0.0,0.0,2023-09-24T15:30:00Z,0,15,0,0,0,0,6,0,19721,0,8,0,0.0,0,-426,441,867,40,True,0,2,3,6,2023-24,Adam_Davies
6,6,6,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,19,0,0,0,0,7,0,19575,0,0,2,0.0,0,-307,535,842,40,False,0,2,3,7,2023-24,Adam_Davies
7,7,7,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,10,0,0,0,0,8,0,19595,0,1,3,0.0,0,-155,716,871,40,False,0,2,2,8,2023-24,Adam_Davies
8,8,8,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2023-10-21T19:00:00Z,0,14,0,0,0,0,9,0,18819,0,2,1,0.0,0,-746,213,959,40,True,0,2,3,9,2023-24,Adam_Davies
9,9,9,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,91,0,0,0.0,0.0,2023-10-28T14:00:00Z,0,1,0,0,0,0,10,0,18072,0,0,5,0.0,0,-766,120,886,40,False,0,2,4,10,2023-24,Adam_Davies
10,10,10,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,109,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,20,0,0,0,0,11,0,18189,0,1,2,0.0,0,-30,418,448,40,True,0,2,2,11,2023-24,Adam_Davies
11,11,11,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,5,0,0,0,0,12,0,18218,0,1,1,0.0,0,-64,284,348,40,False,0,2,3,12,2023-24,Adam_Davies
12,12,12,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,129,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,3,0,0,0,0,13,0,18212,0,3,1,0.0,0,-105,352,457,40,True,0,2,2,13,2023-24,Adam_Davies
13,13,13,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,134,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,6,0,0,0,0,14,0,18095,0,0,5,0.0,0,-127,248,375,40,False,0,2,2,14,2023-24,Adam_Davies
