Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0,0,0,0,0.0,740,0.0,0.0,0.0,0.0,120,0,0,0.0,0.0,2023-11-11T12:30:00Z,0,20,0,0,0,0,12,0,0,0,1,2,0.0,0,0,0,0,40,False,0,3,2,12,2023-24,Alfie_Dorrington
1,1,1,0,0,0,0,0.0,740,0.0,0.0,0.0,0.0,130,0,0,0.0,0.0,2023-11-26T14:00:00Z,0,2,0,0,0,0,13,0,444,0,2,1,0.0,0,227,247,20,40,True,0,3,3,13,2023-24,Alfie_Dorrington
2,2,2,0,0,0,0,0.0,740,0.0,0.0,0.0,0.0,137,0,0,0.0,0.0,2023-12-03T16:30:00Z,0,13,0,0,0,0,14,0,804,0,3,3,0.0,0,228,293,65,40,False,0,3,5,14,2023-24,Alfie_Dorrington
3,3,3,0,0,0,0,0.0,740,0.0,0.0,0.0,0.0,148,0,0,0.0,0.0,2023-12-07T20:15:00Z,0,19,0,0,0,0,15,0,974,0,2,1,0.0,0,73,179,106,40,True,0,3,2,15,2023-24,Alfie_Dorrington
4,4,4,0,0,0,0,0.0,740,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2023-12-10T16:30:00Z,0,15,0,0,0,0,16,0,1148,0,1,4,0.0,0,50,139,89,40,True,0,3,3,16,2023-24,Alfie_Dorrington
5,5,5,0,0,0,0,0.0,740,0.0,0.0,0.0,0.0,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,16,0,0,0,0,17,0,1383,0,2,0,0.0,0,44,198,154,40,False,0,3,2,17,2023-24,Alfie_Dorrington
6,6,6,0,0,0,0,0.0,740,0.0,0.0,0.0,0.0,178,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,9,0,0,0,0,18,0,1429,0,1,2,0.0,0,-43,96,139,40,True,0,3,2,18,2023-24,Alfie_Dorrington
7,7,7,0,0,0,0,0.0,740,0.0,0.0,0.0,0.0,184,0,0,0.0,0.0,2023-12-28T19:30:00Z,0,5,0,0,0,0,19,0,1519,0,2,4,0.0,0,-22,59,81,40,False,0,3,3,19,2023-24,Alfie_Dorrington
8,8,8,0,0,0,0,0.0,740,0.0,0.0,0.0,0.0,198,0,0,0.0,0.0,2023-12-31T14:00:00Z,0,3,0,0,0,0,20,0,1612,0,1,3,0.0,0,-13,72,85,40,True,0,3,2,20,2023-24,Alfie_Dorrington
9,9,9,0,0,0,0,0.0,740,0.0,0.0,0.0,0.0,208,0,0,0.0,0.0,2024-01-14T16:30:00Z,0,14,0,0,0,0,21,0,1858,0,2,2,0.0,0,21,238,217,40,False,0,3,4,21,2023-24,Alfie_Dorrington
10,10,10,0,0,0,0,0.0,740,0.0,0.0,0.0,0.0,216,0,0,0.0,0.0,2024-01-31T19:30:00Z,0,4,0,0,0,0,22,0,1994,0,2,3,0.0,0,-41,86,127,40,True,0,3,3,22,2023-24,Alfie_Dorrington
11,11,11,0,0,0,0,0.0,740,0.0,0.0,0.0,0.0,227,0,0,0.0,0.0,2024-02-03T12:30:00Z,0,9,0,0,0,0,23,0,2016,0,2,2,0.0,0,-19,52,71,40,False,0,3,2,23,2023-24,Alfie_Dorrington
