Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,0,22,0,22.1,29,6,3,0,4.9,27.0,2019-08-10T16:30:00Z,90,17,0,0,0,0,1,0,345002,1,3,0.0,2,0,0,0,60,False,0,2,4,1,2019-20,,,,,,Jack_Grealish
1,1,1,1.0,1,1,26,0,70.0,29,12,2,0,11.5,34.0,2019-08-17T14:00:00Z,90,3,0,0,0,0,2,0,369565,2,1,11.0,6,-2810,29014,31824,60,True,0,2,2,2,2019-20,,,,,,Jack_Grealish
2,2,2,2.0,0,0,14,1,13.5,29,21,0,0,3.2,7.6,2019-08-23T19:00:00Z,90,8,0,0,0,0,3,0,354999,0,2,11.0,3,-19343,22970,42313,60,True,0,2,2,3,2019-20,,,,,,Jack_Grealish
3,3,3,3.0,0,0,6,0,3.8,29,34,1,0,4.1,17.2,2019-08-31T14:00:00Z,90,7,0,0,0,0,4,0,339699,0,1,20.0,1,-20001,22284,42285,60,False,1,2,3,4,2019-20,,,,,,Jack_Grealish
4,4,4,4.0,0,0,11,1,33.7,29,41,0,0,7.1,27.0,2019-09-16T19:00:00Z,90,19,0,0,0,0,5,0,301823,0,0,10.0,2,-39813,9044,48857,60,True,1,2,2,5,2019-20,,,,,,Jack_Grealish
5,5,5,5.0,1,1,29,0,46.3,29,51,3,0,9.0,37.4,2019-09-22T15:30:00Z,90,1,0,0,0,0,6,0,272091,2,3,6.0,6,-31366,4008,35374,59,False,0,2,4,6,2019-20,,,,,,Jack_Grealish
6,6,6,6.0,0,0,10,0,36.1,29,61,2,0,6.8,12.8,2019-09-28T14:00:00Z,90,5,0,0,0,0,7,0,269224,2,2,19.0,2,-5752,14763,20515,59,True,0,2,3,7,2019-20,,,,,,Jack_Grealish
7,7,7,7.0,0,0,24,0,27.5,29,77,1,1,12.0,49.8,2019-10-05T14:00:00Z,90,14,0,0,0,0,8,0,250741,5,1,43.0,7,-18559,5063,23622,59,False,0,2,2,8,2019-20,,,,,,Jack_Grealish
8,8,8,8.0,1,3,48,0,69.2,29,81,1,1,23.3,77.4,2019-10-19T14:00:00Z,90,4,0,0,0,0,9,0,263973,1,2,86.0,13,9277,19454,10177,59,True,0,2,2,9,2019-20,,,,,,Jack_Grealish
9,9,9,9.0,0,0,0,0,2.5,29,95,3,0,0.6,3.4,2019-10-26T11:30:00Z,83,11,0,0,0,0,10,0,342709,0,3,0.0,1,73348,82133,8785,59,False,1,2,4,10,2019-20,,,,,,Jack_Grealish
10,10,10,10.0,0,0,0,0,0.0,29,102,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,10,0,0,0,0,11,0,308793,2,1,0.0,0,-31467,16336,47803,59,True,0,2,4,11,2019-20,,,,,,Jack_Grealish
11,11,11,11.0,0,0,0,0,0.0,29,120,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,20,0,0,0,0,12,0,286069,1,2,0.0,0,-23066,7813,30879,59,False,0,2,3,12,2019-20,,,,,,Jack_Grealish
12,12,12,12.0,1,0,25,1,75.4,29,122,0,0,16.4,36.4,2019-11-25T20:00:00Z,90,13,0,0,0,0,13,0,271323,0,2,52.0,6,-16831,11713,28544,59,True,0,2,2,13,2019-20,,,,,,Jack_Grealish
13,13,13,13.0,0,2,26,0,14.9,29,135,2,1,8.4,36.6,2019-12-01T16:30:00Z,90,12,0,0,0,0,14,0,278446,2,2,32.0,9,5130,15249,10119,59,False,0,2,4,14,2019-20,,,,,,Jack_Grealish
14,14,14,14.0,0,0,11,0,17.5,29,147,2,0,3.3,15.8,2019-12-04T19:30:00Z,90,6,0,0,0,0,15,0,336581,1,2,0.0,2,54878,59304,4426,59,False,0,2,4,15,2019-20,,,,,,Jack_Grealish
15,15,15,15.0,0,0,29,0,35.6,29,151,4,1,12.6,49.4,2019-12-08T14:00:00Z,90,9,0,0,0,0,16,0,417797,4,1,41.0,6,78105,88568,10463,60,True,1,2,3,16,2019-20,,,,,,Jack_Grealish
16,16,16,16.0,0,0,-8,0,12.9,29,168,2,0,2.6,0.0,2019-12-14T15:00:00Z,90,15,0,1,0,0,17,0,572757,0,2,17.0,0,148588,162559,13971,61,False,0,2,3,17,2019-20,,,,,,Jack_Grealish
17,17,17,17.0,0,1,34,0,85.3,29,171,3,1,19.0,59.2,2019-12-21T15:00:00Z,90,16,0,0,0,0,18,0,863510,3,1,45.0,8,245334,270921,25587,62,True,0,2,3,18,2019-20,,,,,,Jack_Grealish
18,18,18,18.0,1,0,24,1,33.8,29,181,0,0,7.8,29.0,2019-12-26T15:00:00Z,90,14,0,0,0,0,19,0,1082993,0,1,15.0,6,251932,269691,17759,63,True,0,2,2,19,2019-20,,,,,,Jack_Grealish
19,19,19,19.0,0,0,5,0,35.8,29,199,3,0,6.5,7.2,2019-12-28T15:00:00Z,90,18,0,0,0,0,20,0,1273572,0,3,22.0,1,188219,209485,21266,64,False,1,2,3,20,2019-20,,,,,,Jack_Grealish
20,20,20,20.0,1,3,48,0,34.9,29,203,1,1,10.3,45.4,2020-01-01T12:30:00Z,90,5,0,0,0,0,21,0,1177398,2,1,23.0,13,-94897,74133,169030,64,False,0,2,3,21,2019-20,,,,,,Jack_Grealish
21,21,21,21.0,0,0,2,0,15.8,29,211,6,0,3.2,4.4,2020-01-12T16:30:00Z,90,11,0,0,0,0,22,0,1358593,6,1,12.0,1,167332,234279,66947,64,True,1,2,4,22,2019-20,,,,,,Jack_Grealish
22,22,22,22.0,0,3,27,0,18.5,29,222,1,1,8.3,33.4,2020-01-18T15:00:00Z,90,4,0,0,0,0,23,0,1450069,1,1,31.0,10,86659,171361,84702,65,False,0,2,2,23,2019-20,,,,,,Jack_Grealish
23,23,23,23.0,0,0,14,0,51.3,29,231,1,0,10.1,15.8,2020-01-21T19:30:00Z,90,18,0,0,0,0,24,0,1730737,1,2,34.0,2,265394,294237,28843,66,True,0,2,2,24,2019-20,,,,,,Jack_Grealish
