Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,ea_index,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,id,key_passes,kickoff_time_formatted,loaned_in,loaned_out,offside,open_play_crosses,penalties_conceded,recoveries,tackled,tackles,target_missed,winning_goals
0,0,0,4,0,13.8,64,0.02,0.18,0.16,0.88,3,1,0,3.5,5.2,2023-08-12T14:00:00Z,74,19,0,0,0,0,1,0,8398,1.0,1,1,16.0,2,0,0,0,50,True,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,7,0,27.8,64,0.19,0.19,0.0,0.08,14,0,0,3.3,3.4,2023-08-19T14:00:00Z,14,11,0,0,0,0,2,0,9519,0.0,1,3,2.0,1,-135,1015,1150,50,False,0,2,5,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,5,0,1.4,64,0.01,0.01,0.0,0.28,22,0,0,0.6,2.2,2023-08-26T11:30:00Z,17,18,0,0,0,0,3,0,8242,0.0,2,0,2.0,1,-1505,243,1748,50,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
3,0,2,23,0,0.1,64,0.0,1.02,1.02,1.84,32,1,1,7.4,35.0,2023-09-02T14:00:00Z,30,4,0,0,0,0,4,0,7352,0.0,2,2,39.0,8,-1055,287,1342,49,False,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
4,0,0,4,0,10.5,64,0.04,0.04,0.0,0.0,42,0,0,1.3,2.4,2023-09-17T13:00:00Z,1,7,0,0,0,0,5,0,10517,0.0,0,0,0.0,1,2226,3360,1134,49,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,-2,0,10.7,64,0.05,0.46,0.41,0.12,53,0,0,1.8,1.8,2023-09-24T13:00:00Z,8,5,0,0,0,0,6,0,10846,0.0,1,3,5.0,0,255,1304,1049,49,False,1,2,3,,,,,,,,,,,,,,,,,,,,,,,
6,0,0,0,0,0.0,64,0.0,0.0,0.0,0.0,62,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,1,0,0,0,0,7,0,10298,0.0,4,0,0.0,0,-584,706,1290,49,True,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
7,0,0,3,0,4.3,64,0.02,0.02,0.0,0.51,75,0,0,0.7,2.4,2023-10-07T14:00:00Z,23,9,0,0,0,0,8,0,9892,0.0,0,3,0.0,1,-493,612,1105,49,False,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
8,0,0,7,0,13.4,64,0.05,0.1,0.05,0.74,82,1,0,4.2,9.4,2023-10-21T14:00:00Z,56,20,0,0,0,0,9,0,9441,1.0,2,1,19.0,1,-534,372,906,49,True,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
9,0,0,0,0,0.0,64,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2023-10-28T14:00:00Z,0,6,0,0,0,0,10,0,8988,0.0,1,2,0.0,0,-508,308,816,49,True,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
10,0,0,0,0,0.0,64,0.0,0.0,0.0,0.0,106,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,13,0,0,0,0,11,0,8458,0.0,1,6,0.0,0,-531,167,698,49,False,0,2,5,,,,,,,,,,,,,,,,,,,,,,,
11,0,0,0,0,0.0,64,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2023-11-11T17:30:00Z,0,15,0,0,0,0,12,0,8026,0.0,0,2,0.0,0,-449,73,522,49,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
12,0,0,2,0,0.3,64,0.01,0.01,0.0,0.41,129,1,0,0.1,0.2,2023-11-25T15:00:00Z,8,17,0,0,0,0,13,0,7699,0.0,3,1,0.0,1,-358,126,484,49,False,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
13,0,0,0,0,0.0,64,0.0,0.0,0.0,0.0,132,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,2,0,0,0,0,14,0,7485,0.0,2,2,0.0,0,-239,97,336,48,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
14,0,0,0,0,0.0,64,0.0,0.0,0.0,0.0,143,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,8,0,0,0,0,15,0,7359,0.0,2,0,0.0,0,-150,73,223,48,False,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
15,0,0,0,0,0.0,64,0.0,0.0,0.0,0.0,157,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,14,0,0,0,0,16,0,7189,0.0,3,0,0.0,0,-186,75,261,48,False,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
16,0,0,-2,0,0.3,64,0.0,0.27,0.27,0.04,177,0,0,0.4,0.0,2023-12-23T15:00:00Z,9,16,0,0,0,0,18,0,6797,0.0,3,2,4.0,1,-230,47,277,48,False,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
17,1,0,12,0,10.6,64,0.0,0.01,0.01,0.0,182,0,0,4.8,20.2,2023-12-26T15:00:00Z,2,10,0,0,0,0,19,0,6813,0.0,0,3,17.0,4,-19,121,140,48,True,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
18,0,0,2,0,0.7,64,0.03,0.05,0.02,0.53,198,0,0,0.0,0.0,2023-12-31T14:00:00Z,8,18,0,0,0,0,20,0,6792,0.0,1,3,1.0,1,-41,153,194,48,False,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
19,0,0,6,0,18.5,64,0.05,0.56,0.51,0.65,202,3,0,3.3,6.0,2024-01-21T16:30:00Z,21,11,0,0,0,0,21,0,6566,0.0,4,0,8.0,1,-251,96,347,47,True,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
20,0,0,0,0,0.0,64,0.0,0.0,0.0,0.0,217,0,0,0.0,0.0,2024-02-01T19:30:00Z,0,19,0,0,0,0,22,0,6602,0.0,1,1,0.0,0,2,261,259,47,False,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
21,0,0,0,0,0.0,64,0.0,0.0,0.0,0.0,222,0,0,0.0,0.0,2024-02-04T14:00:00Z,0,16,0,0,0,0,23,0,6266,0.0,1,1,0.0,0,-344,26,370,47,True,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,3,1,2.8,42,,,,,2,0,0,2.5,3.4,2018-08-11T14:00:00Z,66,5,0,0,0,0,1,0,3963,,0,2,19.0,3,0,0,0,50,True,0,3,2,25.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,11 Aug 15:00,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0
1,0,0,11,0,28.0,42,,,,,20,1,0,8.8,10.8,2018-08-18T14:00:00Z,77,19,0,0,0,0,2,0,5202,,2,1,49.0,2,202,659,457,50,False,0,2,3,30.0,1.0,1.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,567.0,2.0,18 Aug 15:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0
2,0,0,9,0,17.3,42,,,,,22,1,0,4.4,5.6,2018-08-25T14:00:00Z,64,8,0,0,0,0,3,0,8136,,2,2,21.0,2,2484,3838,1354,50,True,0,3,2,21.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,1094.0,1.0,25 Aug 15:00,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0
3,0,0,0,0,0.0,42,,,,,34,0,0,0.0,0.0,2018-09-01T14:00:00Z,0,6,0,0,0,0,4,0,8172,,0,2,0.0,0,-39,1042,1081,50,False,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1625.0,0.0,01 Sep 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,0,11,1,14.0,42,,,,,41,0,0,2.1,6.8,2018-09-15T14:00:00Z,67,11,0,0,0,0,5,0,7808,,2,4,0.0,3,-473,768,1241,50,True,0,3,3,18.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,2.0,2162.0,1.0,15 Sep 15:00,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0
5,0,0,9,0,17.4,42,,,,,53,4,0,8.7,13.4,2018-09-22T14:00:00Z,90,4,0,0,0,0,6,0,7807,,0,4,56.0,2,-110,902,1012,50,False,0,2,3,45.0,0.0,1.0,0.0,37.0,2.0,0.0,0.0,0.0,0.0,2699.0,1.0,22 Sep 15:00,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
6,0,1,19,0,5.4,42,,,,,62,1,1,6.5,41.0,2018-10-01T19:00:00Z,57,7,0,0,0,0,7,0,7673,,1,2,19.0,6,-175,510,685,50,True,1,3,2,23.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,1.0,3237.0,0.0,01 Oct 20:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0
7,0,1,32,1,19.1,42,,,,,80,0,1,10.0,44.0,2018-10-06T14:00:00Z,69,18,0,0,0,0,8,0,11015,,4,0,37.0,9,2887,3660,773,50,False,0,2,3,31.0,0.0,0.0,4.0,21.0,1.0,0.0,0.0,0.0,1.0,3776.0,1.0,06 Oct 15:00,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0
8,0,0,2,0,1.9,42,,,,,82,0,0,0.6,0.0,2018-10-20T14:00:00Z,58,16,0,0,0,0,9,0,118323,,0,0,4.0,1,97432,107529,10097,50,True,0,3,2,20.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,4318.0,0.0,20 Oct 15:00,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
9,0,0,25,1,19.3,42,,,,,94,0,1,8.4,41.4,2018-10-27T14:00:00Z,85,9,0,0,0,0,10,0,108232,,3,0,23.0,8,-3807,10264,14071,51,False,0,2,2,24.0,0.0,0.0,1.0,20.0,2.0,0.0,0.0,0.0,1.0,4864.0,1.0,27 Oct 15:00,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
10,0,0,3,0,17.3,42,,,,,102,2,0,9.3,15.2,2018-11-03T12:30:00Z,90,14,0,0,0,0,11,0,129300,,2,1,60.0,2,19102,29841,10739,51,True,0,3,4,24.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,1.0,5412.0,1.0,03 Nov 12:30,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0
11,0,0,10,0,13.3,42,,,,,119,2,0,3.6,8.4,2018-11-10T15:00:00Z,90,15,0,0,0,0,12,0,166445,,1,2,14.0,2,34700,43079,8379,51,False,0,2,3,39.0,1.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,2.0,5962.0,1.0,10 Nov 15:00,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0
12,1,0,13,0,23.0,42,,,,,121,2,0,6.8,28.4,2018-11-25T13:30:00Z,72,1,0,0,0,0,13,0,164182,,2,1,17.0,5,-1087,16430,17517,51,True,0,3,4,25.0,0.0,0.0,2.0,18.0,2.0,0.0,0.0,0.0,0.0,6514.0,2.0,25 Nov 13:30,0.0,0.0,2.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0
13,0,0,0,0,0.3,42,,,,,138,1,0,0.1,0.4,2018-12-01T15:00:00Z,18,13,0,0,0,0,14,0,175892,,1,3,0.0,1,10494,19692,9198,51,False,0,2,5,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7067.0,0.0,01 Dec 15:00,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
14,0,0,5,0,2.3,42,,,,,141,1,0,1.2,7.6,2018-12-04T19:45:00Z,61,10,0,0,0,0,15,0,197673,,1,2,2.0,2,20675,31650,10975,52,True,0,3,2,11.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,7623.0,0.0,04 Dec 19:45,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0
15,0,0,8,0,1.8,42,,,,,152,2,0,2.9,8.0,2018-12-08T12:30:00Z,64,12,0,0,0,0,16,0,182498,,4,0,19.0,2,-12833,6713,19546,52,True,0,3,4,18.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,8181.0,0.0,08 Dec 12:30,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
16,0,0,0,0,0.0,42,,,,,170,0,0,0.0,0.0,2018-12-15T15:00:00Z,0,20,0,0,0,0,17,0,169232,,0,2,0.0,0,-15071,5439,20510,51,False,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8740.0,0.0,15 Dec 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0,3,45,1,7.8,42,,,,,172,0,2,10.9,72.4,2018-12-22T15:00:00Z,90,3,0,0,0,0,18,0,150464,,0,2,29.0,15,-19445,3322,22767,51,True,1,3,2,38.0,0.0,0.0,3.0,29.0,2.0,0.0,0.0,0.0,1.0,9302.0,0.0,22 Dec 15:00,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,1.0
18,0,0,4,0,15.5,42,,,,,189,5,0,4.7,14.8,2018-12-26T15:00:00Z,73,17,0,0,0,0,19,0,193248,,0,5,17.0,2,39093,48917,9824,50,False,0,2,4,22.0,0.0,1.0,3.0,15.0,0.0,0.0,0.0,0.0,2.0,9867.0,2.0,26 Dec 15:00,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0
19,1,0,22,0,25.1,42,,,,,197,3,0,5.4,25.2,2018-12-30T16:30:00Z,65,14,0,0,0,0,20,0,207278,,1,4,4.0,5,14568,31103,16535,50,False,0,2,4,23.0,1.0,0.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,10435.0,2.0,30 Dec 16:30,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
20,0,0,10,0,51.4,42,,,,,202,3,0,7.6,15.0,2019-01-02T19:45:00Z,90,18,0,0,0,0,21,0,262555,,3,3,10.0,2,52253,73906,21653,50,True,0,3,3,36.0,0.0,0.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,11003.0,3.0,02 Jan 19:45,0.0,0.0,0.0,1.0,0.0,4.0,5.0,1.0,1.0,0.0
