Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0.0,0,0,7,0,0.8,524,0.0,0.02,0.02,1.21,7,1,0,2.1,12.4,2022-08-06T14:00:00Z,74,15,0,0,0,0,1,0,4256,1,0,2,8.0,1,0,0,0,50,False,1,2,4,1,2022-23,Lewis_O'Brien
1,1,1,1.0,0,0,9,1,2.0,524,0.01,0.01,0.0,2.29,18,0,0,1.6,13.8,2022-08-14T13:00:00Z,90,19,0,0,0,0,2,0,4639,1,0,1,0.0,3,-337,182,519,50,True,0,2,2,2,2022-23,Lewis_O'Brien
2,2,2,2.0,0,0,4,0,11.4,524,0.05,0.12,0.07,1.51,23,1,0,1.8,2.4,2022-08-20T14:00:00Z,90,8,0,0,0,0,3,0,6212,1,1,1,4.0,2,831,1602,771,50,False,0,2,2,3,2022-23,Lewis_O'Brien
3,3,3,3.0,0,0,12,0,15.8,524,0.05,0.07,0.02,1.56,38,1,0,3.4,8.8,2022-08-28T15:30:00Z,74,18,0,0,0,0,4,0,5641,1,2,0,9.0,1,-803,323,1126,50,True,1,2,3,4,2022-23,Lewis_O'Brien
4,4,4,4.0,0,0,12,0,21.3,524,0.03,0.03,0.0,3.32,49,6,0,3.6,15.0,2022-08-31T18:30:00Z,90,13,0,0,0,0,5,0,5476,1,0,6,0.0,2,-494,245,739,50,False,0,2,5,5,2022-23,Lewis_O'Brien
5,5,5,5.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,58,0,0,0.0,0.0,2022-09-03T14:00:00Z,0,3,0,0,0,0,6,0,6093,0,3,2,0.0,0,232,834,602,50,True,0,2,2,6,2022-23,Lewis_O'Brien
6,6,6,6.0,0,0,23,0,0.8,524,0.0,0.16,0.16,0.43,78,0,1,5.8,40.4,2022-09-16T19:00:00Z,20,9,0,0,0,0,8,0,5663,0,3,2,17.0,6,-127,127,254,49,True,0,2,2,8,2022-23,Lewis_O'Brien
7,7,7,7.0,0,0,6,0,0.3,524,0.0,0.01,0.01,0.92,86,3,0,1.6,7.2,2022-10-03T19:00:00Z,45,10,0,0,0,0,9,0,6672,1,0,4,8.0,1,737,1198,461,49,False,0,2,3,9,2022-23,Lewis_O'Brien
8,8,8,8.0,0,0,3,0,0.0,524,0.0,0.0,0.0,0.0,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,1,2,0,0,0,0,10,0,6234,0,1,1,0.0,1,-446,282,728,49,True,0,2,2,10,2022-23,Lewis_O'Brien
9,9,9,9.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,110,0,0,0.0,0.0,2022-10-15T14:00:00Z,0,20,0,0,0,0,11,0,6011,0,0,1,0.0,0,-310,156,466,49,False,0,2,2,11,2022-23,Lewis_O'Brien
10,10,10,10.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2022-10-18T18:30:00Z,0,5,0,0,0,0,12,0,5354,0,0,0,0.0,0,-512,54,566,49,False,0,2,3,12,2022-23,Lewis_O'Brien
11,11,11,11.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,126,0,0,0.0,0.0,2022-10-22T11:30:00Z,0,12,0,0,0,0,13,0,5169,0,0,1,0.0,0,-365,96,461,49,True,0,2,4,13,2022-23,Lewis_O'Brien
12,12,12,12.0,0,0,3,0,0.1,524,0.0,0.0,0.0,0.22,131,0,0,0.5,5.0,2022-10-30T14:00:00Z,9,1,0,0,0,0,14,0,4676,0,0,5,0.0,1,-486,13,499,49,False,0,2,4,14,2022-23,Lewis_O'Brien
13,13,13,13.0,0,0,2,0,1.8,524,0.04,0.1,0.06,0.47,146,1,0,0.2,0.0,2022-11-05T15:00:00Z,24,4,0,0,0,0,15,0,4515,0,2,2,1.0,1,-192,28,220,49,True,0,2,3,15,2022-23,Lewis_O'Brien
14,14,14,14.0,0,0,3,0,0.0,524,0.0,0.0,0.0,0.26,157,0,0,0.0,0.0,2022-11-12T15:00:00Z,4,7,0,0,0,0,16,0,4467,0,0,1,0.0,1,-90,63,153,48,True,0,2,2,16,2022-23,Lewis_O'Brien
15,15,15,15.0,0,0,2,0,1.3,524,0.01,0.01,0.0,1.94,169,1,0,0.4,2.6,2022-12-27T20:00:00Z,37,14,0,0,0,0,17,0,4389,0,0,3,0.0,1,-153,142,295,48,False,0,2,4,17,2022-23,Lewis_O'Brien
16,16,16,16.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,177,0,0,0.0,0.0,2023-01-01T16:30:00Z,0,6,0,0,0,0,18,0,4366,0,1,1,0.0,0,-48,35,83,48,True,0,2,3,18,2022-23,Lewis_O'Brien
17,17,17,17.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,190,0,0,0.0,0.0,2023-01-04T19:30:00Z,0,17,0,0,0,0,19,0,4339,0,1,0,0.0,0,-44,20,64,48,False,0,2,2,19,2022-23,Lewis_O'Brien
18,18,18,18.0,0,0,2,0,0.8,524,0.0,0.0,0.0,0.0,198,0,0,0.1,0.2,2023-01-14T15:00:00Z,20,10,0,0,0,0,20,0,4284,0,0,2,0.0,1,-78,22,100,48,True,0,2,3,20,2022-23,Lewis_O'Brien
19,19,19,19.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,3,0,0,0,0,21,0,4270,0,1,1,0.0,0,-43,28,71,48,False,0,2,2,21,2022-23,Lewis_O'Brien
20,20,20,20.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,218,0,0,0.0,0.0,2023-02-05T14:00:00Z,0,11,0,0,0,0,22,0,4216,0,0,1,0.0,0,-83,33,116,48,True,0,2,2,22,2022-23,Lewis_O'Brien
21,21,21,21.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,224,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,9,0,0,0,0,23,0,4198,0,0,2,0.0,0,-30,40,70,48,False,0,2,2,23,2022-23,Lewis_O'Brien
22,22,22,22.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,238,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,13,0,0,0,0,24,0,4167,0,1,1,0.0,0,-42,14,56,48,True,0,2,5,24,2022-23,Lewis_O'Brien
23,23,23,23.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,250,0,0,0.0,0.0,2023-02-25T15:00:00Z,0,19,0,0,0,0,25,0,4152,0,0,4,0.0,0,-33,20,53,48,False,0,2,3,25,2022-23,Lewis_O'Brien
24,24,24,24.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,258,0,0,0.0,0.0,2023-03-05T14:00:00Z,0,8,0,0,0,0,26,0,4129,0,2,2,0.0,0,-29,13,42,48,True,0,2,2,26,2022-23,Lewis_O'Brien
25,25,25,25.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,269,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,18,0,0,0,0,27,0,4111,0,1,3,0.0,0,-32,8,40,48,False,0,2,4,27,2022-23,Lewis_O'Brien
26,26,26,26.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,278,0,0,0.0,0.0,2023-03-17T20:00:00Z,0,15,0,0,0,0,28,0,4140,0,2,1,0.0,0,11,27,16,48,True,0,2,3,28,2022-23,Lewis_O'Brien
27,27,27,27.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,289,0,0,0.0,0.0,2023-04-01T14:00:00Z,0,20,0,0,0,0,29,0,4083,0,1,1,0.0,0,-59,4,63,47,True,0,2,2,29,2022-23,Lewis_O'Brien
28,28,28,28.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2023-04-04T18:45:00Z,0,11,0,0,0,0,29,0,4083,0,1,2,0.0,0,-59,4,63,47,False,0,2,2,29,2022-23,Lewis_O'Brien
29,29,29,29.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,291,0,0,0.0,0.0,2023-04-08T14:00:00Z,0,2,0,0,0,0,30,0,4054,0,0,2,0.0,0,-35,0,35,47,False,0,2,2,30,2022-23,Lewis_O'Brien
30,30,30,30.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,306,0,0,0.0,0.0,2023-04-16T15:30:00Z,0,14,0,0,0,0,31,0,4026,0,2,0,0.0,0,-29,0,29,47,True,0,2,3,31,2022-23,Lewis_O'Brien
31,31,31,31.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2023-04-22T14:00:00Z,0,12,0,0,0,0,32,0,4000,0,2,3,0.0,0,-24,0,24,47,False,0,2,4,32,2022-23,Lewis_O'Brien
32,32,32,32.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,324,0,0,0.0,0.0,2023-04-26T18:30:00Z,0,5,0,0,0,0,33,0,3994,0,1,3,0.0,0,-10,0,10,47,True,0,2,3,33,2022-23,Lewis_O'Brien
33,33,33,33.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,333,0,0,0.0,0.0,2023-04-29T14:00:00Z,0,4,0,0,0,0,34,0,3979,0,1,2,0.0,0,-14,0,14,47,False,0,2,3,34,2022-23,Lewis_O'Brien
34,34,34,34.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,347,0,0,0.0,0.0,2023-05-08T19:00:00Z,0,17,0,0,0,0,35,0,3957,0,3,4,0.0,0,-22,0,22,47,True,0,2,2,35,2022-23,Lewis_O'Brien
35,35,35,35.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,354,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,6,0,0,0,0,36,0,3934,0,2,2,0.0,0,-22,0,22,47,False,0,2,4,36,2022-23,Lewis_O'Brien
36,36,36,36.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,367,0,0,0.0,0.0,2023-05-20T16:30:00Z,0,1,0,0,0,0,37,0,3922,0,0,1,0.0,0,-13,0,13,47,True,0,2,4,37,2022-23,Lewis_O'Brien
37,37,37,37.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,375,0,0,0.0,0.0,2023-05-28T15:30:00Z,0,7,0,0,0,0,38,0,3915,0,1,1,0.0,0,-8,0,8,47,False,0,2,2,38,2022-23,Lewis_O'Brien
0,0,0,,0,0,0,0,0.0,458,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2023-08-12T12:00:00Z,0,1,0,0,0,0,1,0,1389,0,1,2,0.0,0,0,0,0,50,False,0,2,4,1,2023-24,Lewis_O'Brien
1,1,1,,0,0,0,0,0.0,458,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2023-08-18T18:45:00Z,0,17,0,0,0,0,2,0,1520,0,1,2,0.0,0,-238,25,263,50,True,0,2,2,2,2023-24,Lewis_O'Brien
2,2,2,,0,0,0,0,0.0,458,0.0,0.0,0.0,0.0,28,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,14,0,0,0,0,3,0,1458,0,2,3,0.0,0,-200,13,213,49,False,0,2,4,3,2023-24,Lewis_O'Brien
3,3,3,,0,0,0,0,0.0,458,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,7,0,0,0,0,4,0,1394,0,1,0,0.0,0,-129,30,159,49,False,0,2,3,4,2023-24,Lewis_O'Brien
4,4,4,,0,0,0,0,0.0,458,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2023-09-18T18:45:00Z,0,6,0,0,0,0,5,0,1138,0,1,1,0.0,0,-256,0,256,49,True,0,2,2,5,2023-24,Lewis_O'Brien
5,5,5,,0,0,0,0,0.0,458,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2023-09-23T14:00:00Z,0,13,0,0,0,0,6,0,1066,0,0,2,0.0,0,-78,0,78,49,False,0,2,5,6,2023-24,Lewis_O'Brien
