Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,20.0,0.0,0.0,0,13,1,4.0,17.0,5.8,0.0,0.0,305,0.0,0.0,6,0.0,0,0,1.7,305.0,11.0,0.0,2018-08-10T19:00:00Z,10 Aug 20:00,0.0,0.0,66,1.0,0.0,11,0,0.0,0,0,3.0,0,1,0,515309,1.0,3.0,0.0,1,2,0.0,2,0,0,0,70,True,0.0,0,4,3,1,2018-19,,,,,,Marcus_Rashford
1,1,1,1.0,0,14.0,0.0,0.0,0,0,0,0.0,11.0,1.7,1.0,0.0,305,0.0,0.0,11,1.0,0,0,0.8,830.0,2.6,0.0,2018-08-19T15:00:00Z,19 Aug 16:00,0.0,0.0,45,0.0,0.0,3,0,0.0,0,0,1.0,0,2,0,544122,3.0,0.0,0.0,2,3,4.0,1,-44522,25499,70021,70,False,0.0,0,4,2,2,2018-19,,,,,,Marcus_Rashford
2,2,2,2.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,305,0.0,0.0,26,0.0,0,0,0.0,1357.0,0.0,0.0,2018-08-27T19:00:00Z,27 Aug 20:00,0.0,0.0,0,0.0,0.0,17,0,0.0,0,0,0.0,0,3,0,446770,0.0,0.0,0.0,3,0,0.0,0,-111366,11531,122897,69,True,0.0,0,4,4,3,2018-19,,,,,,Marcus_Rashford
3,3,3,3.0,0,3.0,0.0,0.0,0,-5,0,0.0,3.0,14.3,0.0,0.0,305,0.0,0.0,32,0.0,0,0,1.7,1888.0,0.0,1.0,2018-09-02T15:00:00Z,02 Sep 16:00,0.0,0.0,10,0.0,1.0,4,0,0.0,0,0,2.0,1,4,0,370966,1.0,0.0,0.0,2,0,4.0,-2,-87935,5329,93264,68,False,0.0,0,4,3,4,2018-19,,,,,,Marcus_Rashford
4,4,4,4.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,305,0.0,0.0,49,0.0,0,0,0.0,2425.0,0.0,0.0,2018-09-15T16:30:00Z,15 Sep 17:30,0.0,0.0,0,0.0,0.0,18,0,0.0,0,0,0.0,0,5,0,271597,0.0,0.0,0.0,2,1,0.0,0,-103213,3258,106471,68,False,0.0,0,4,3,5,2018-19,,,,,,Marcus_Rashford
5,5,5,5.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,305,0.0,0.0,59,0.0,0,0,0.0,2962.0,0.0,0.0,2018-09-22T14:00:00Z,22 Sep 15:00,0.0,0.0,0,0.0,0.0,20,0,0.0,0,0,0.0,0,6,0,247817,0.0,0.0,0.0,1,1,0.0,0,-27465,882,28347,67,True,0.0,0,4,3,6,2018-19,,,,,,Marcus_Rashford
6,6,6,6.0,0,16.0,0.0,0.0,0,27,0,0.0,13.0,7.0,1.0,0.0,305,0.0,0.0,69,0.0,1,1,6.9,3500.0,36.8,0.0,2018-09-29T11:30:00Z,29 Sep 12:30,0.0,0.0,33,0.0,1.0,19,0,0.0,0,0,2.0,0,7,0,239068,2.0,0.0,0.0,1,3,25.0,5,-10580,1724,12304,67,False,0.0,0,4,3,7,2018-19,,,,,,Marcus_Rashford
7,7,7,7.0,0,18.0,0.0,2.0,0,-5,0,1.0,11.0,5.3,0.0,0.0,305,0.0,0.0,77,0.0,2,0,1.8,4039.0,0.0,0.0,2018-10-06T16:30:00Z,06 Oct 17:30,0.0,0.0,66,0.0,0.0,15,0,0.0,0,0,0.0,0,8,0,244045,3.0,0.0,2.0,2,3,14.0,2,1775,6039,4264,67,True,0.0,0,4,2,8,2018-19,,,,,,Marcus_Rashford
8,8,8,8.0,1,18.0,0.0,0.0,0,15,0,6.0,12.0,13.5,0.0,0.0,305,0.0,0.0,84,3.0,1,0,4.9,4581.0,25.6,1.0,2018-10-20T11:30:00Z,20 Oct 12:30,0.0,0.0,84,0.0,0.0,6,0,0.0,0,0,3.0,0,9,0,244373,2.0,0.0,0.0,2,2,10.0,5,-2483,5961,8444,67,False,0.0,0,4,4,9,2018-19,,,,,,Marcus_Rashford
9,9,9,9.0,0,14.0,0.0,1.0,0,-2,1,0.0,11.0,3.0,0.0,0.0,305,0.0,0.0,97,1.0,0,0,2.7,5127.0,3.2,0.0,2018-10-28T16:00:00Z,28 Oct 16:00,0.0,0.0,64,1.0,0.0,8,0,0.0,0,0,0.0,0,10,0,254410,3.0,0.0,0.0,1,2,21.0,2,7466,13553,6087,67,True,0.0,0,4,2,10,2018-19,,,,,,Marcus_Rashford
