Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,66.0,0.0,0.0,0,16,1,1.0,55.0,25.8,1.0,0.0,390,0.0,0.0,9,1.0,0,0,3.9,390.0,11.6,2.0,2018-08-11T14:00:00Z,11 Aug 15:00,0.0,0.0,90,0.0,0.0,3,0,0.0,0,0,10.0,0,1,0,108189,1.0,1.0,0.0,0,2,2.0,3,0,0,0,60,True,0.0,0,3,2,1,2018-19,,,,,,Abdoulaye_Doucouré
1,1,1,1.0,1,46.0,1.0,0.0,1,26,0,2.0,38.0,18.1,1.0,0.0,390,0.0,0.0,12,0.0,1,0,5.2,915.0,32.0,1.0,2018-08-19T12:30:00Z,19 Aug 13:30,0.0,0.0,90,0.0,0.0,4,0,0.0,0,0,8.0,0,2,0,102174,1.0,0.0,0.0,3,1,2.0,6,-10474,3062,13536,60,False,0.0,0,3,3,2,2018-19,,,,,,Abdoulaye_Doucouré
2,2,2,2.0,0,52.0,0.0,0.0,0,13,0,0.0,42.0,37.3,0.0,0.0,390,0.0,0.0,29,2.0,1,0,6.3,1442.0,10.0,3.0,2018-08-26T12:30:00Z,26 Aug 13:30,0.0,0.0,90,0.0,0.0,7,0,0.0,0,0,10.0,0,3,0,101619,0.0,0.0,1.0,1,2,16.0,2,-3442,8699,12141,60,True,0.0,0,3,2,3,2018-19,,,,,,Abdoulaye_Doucouré
3,3,3,3.0,0,36.0,0.0,0.0,0,9,0,3.0,27.0,2.2,1.0,0.0,390,0.0,0.0,39,1.0,1,0,0.8,1973.0,3.4,0.0,2018-09-02T15:00:00Z,02 Sep 16:00,0.0,0.0,90,0.0,0.0,17,1,0.0,0,0,10.0,0,4,0,93812,1.0,2.0,0.0,1,2,2.0,0,-8765,3935,12700,60,True,0.0,0,3,4,4,2018-19,,,,,,Abdoulaye_Doucouré
4,4,4,4.0,1,56.0,0.0,0.0,3,28,0,4.0,51.0,13.7,1.0,0.0,390,0.0,0.0,49,1.0,2,0,6.4,2510.0,31.0,1.0,2018-09-15T16:30:00Z,15 Sep 17:30,0.0,0.0,90,0.0,0.0,14,0,0.0,0,0,5.0,0,5,0,86060,1.0,3.0,2.0,2,1,19.0,8,-8815,3322,12137,59,True,0.0,0,3,4,5,2018-19,,,,,,Abdoulaye_Doucouré
5,5,5,5.0,0,40.0,0.0,0.0,0,16,0,1.0,28.0,23.3,2.0,0.0,390,0.0,0.0,56,0.0,1,0,4.7,3047.0,14.4,2.0,2018-09-22T11:30:00Z,22 Sep 12:30,0.0,0.0,90,0.0,0.0,9,0,0.0,0,0,7.0,0,6,0,94126,0.0,1.0,0.0,1,1,9.0,2,5811,12004,6193,59,False,0.0,0,3,2,6,2018-19,,,,,,Abdoulaye_Doucouré
6,6,6,6.0,0,41.0,0.0,1.0,0,10,0,2.0,33.0,12.2,1.0,0.0,390,0.0,0.0,61,1.0,2,0,3.4,3585.0,9.2,1.0,2018-09-29T14:00:00Z,29 Sep 15:00,0.0,0.0,90,0.0,0.0,1,0,0.0,0,0,8.0,0,7,0,88651,0.0,2.0,2.0,0,2,13.0,1,-5346,2384,7730,59,False,0.0,1,3,4,7,2018-19,,,,,,Abdoulaye_Doucouré
7,7,7,7.0,0,45.0,0.0,0.0,0,5,0,1.0,35.0,3.7,0.0,0.0,390,0.0,0.0,80,1.0,4,0,2.5,4124.0,5.4,0.0,2018-10-06T14:00:00Z,06 Oct 15:00,0.0,0.0,90,0.0,0.0,2,0,0.0,0,0,7.0,0,8,0,85802,0.0,0.0,1.0,4,0,16.0,1,-3475,2461,5936,59,True,0.0,1,3,2,8,2018-19,,,,,,Abdoulaye_Doucouré
8,8,8,8.0,2,87.0,1.0,1.0,2,35,1,2.0,76.0,45.1,2.0,0.0,390,0.0,0.0,90,1.0,0,0,14.0,4666.0,57.4,4.0,2018-10-20T14:00:00Z,20 Oct 15:00,0.0,0.0,90,0.0,0.0,20,0,0.0,0,0,11.0,0,9,0,79496,4.0,1.0,0.0,2,0,37.0,11,-6539,1800,8339,59,False,0.0,0,3,3,9,2018-19,,,,,,Abdoulaye_Doucouré
9,9,9,9.0,0,62.0,0.0,0.0,0,9,1,2.0,48.0,14.3,1.0,0.0,390,0.0,0.0,100,1.0,0,0,3.2,5212.0,16.0,1.0,2018-10-27T14:00:00Z,27 Oct 15:00,0.0,0.0,90,0.0,0.0,10,0,0.0,0,0,7.0,0,10,0,109395,3.0,0.0,0.0,0,3,2.0,3,26445,29856,3411,59,True,0.0,0,3,2,10,2018-19,,,,,,Abdoulaye_Doucouré
10,10,10,10.0,0,70.0,1.0,0.0,0,16,0,4.0,58.0,13.3,0.0,0.0,390,0.0,0.0,108,0.0,1,0,4.0,5760.0,22.8,1.0,2018-11-03T15:00:00Z,03 Nov 15:00,0.0,0.0,90,0.0,0.0,15,0,0.0,0,0,5.0,0,11,0,101977,1.0,0.0,0.0,0,1,4.0,2,-5460,5254,10714,59,False,0.0,0,3,3,11,2018-19,,,,,,Abdoulaye_Doucouré
11,11,11,11.0,0,64.0,0.0,0.0,0,9,0,3.0,54.0,13.6,1.0,0.0,390,0.0,0.0,120,1.0,1,0,3.3,6310.0,15.8,1.0,2018-11-10T15:00:00Z,10 Nov 15:00,0.0,0.0,90,0.0,0.0,16,0,0.0,0,0,4.0,0,12,0,98290,4.0,0.0,0.0,1,1,4.0,2,-4386,4659,9045,59,False,0.0,0,3,2,12,2018-19,,,,,,Abdoulaye_Doucouré
12,12,12,12.0,0,47.0,0.0,0.0,0,10,0,3.0,38.0,2.4,3.0,0.0,390,0.0,0.0,128,4.0,3,0,1.2,6862.0,9.8,0.0,2018-11-24T15:00:00Z,24 Nov 15:00,0.0,0.0,90,0.0,0.0,12,0,0.0,0,0,11.0,0,13,0,90965,3.0,0.0,0.0,3,0,0.0,2,-7412,2725,10137,59,True,0.0,0,3,4,13,2018-19,,,,,,Abdoulaye_Doucouré
13,13,13,13.0,0,66.0,0.0,0.0,0,8,0,3.0,58.0,5.5,0.0,0.0,390,0.0,1.0,136,0.0,2,0,2.5,7415.0,4.6,0.0,2018-12-01T15:00:00Z,01 Dec 15:00,0.0,0.0,90,0.0,0.0,11,0,0.0,0,0,2.0,0,14,0,88691,1.0,0.0,1.0,0,2,15.0,2,-2883,1668,4551,59,False,0.0,0,3,3,14,2018-19,,,,,,Abdoulaye_Doucouré
