Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0,0,0,0,0.0,738,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2023-11-11T17:30:00Z,0,3,0,0,0,0,12,0,0,0,0,2,0.0,0,0,0,0,45,False,0,3,2,12,2023-24,Amadou_Diallo
1,1,1,0,0,3,0,0.0,738,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2023-11-25T15:00:00Z,1,7,0,0,0,0,13,0,255,0,1,4,0.0,1,176,212,36,45,True,0,4,3,13,2023-24,Amadou_Diallo
2,2,2,0,0,0,0,0.0,738,0.0,0.0,0.0,0.0,138,0,0,0.0,0.0,2023-12-02T20:00:00Z,0,14,0,0,0,0,14,0,436,0,0,1,0.0,0,139,189,50,45,True,0,4,3,14,2023-24,Amadou_Diallo
3,3,3,0,0,0,0,0.0,738,0.0,0.0,0.0,0.0,144,0,0,0.0,0.0,2023-12-07T19:30:00Z,0,9,0,0,0,0,15,0,539,0,0,3,0.0,0,79,135,56,45,False,0,3,2,15,2023-24,Amadou_Diallo
4,4,4,0,0,0,0,0.0,738,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2023-12-10T16:30:00Z,0,18,0,0,0,0,16,0,589,0,1,4,0.0,0,29,85,56,45,False,0,3,3,16,2023-24,Amadou_Diallo
5,5,5,0,0,0,0,0.0,738,0.0,0.0,0.0,0.0,168,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,10,0,0,0,0,17,0,629,0,0,3,0.0,0,3,90,87,45,True,0,4,2,17,2023-24,Amadou_Diallo
6,6,6,0,0,0,0,0.0,738,0.0,0.0,0.0,0.0,175,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,12,0,0,0,0,18,0,640,0,0,1,0.0,0,-18,43,61,45,False,0,3,2,18,2023-24,Amadou_Diallo
7,7,7,0,0,0,0,0.0,738,0.0,0.0,0.0,0.0,189,0,0,0.0,0.0,2023-12-26T12:30:00Z,0,16,0,0,0,0,19,0,660,0,3,1,0.0,0,-8,37,45,45,True,0,4,2,19,2023-24,Amadou_Diallo
8,8,8,0,0,0,0,0.0,738,0.0,0.0,0.0,0.0,194,0,0,0.0,0.0,2024-01-01T20:00:00Z,0,11,0,0,0,0,20,0,645,0,2,4,0.0,0,-30,28,58,45,False,0,3,5,20,2023-24,Amadou_Diallo
9,9,9,0,0,0,0,0.0,738,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2024-01-13T17:30:00Z,0,13,0,0,0,0,21,0,666,0,3,2,0.0,0,-19,60,79,45,True,0,4,5,21,2023-24,Amadou_Diallo
10,10,10,0,0,0,0,0.0,738,0.0,0.0,0.0,0.0,211,0,0,0.0,0.0,2024-01-30T20:15:00Z,0,2,0,0,0,0,22,0,680,0,3,1,0.0,0,-24,39,63,45,False,0,3,4,22,2023-24,Amadou_Diallo
11,11,11,0,0,0,0,0.0,738,0.0,0.0,0.0,0.0,229,0,0,0.0,0.0,2024-02-03T15:00:00Z,0,12,0,0,0,0,23,0,680,0,4,4,0.0,0,-6,21,27,45,True,0,4,2,23,2023-24,Amadou_Diallo
