Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0,0,0,0,0.0,694,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,18,0,0,0,0,4,0,34,0,5,2,0.0,0,16,17,1,50,True,0,2,3,4,2023-24,Han-Noah_Massengo
1,1,1,0,0,0,0,0.0,694,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2023-09-18T18:45:00Z,0,16,0,0,0,0,5,0,256,0,1,1,0.0,0,38,47,9,50,False,0,2,2,5,2023-24,Han-Noah_Massengo
2,2,2,0,0,0,0,0.0,694,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2023-09-23T19:00:00Z,0,14,0,0,0,0,6,0,289,0,1,0,0.0,0,-2,23,25,50,True,0,2,3,6,2023-24,Han-Noah_Massengo
3,3,3,0,0,0,0,0.0,694,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,15,0,0,0,0,7,0,315,0,0,2,0.0,0,10,33,23,50,False,0,2,4,7,2023-24,Han-Noah_Massengo
4,4,4,0,0,0,0,0.0,694,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2023-10-03T18:30:00Z,0,12,0,0,0,0,7,0,315,0,2,1,0.0,0,10,33,23,50,False,0,2,2,7,2023-24,Han-Noah_Massengo
5,5,5,0,0,0,0,0.0,694,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,7,0,0,0,0,8,0,389,0,4,1,0.0,0,-3,24,27,50,True,0,2,3,8,2023-24,Han-Noah_Massengo
6,6,6,0,0,0,0,0.0,694,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,4,0,0,0,0,9,0,466,0,0,3,0.0,0,-11,27,38,50,False,0,2,3,9,2023-24,Han-Noah_Massengo
7,7,7,0,0,0,0,0.0,694,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2023-10-28T14:00:00Z,0,3,0,0,0,0,10,0,489,0,1,2,0.0,0,-12,16,28,50,False,0,2,2,10,2023-24,Han-Noah_Massengo
8,8,8,0,0,0,0,0.0,694,0.0,0.0,0.0,0.0,102,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,8,0,0,0,0,11,0,521,0,2,0,0.0,0,0,26,26,50,True,0,2,2,11,2023-24,Han-Noah_Massengo
9,9,9,0,0,0,0,0.0,694,0.0,0.0,0.0,0.0,111,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,1,0,0,0,0,12,0,538,0,1,3,0.0,0,-4,20,24,50,False,0,2,4,12,2023-24,Han-Noah_Massengo
10,10,10,0,0,0,0,0.0,694,0.0,0.0,0.0,0.0,122,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,19,0,0,0,0,13,0,582,0,2,1,0.0,0,-4,29,33,50,True,0,2,2,13,2023-24,Han-Noah_Massengo
11,11,11,0,0,0,0,0.0,694,0.0,0.0,0.0,0.0,134,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,17,0,0,0,0,14,0,604,0,0,5,0.0,0,-6,19,25,50,True,0,2,2,14,2023-24,Han-Noah_Massengo
12,12,12,0,0,0,0,0.0,694,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2023-12-05T19:30:00Z,0,20,0,0,0,0,15,0,617,0,0,1,0.0,0,-8,12,20,50,False,0,2,2,15,2023-24,Han-Noah_Massengo
13,13,13,0,0,0,0,0.0,694,0.0,0.0,0.0,0.0,152,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,5,0,0,0,0,16,0,650,0,1,1,0.0,0,1,20,19,50,False,0,2,3,16,2023-24,Han-Noah_Massengo
14,14,14,0,0,0,0,0.0,694,0.0,0.0,0.0,0.0,164,0,0,0.0,0.0,2023-12-16T17:30:00Z,0,9,0,0,0,0,17,0,685,0,2,0,0.0,0,-17,14,31,50,True,0,2,2,17,2023-24,Han-Noah_Massengo
