Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0.0,0,0,6,0,8.0,448,0.02,0.02,0.0,0.24,8,0,0,2.1,7.0,2022-08-06T14:00:00Z,24,17,0,0,0,0,1,0,1973469,0,1,4,6.0,1,0,0,0,55,True,0,4,2,1,2022-23,Ivan_Perišić
1,1,1,1.0,1,0,15,0,28.3,448,0.26,0.26,0.0,0.11,15,0,0,4.9,20.4,2022-08-14T15:30:00Z,11,6,0,0,0,0,2,0,1706293,0,2,2,0.0,4,-356478,34461,390939,55,False,0,3,4,2,2022-23,Ivan_Perišić
2,2,2,2.0,1,3,33,1,40.9,448,0.59,0.59,0.0,0.68,29,0,0,8.1,34.0,2022-08-20T11:30:00Z,75,20,0,0,0,0,3,0,1550856,1,0,1,6.0,12,-193692,85043,278735,54,True,0,4,2,3,2022-23,Ivan_Perišić
3,3,3,3.0,0,0,18,1,1.4,448,0.06,0.09,0.03,0.61,38,0,0,2.0,6.4,2022-08-28T15:30:00Z,73,16,0,0,0,0,4,0,2386846,1,2,0,12.0,6,694633,761145,66512,55,False,0,3,2,4,2022-23,Ivan_Perišić
4,4,4,4.0,0,0,11,0,48.8,448,0.14,0.14,0.0,1.24,47,1,0,7.0,13.6,2022-08-31T18:45:00Z,90,19,0,0,0,0,5,0,2703414,1,1,1,8.0,1,276837,365680,88843,56,False,1,3,3,5,2022-23,Ivan_Perišić
5,5,5,5.0,0,0,3,0,0.0,448,0.0,0.0,0.0,0.04,59,0,0,0.2,2.4,2022-09-03T14:00:00Z,6,9,0,0,0,0,6,0,2880830,0,1,2,0.0,1,122071,311141,189070,56,True,0,4,2,6,2022-23,Ivan_Perišić
6,6,6,6.0,1,0,14,0,47.8,448,0.26,0.35,0.09,1.45,79,2,0,8.8,22.6,2022-09-17T16:30:00Z,54,10,0,0,0,0,8,0,3027773,1,2,6,18.0,2,209617,316199,106582,56,True,1,4,3,8,2022-23,Ivan_Perišić
7,7,7,7.0,0,0,5,0,14.7,448,0.12,0.21,0.09,2.2,81,3,0,2.2,3.4,2022-10-01T11:30:00Z,70,1,0,0,0,0,9,0,2742480,1,1,3,4.0,1,-156410,79156,235566,56,False,0,3,4,9,2022-23,Ivan_Perišić
8,8,8,8.0,0,0,0,0,0.5,448,0.0,0.0,0.0,0.0,93,0,0,0.3,0.0,2022-10-08T16:30:00Z,10,5,0,0,0,0,10,0,2639641,0,1,0,4.0,1,-118397,91505,209902,56,False,0,3,3,10,2022-23,Ivan_Perišić
9,9,9,9.0,0,2,31,1,62.0,448,0.36,0.49,0.13,0.43,109,0,0,12.0,21.8,2022-10-15T16:30:00Z,90,8,0,0,0,0,11,0,2607340,1,0,2,36.0,8,-43451,135395,178846,55,True,0,4,2,11,2022-23,Ivan_Perišić
10,10,10,10.0,0,0,10,0,6.6,448,0.08,0.14,0.06,1.61,119,2,0,2.8,11.8,2022-10-19T19:15:00Z,88,14,0,0,0,0,12,0,2701940,1,0,2,10.0,1,94630,152626,57996,55,False,0,3,4,12,2022-23,Ivan_Perišić
11,11,11,11.0,0,0,1,0,14.2,448,0.03,0.1,0.07,0.04,128,0,0,3.8,6.4,2022-10-23T15:30:00Z,29,15,0,0,0,0,13,0,2614550,0,2,1,17.0,1,-89984,52249,142233,55,True,0,4,3,13,2022-23,Ivan_Perišić
