Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,ea_index,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,id,key_passes,kickoff_time_formatted,loaned_in,loaned_out,offside,open_play_crosses,penalties_conceded,recoveries,tackled,tackles,target_missed,winning_goals
0,0,0,13,0,0.5,313,0.02,0.05,0.03,1.28,9,1,0,2.4,20.0,2023-08-13T15:30:00Z,90,7,0,0,0,0,1,0,732873,1.0,1,1,3.0,2,0,0,0,60,False,0,4,3,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,17,0,11.3,313,0.02,0.23,0.21,1.29,14,1,0,5.3,18.6,2023-08-19T14:00:00Z,90,3,0,0,0,0,2,0,932127,1.0,1,3,23.0,2,29679,76711,47032,60,True,0,5,2,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,-6,0,0.1,313,0.0,0.0,0.0,3.47,29,1,0,0.0,0.0,2023-08-27T15:30:00Z,27,15,0,0,0,1,3,0,938353,1.0,2,1,0.0,-2,-41181,41032,82213,60,False,0,4,4,,,,,,,,,,,,,,,,,,,,,,,
3,0,0,0,0,0.0,313,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2023-09-03T13:00:00Z,0,2,0,0,0,0,4,0,690703,0.0,0,3,0.0,0,-253913,10578,264491,60,True,0,5,3,,,,,,,,,,,,,,,,,,,,,,,
4,0,0,0,0,0.0,313,0.0,0.0,0.0,0.0,50,0,0,0.0,0.0,2023-09-16T11:30:00Z,0,20,0,0,0,0,5,0,605992,0.0,3,1,0.0,0,-104580,11186,115766,60,False,0,4,2,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,29,0,21.6,313,0.08,0.36,0.28,1.11,57,1,0,8.6,45.2,2023-09-24T13:00:00Z,90,19,0,0,0,0,6,0,621048,1.0,1,3,19.0,7,1111,17958,16847,60,True,0,5,2,,,,,,,,,,,,,,,,,,,,,,,
6,1,0,25,0,10.5,313,0.12,0.16,0.04,2.1,68,2,0,8.3,66.8,2023-09-30T16:30:00Z,90,18,0,0,0,0,7,0,645865,1.0,1,2,6.0,3,13417,27950,14533,60,False,1,4,3,,,,,,,,,,,,,,,,,,,,,,,
7,0,0,14,0,0.7,313,0.01,0.01,0.0,2.3,72,2,0,2.7,24.4,2023-10-08T13:00:00Z,90,5,0,0,0,0,8,0,675635,1.0,2,2,2.0,1,18356,37118,18762,60,False,0,4,3,,,,,,,,,,,,,,,,,,,,,,,
8,0,1,28,1,13.1,313,0.02,0.02,0.0,0.13,85,0,0,4.4,28.4,2023-10-21T11:30:00Z,90,9,0,0,0,0,9,0,741548,1.0,0,2,2.0,7,51610,71412,19802,60,True,0,5,2,,,,,,,,,,,,,,,,,,,,,,,
9,0,2,32,1,12.5,313,0.04,0.04,0.0,0.45,97,0,0,4.8,35.2,2023-10-29T14:00:00Z,90,16,0,0,0,0,10,0,791105,1.0,0,3,0.0,8,40923,59459,18536,60,True,0,5,2,,,,,,,,,,,,,,,,,,,,,,,
10,0,0,16,0,3.7,313,0.03,0.11,0.08,0.81,105,1,0,3.2,20.6,2023-11-05T16:30:00Z,90,12,0,0,0,0,11,0,861589,1.0,1,1,8.0,2,57873,72964,15091,61,False,0,4,2,,,,,,,,,,,,,,,,,,,,,,,
11,0,0,24,1,1.3,313,0.01,0.08,0.07,1.57,117,0,0,5.2,31.2,2023-11-12T14:00:00Z,90,4,0,0,0,0,12,0,824499,1.0,0,3,19.0,6,-35150,24350,59500,61,True,0,5,3,,,,,,,,,,,,,,,,,,,,,,,
12,0,0,14,0,0.3,313,0.0,0.05,0.05,1.35,126,1,0,3.8,20.2,2023-11-25T12:30:00Z,90,13,0,0,0,0,13,0,850651,1.0,1,1,17.0,2,12675,40116,27441,61,False,0,4,5,,,,,,,,,,,,,,,,,,,,,,,
13,0,0,18,0,2.5,313,0.02,0.2,0.18,1.22,136,3,0,3.2,17.2,2023-12-03T14:00:00Z,90,10,0,0,0,0,14,0,901671,1.0,3,4,12.0,1,41269,55254,13985,61,True,0,5,2,,,,,,,,,,,,,,,,,,,,,,,
14,0,2,44,1,1.5,313,0.01,0.35,0.34,0.66,147,0,1,10.1,59.6,2023-12-06T19:30:00Z,90,17,0,0,0,0,15,0,898633,1.0,2,0,40.0,14,-4657,20045,24702,61,False,0,4,2,,,,,,,,,,,,,,,,,,,,,,,
15,0,0,10,0,2.8,313,0.02,0.17,0.15,1.74,153,1,0,3.3,26.4,2023-12-09T12:30:00Z,90,8,0,0,0,0,16,0,978316,1.0,2,1,4.0,2,67147,76811,9664,61,False,0,4,2,,,,,,,,,,,,,,,,,,,,,,,
16,0,0,27,1,12.6,313,0.14,0.21,0.07,0.63,166,0,0,8.6,24.2,2023-12-17T16:30:00Z,90,14,0,0,0,0,17,0,1047412,1.0,0,0,49.0,6,57215,85529,28314,62,True,0,5,3,,,,,,,,,,,,,,,,,,,,,,,
17,0,0,12,0,1.7,313,0.01,0.01,0.0,0.8,174,1,0,2.5,21.6,2023-12-23T17:30:00Z,90,1,0,0,0,0,18,0,1059205,1.0,1,1,2.0,2,10560,32167,21607,62,True,0,5,4,,,,,,,,,,,,,,,,,,,,,,,
18,0,1,29,1,2.2,313,0.02,0.12,0.1,0.76,185,0,0,3.0,21.6,2023-12-26T17:30:00Z,90,6,0,0,0,0,19,0,1113771,1.0,2,0,6.0,7,45071,60933,15862,62,False,0,4,2,,,,,,,,,,,,,,,,,,,,,,,
19,0,0,15,0,1.3,313,0.01,0.08,0.07,0.59,194,2,0,1.9,10.8,2024-01-01T20:00:00Z,90,15,0,0,0,0,20,0,1185425,1.0,2,4,7.0,1,62759,87330,24571,62,True,0,5,3,,,,,,,,,,,,,,,,,,,,,,,
20,0,0,29,1,0.8,313,0.0,0.0,0.0,1.39,202,0,0,3.6,35.2,2024-01-21T16:30:00Z,90,3,0,0,0,0,21,0,1562122,1.0,4,0,0.0,6,317292,390256,72964,63,False,0,4,2,,,,,,,,,,,,,,,,,,,,,,,
21,0,0,14,0,0.8,313,0.15,0.17,0.02,0.56,219,1,0,2.4,12.2,2024-01-31T20:15:00Z,90,7,0,0,0,0,22,0,1609978,1.0,1,4,11.0,2,65289,108319,43030,63,True,0,5,3,,,,,,,,,,,,,,,,,,,,,,,
22,0,0,12,0,2.2,313,0.01,0.05,0.04,3.52,221,3,0,2.9,22.4,2024-02-04T16:30:00Z,90,1,0,0,0,0,23,0,1578432,1.0,1,3,4.0,1,-30122,21810,51932,63,False,0,4,4,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,29,1,1.3,246,,,,,5,0,0,1.6,14.2,2018-08-12T12:30:00Z,90,19,0,0,0,0,1,0,811455,,0,4,0.0,6,0,0,0,60,True,0,5,3,61.0,0.0,0.0,4.0,60.0,0.0,0.0,0.0,0.0,0.0,246.0,0.0,12 Aug 13:30,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
1,0,0,31,1,1.7,246,,,,,15,0,0,3.2,26.4,2018-08-20T19:00:00Z,90,7,0,0,0,0,2,0,930992,,2,0,4.0,6,-9800,27137,36937,60,False,0,4,2,79.0,0.0,0.0,9.0,73.0,0.0,0.0,0.0,0.0,1.0,771.0,0.0,20 Aug 20:00,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
2,0,2,29,1,3.8,246,,,,,25,0,0,3.0,24.2,2018-08-25T16:30:00Z,90,3,0,0,0,0,3,0,961887,,0,1,2.0,8,-17944,33865,51809,60,True,0,5,2,117.0,0.0,0.0,3.0,108.0,2.0,0.0,0.0,0.0,0.0,1298.0,0.0,25 Aug 17:30,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
3,0,0,9,0,0.3,246,,,,,37,1,0,2.1,20.6,2018-09-01T11:30:00Z,90,11,0,0,0,0,4,0,1009383,,2,1,0.0,1,5768,40281,34513,60,False,1,4,3,65.0,0.0,0.0,12.0,51.0,0.0,0.0,0.0,0.0,2.0,1829.0,0.0,01 Sep 12:30,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
4,0,0,7,0,0.8,246,,,,,48,1,0,1.7,8.6,2018-09-15T11:30:00Z,90,17,0,0,0,0,5,0,966526,,2,1,8.0,2,-64508,13822,78330,60,False,0,4,4,28.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,3.0,2366.0,0.0,15 Sep 12:30,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0
5,0,0,15,0,0.8,246,,,,,58,0,0,2.5,24.0,2018-09-22T14:00:00Z,54,16,0,0,0,0,6,0,974407,,0,3,0.0,1,-11498,20932,32430,60,True,0,5,2,65.0,0.0,0.0,5.0,62.0,0.0,0.0,0.0,0.0,0.0,2903.0,0.0,22 Sep 15:00,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
6,0,0,18,0,1.2,246,,,,,64,1,0,4.0,33.0,2018-09-29T16:30:00Z,90,6,0,0,0,0,7,0,842799,,1,1,6.0,2,-129650,3042,132692,60,False,0,4,4,90.0,0.0,0.0,12.0,76.0,0.0,0.0,0.0,0.0,0.0,3441.0,0.0,29 Sep 17:30,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
7,0,0,24,1,0.4,246,,,,,76,0,0,1.9,18.6,2018-10-07T15:30:00Z,90,13,0,0,0,0,8,0,835869,,0,0,0.0,6,-17690,8804,26494,59,True,0,5,4,75.0,0.0,0.0,9.0,70.0,0.0,0.0,0.0,0.0,2.0,3980.0,0.0,07 Oct 16:30,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
8,0,2,28,1,0.5,246,,,,,86,0,0,2.8,25.6,2018-10-20T16:30:00Z,90,10,0,0,0,0,9,0,823459,,1,0,2.0,8,-21934,17625,39559,59,False,0,4,2,51.0,0.0,0.0,11.0,42.0,0.0,0.0,0.0,0.0,0.0,4522.0,0.0,20 Oct 17:30,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
9,0,0,14,0,2.6,246,,,,,96,1,0,2.3,12.2,2018-10-27T14:00:00Z,90,5,0,0,0,0,10,0,885332,,1,4,8.0,2,46884,56191,9307,59,True,0,5,2,102.0,0.0,0.0,5.0,95.0,0.0,0.0,0.0,0.0,0.0,5068.0,0.0,27 Oct 15:00,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0
10,0,0,17,0,0.5,246,,,,,101,1,0,7.2,31.0,2018-11-03T17:30:00Z,90,1,0,0,0,0,11,0,886768,,1,1,40.0,2,-1982,22392,24374,59,False,0,4,4,36.0,0.0,1.0,10.0,34.0,1.0,0.0,0.0,0.0,0.0,5616.0,0.0,03 Nov 17:30,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0
11,0,1,32,1,1.8,246,,,,,117,0,0,4.2,24.2,2018-11-11T12:00:00Z,90,9,0,0,0,0,12,0,953960,,0,2,16.0,7,51943,63735,11792,59,True,0,5,2,109.0,0.0,0.0,5.0,102.0,0.0,0.0,0.0,0.0,0.0,6166.0,0.0,11 Nov 12:00,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0
12,0,0,30,1,1.1,246,,,,,128,0,0,3.5,32.0,2018-11-24T15:00:00Z,90,18,0,0,0,0,13,0,1021107,,3,0,2.0,6,58058,73967,15909,60,False,0,4,3,93.0,0.0,0.0,8.0,82.0,0.0,0.0,0.0,0.0,0.0,6718.0,0.0,24 Nov 15:00,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0
13,1,3,34,1,0.8,246,,,,,137,0,0,4.2,24.6,2018-12-02T16:15:00Z,90,8,0,0,0,0,14,0,1033330,,0,1,17.0,12,10124,24705,14581,60,True,0,5,2,88.0,0.0,0.0,6.0,74.0,1.0,0.0,0.0,0.0,1.0,7271.0,0.0,02 Dec 16:15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
14,1,0,28,0,10.8,246,,,,,143,1,0,9.9,47.0,2018-12-05T19:45:00Z,90,4,0,0,0,0,15,0,1107110,,3,1,41.0,5,60561,68520,7959,60,False,0,4,3,102.0,1.0,0.0,11.0,90.0,0.0,0.0,0.0,0.0,0.0,7827.0,1.0,05 Dec 19:45,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
15,0,0,28,1,1.3,246,,,,,152,0,0,1.5,14.0,2018-12-08T12:30:00Z,90,2,0,0,0,0,16,0,1210361,,4,0,0.0,6,93083,104246,11163,61,False,0,4,3,74.0,0.0,0.0,6.0,67.0,0.0,0.0,0.0,0.0,0.0,8385.0,0.0,08 Dec 12:30,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
16,0,0,14,0,11.3,246,,,,,165,1,0,6.3,8.0,2018-12-16T16:00:00Z,90,14,0,0,0,0,17,0,1274924,,1,3,44.0,2,59557,81131,21574,62,True,0,5,4,40.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,8944.0,1.0,16 Dec 16:00,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
17,0,3,49,1,10.5,246,,,,,180,0,1,10.2,54.0,2018-12-21T20:00:00Z,90,20,0,0,0,0,18,0,1350848,,2,0,37.0,15,63927,80268,16341,62,False,0,4,3,61.0,1.0,0.0,6.0,56.0,1.0,0.0,0.0,0.0,0.0,9506.0,1.0,21 Dec 20:00,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
18,0,0,27,1,1.9,246,,,,,186,0,0,7.7,22.6,2018-12-26T15:00:00Z,90,15,0,0,0,0,19,0,1542649,,0,4,52.0,6,169514,176527,7013,63,True,0,5,2,100.0,0.0,0.0,6.0,94.0,0.0,0.0,0.0,0.0,2.0,10071.0,0.0,26 Dec 15:00,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
19,0,0,16,0,0.6,246,,,,,196,1,0,1.5,14.4,2018-12-29T17:30:00Z,90,1,0,0,0,0,20,0,1582665,,1,5,0.0,2,39736,67226,27490,64,True,0,5,4,60.0,0.0,0.0,4.0,57.0,0.0,0.0,0.0,0.0,0.0,10639.0,0.0,29 Dec 17:30,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
20,0,0,17,0,0.5,246,,,,,207,2,0,3.1,26.4,2019-01-03T20:00:00Z,90,13,0,0,0,0,21,0,1585702,,1,2,4.0,1,-5956,46063,52019,64,False,0,4,5,62.0,0.0,0.0,12.0,50.0,0.0,0.0,0.0,0.0,0.0,11207.0,0.0,03 Jan 20:00,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
21,0,1,29,1,1.2,246,,,,,211,0,0,2.2,18.4,2019-01-12T15:00:00Z,90,3,0,0,0,0,22,0,1633938,,1,0,2.0,7,20180,66679,46499,64,False,0,4,2,131.0,0.0,0.0,4.0,118.0,1.0,0.0,0.0,0.0,0.0,11777.0,0.0,12 Jan 15:00,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
22,1,0,24,0,4.0,246,,,,,225,3,0,4.6,19.4,2019-01-19T15:00:00Z,90,7,0,0,0,0,23,0,1742279,,3,4,23.0,4,91395,126871,35476,65,True,0,5,2,112.0,0.0,0.0,6.0,107.0,0.0,0.0,0.0,0.0,0.0,12351.0,0.0,19 Jan 15:00,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0
23,0,0,16,0,4.2,246,,,,,237,1,0,2.8,19.8,2019-01-30T20:00:00Z,90,11,0,0,0,0,24,0,1690921,,1,1,4.0,2,-56285,35913,92198,65,True,0,5,3,122.0,0.0,0.0,4.0,112.0,0.0,0.0,0.0,0.0,0.0,12930.0,0.0,30 Jan 20:00,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
24,0,0,14,0,1.1,246,,,,,250,1,0,3.6,29.0,2019-02-04T20:00:00Z,90,19,0,0,0,0,25,0,1692580,,1,1,6.0,2,1236,30759,29523,65,False,0,4,3,89.0,0.0,0.0,6.0,71.0,2.0,0.0,0.0,0.0,0.0,13537.0,0.0,04 Feb 20:00,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
25,0,0,30,1,2.3,246,,,,,255,0,0,3.5,30.2,2019-02-09T15:00:00Z,90,2,0,0,0,0,26,0,1713841,,0,3,2.0,6,3025,33371,30346,65,True,0,5,2,107.0,0.0,0.0,7.0,103.0,0.0,0.0,0.0,0.0,0.0,14167.0,0.0,09 Feb 15:00,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
26,0,1,28,1,1.3,246,,,,,268,0,0,3.7,25.4,2019-02-24T14:05:00Z,90,14,0,0,0,0,27,0,1708913,,0,0,10.0,7,-2049,33631,35680,65,False,0,4,4,76.0,0.0,0.0,6.0,68.0,0.0,0.0,0.0,0.0,0.0,14698.0,0.0,24 Feb 14:05,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
27,0,2,54,1,0.9,246,,,,,277,0,2,14.6,93.4,2019-02-27T20:00:00Z,90,18,0,0,0,0,28,0,1762402,,0,5,52.0,20,32036,42299,10263,65,True,0,5,3,67.0,0.0,0.0,11.0,60.0,0.0,0.0,0.0,0.0,0.0,15251.0,0.0,27 Feb 20:00,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0
28,0,2,32,1,0.7,246,,,,,284,0,0,4.1,29.8,2019-03-03T16:15:00Z,90,8,0,0,0,0,29,0,1832531,,0,0,10.0,8,64792,73104,8312,65,False,0,4,3,63.0,1.0,0.0,16.0,54.0,0.0,0.0,0.0,0.0,1.0,15856.0,1.0,03 Mar 16:15,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
29,0,0,15,0,21.2,246,,,,,297,2,0,5.2,21.2,2019-03-10T12:00:00Z,90,4,0,0,0,0,30,0,1897873,,2,4,10.0,1,55727,62868,7141,66,True,0,5,2,83.0,0.0,0.0,5.0,63.0,0.0,0.0,0.0,0.0,0.0,16462.0,2.0,10 Mar 12:00,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0
30,0,0,16,0,0.5,246,,,,,305,1,0,1.3,10.6,2019-03-17T14:15:00Z,90,9,0,0,0,0,31,0,1959514,,2,1,2.0,2,31704,46435,14731,66,False,0,4,2,67.0,0.0,0.0,3.0,61.0,0.0,0.0,1.0,0.0,0.0,16983.0,0.0,17 Mar 14:15,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0
31,0,0,14,0,0.6,246,,,,,318,1,0,3.2,20.0,2019-03-31T15:30:00Z,90,17,0,0,0,0,32,0,1864802,,1,2,11.0,2,-41694,26316,68010,66,True,0,5,4,52.0,0.0,0.0,8.0,46.0,0.0,0.0,0.0,0.0,0.0,17477.0,0.0,31 Mar 16:30,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0
32,0,0,17,0,1.3,246,,,,,327,1,0,2.9,25.8,2019-04-05T19:00:00Z,90,16,0,0,0,0,33,0,1912419,,3,1,2.0,2,2788,29078,26290,66,False,0,4,2,69.0,0.0,0.0,10.0,65.0,0.0,0.0,0.0,0.0,0.0,18219.0,0.0,05 Apr 20:00,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
33,1,3,38,1,11.3,246,,,,,336,0,0,4.9,35.6,2019-04-14T15:30:00Z,90,6,0,0,0,0,34,0,1882663,,0,2,2.0,12,-32779,15543,48322,66,True,0,5,4,72.0,0.0,0.0,6.0,65.0,0.0,0.0,0.0,0.0,0.0,18697.0,1.0,14 Apr 16:30,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
34,0,1,28,1,2.1,246,,,,,343,0,0,3.1,19.6,2019-04-21T15:00:00Z,90,5,0,0,0,0,35,0,1909559,,2,0,9.0,7,24599,44354,19755,66,False,0,4,2,72.0,0.0,0.0,6.0,58.0,0.0,0.0,0.0,0.0,0.0,19368.0,0.0,21 Apr 16:00,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0
35,0,0,24,1,1.8,246,,,,,356,0,0,2.1,15.4,2019-04-26T19:00:00Z,90,10,0,0,0,0,36,0,1964467,,0,5,4.0,6,44242,51854,7612,67,True,0,5,2,114.0,0.0,0.0,3.0,101.0,0.0,0.0,0.0,0.0,0.0,20182.0,0.0,26 Apr 20:00,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0
36,0,1,31,0,1.0,246,,,,,368,2,1,8.0,62.2,2019-05-04T18:45:00Z,90,15,0,0,0,0,37,0,1956505,,3,2,17.0,8,-9816,12500,22316,67,False,0,4,3,102.0,0.0,0.0,6.0,92.0,1.0,0.0,0.0,0.0,0.0,20797.0,0.0,04 May 19:45,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
37,0,0,26,1,1.1,246,,,,,376,0,0,1.9,12.2,2019-05-12T14:00:00Z,90,20,0,0,0,0,38,0,2047883,,0,2,6.0,6,77149,89256,12107,67,True,0,5,3,89.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0,21413.0,0.0,12 May 15:00,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0
0,0,0,27,0,0.8,183,,,,,1,1,1,7.4,52.4,2019-08-09T19:00:00Z,90,14,0,0,0,0,1,0,2725192,,1,4,21.0,8,0,0,0,65,True,0,5,2,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,16,0,1.1,183,,,,,19,1,0,3.4,30.8,2019-08-17T14:00:00Z,90,16,0,0,0,0,2,0,3217035,,2,1,2.0,2,60548,107209,46661,65,False,0,4,2,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,7,0,0.8,183,,,,,24,1,0,3.2,11.0,2019-08-24T16:30:00Z,90,1,0,0,0,0,3,0,3261181,,1,3,20.0,2,-71028,94480,165508,65,True,0,5,3,,,,,,,,,,,,,,,,,,,,,,,
3,0,1,27,1,1.0,183,,,,,32,0,0,2.4,20.8,2019-08-31T16:30:00Z,90,5,0,0,0,0,4,0,3306073,,3,0,2.0,7,-62084,87396,149480,65,False,0,4,3,,,,,,,,,,,,,,,,,,,,,,,
