Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR
0,0,0,11,1,8.6,344,0.03,0.03,0.0,0.3,1,0,0,1.1,2.2,2023-08-11T19:00:00Z,90,6,0,0,0,0,1,0,404104,1,3,0,0.0,3,0,0,0,65,False,0,5,2
1,0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2023-08-19T19:00:00Z,0,15,0,0,0,0,2,0,339577,0,0,1,0.0,0,-106448,30229,136677,65,True,0,5,3
2,0,0,17,0,59.3,344,0.76,0.76,0.0,0.73,30,1,0,8.9,20.0,2023-08-27T13:00:00Z,90,17,0,0,0,0,3,0,205740,1,2,1,10.0,2,-135844,1697,137541,64,False,0,5,2
3,0,0,-1,0,2.0,344,0.01,0.01,0.0,0.0,39,0,0,0.2,0.0,2023-09-02T14:00:00Z,14,10,0,0,0,0,4,0,196369,0,1,5,0.0,0,-17571,9613,27184,64,True,1,5,2
4,1,3,49,0,55.0,344,0.56,0.91,0.35,0.94,49,1,1,15.4,64.0,2023-09-16T14:00:00Z,90,19,0,0,0,0,5,0,174222,1,3,1,35.0,13,-27356,7305,34661,64,False,0,5,3
5,0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2023-09-23T14:00:00Z,0,16,0,0,0,0,6,0,164523,0,0,2,0.0,0,-13007,28836,41843,64,True,0,5,2
6,0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,70,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,20,0,0,0,0,7,0,126923,0,1,2,0.0,0,-36624,380,37004,63,False,0,5,2
7,0,0,10,0,6.3,344,0.02,0.02,0.0,0.41,71,1,0,2.6,19.4,2023-10-08T15:30:00Z,90,1,0,0,0,0,8,0,126697,1,0,1,0.0,1,-2914,6749,9663,63,False,1,5,4
8,0,0,12,0,26.1,344,0.02,0.02,0.0,0.83,86,1,0,4.0,10.2,2023-10-21T14:00:00Z,90,5,0,0,0,0,9,0,135308,1,1,2,4.0,2,6079,11121,5042,63,True,0,5,3
9,1,1,35,1,42.0,344,1.07,1.1,0.03,1.03,98,0,0,9.8,34.6,2023-10-29T15:30:00Z,90,14,0,0,0,0,10,0,130747,1,3,0,21.0,7,-5028,3847,8875,63,False,0,5,4
10,0,2,54,0,40.5,344,0.12,0.58,0.46,0.77,106,1,2,17.6,73.2,2023-11-04T15:00:00Z,84,3,0,0,0,0,11,0,156260,1,1,6,62.0,14,22424,27045,4621,63,True,0,5,2
11,1,2,31,0,29.1,344,0.18,0.18,0.0,2.96,115,4,0,6.8,28.6,2023-11-12T16:30:00Z,90,7,0,0,0,0,12,0,209989,1,4,4,10.0,7,48563,55827,7264,63,False,0,5,3
12,0,0,14,0,28.8,344,0.06,0.09,0.03,0.56,126,1,0,7.0,27.8,2023-11-25T12:30:00Z,90,11,0,0,0,0,13,0,315986,1,1,1,13.0,1,95971,107441,11470,64,True,1,5,4
13,0,0,9,0,38.2,344,0.39,0.45,0.06,0.49,137,3,0,8.1,16.2,2023-12-03T16:30:00Z,90,18,0,0,0,0,14,0,324137,1,3,3,27.0,2,10421,38802,28381,64,True,0,5,3
14,0,0,19,0,18.1,344,0.62,0.62,0.0,2.04,141,1,0,3.8,13.8,2023-12-06T20:15:00Z,90,2,0,0,0,0,15,0,327707,1,0,1,6.0,2,2091,27481,25390,64,False,0,5,4
15,0,2,32,0,38.2,344,0.15,0.29,0.14,0.33,156,1,1,11.8,50.2,2023-12-10T14:00:00Z,90,12,0,0,0,0,16,0,339179,1,2,1,30.0,9,9807,35954,26147,64,False,0,5,2
16,0,0,10,0,28.2,344,0.13,0.18,0.05,1.82,167,2,0,8.1,17.0,2023-12-16T15:00:00Z,90,8,0,0,0,0,17,0,382652,1,2,2,36.0,2,36254,51079,14825,64,True,0,5,2
17,1,3,38,0,32.8,344,0.16,0.5,0.34,1.01,187,1,1,11.6,60.0,2023-12-27T20:15:00Z,90,9,0,0,0,0,19,0,342399,1,3,1,23.0,13,25788,38749,12961,64,False,0,5,2
18,0,0,13,1,45.8,344,0.1,0.32,0.22,0.33,196,0,0,8.4,19.0,2023-12-30T15:00:00Z,90,17,0,0,0,0,20,0,535465,1,0,2,19.0,3,184806,194765,9959,65,True,0,5,2
19,0,2,26,0,10.3,344,0.09,0.52,0.43,1.09,209,2,1,9.0,39.2,2024-01-13T17:30:00Z,68,15,0,0,0,0,21,0,554634,1,3,2,40.0,8,15362,115675,100313,65,False,1,5,4
