Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
12,12,12,0,0,0,0,0.0,235,0.0,0.0,0.0,0.0,125,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,12,0,0,0,0,13,0,5267,0,1,2,0.0,0,-144,0,144,40,False,0,2,2,13,2023-24,Jake_O'Brien
13,13,13,0,0,0,0,0.0,235,0.0,0.0,0.0,0.0,140,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,19,0,0,0,0,14,0,5192,0,1,1,0.0,0,-84,0,84,40,False,0,2,3,14,2023-24,Jake_O'Brien
14,14,14,0,0,0,0,0.0,235,0.0,0.0,0.0,0.0,143,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,3,0,0,0,0,15,0,5137,0,2,0,0.0,0,-64,0,64,40,True,0,2,2,15,2023-24,Jake_O'Brien
15,15,15,0,0,0,0,0.0,235,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2023-12-09T12:30:00Z,0,11,0,0,0,0,16,0,5079,0,2,1,0.0,0,-52,0,52,40,True,0,2,4,16,2023-24,Jake_O'Brien
16,16,16,0,0,0,0,0.0,235,0.0,0.0,0.0,0.0,167,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,13,0,0,0,0,17,0,4979,0,2,2,0.0,0,-96,0,96,40,False,0,2,5,17,2023-24,Jake_O'Brien
17,17,17,0,0,0,0,0.0,235,0.0,0.0,0.0,0.0,172,0,0,0.0,0.0,2023-12-21T20:00:00Z,0,5,0,0,0,0,18,0,4913,0,1,1,0.0,0,-74,0,74,40,True,0,2,3,18,2023-24,Jake_O'Brien
18,18,18,0,0,0,0,0.0,235,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,2023-12-27T19:30:00Z,0,7,0,0,0,0,19,0,4870,0,1,2,0.0,0,-45,0,45,40,False,0,2,3,19,2023-24,Jake_O'Brien
19,19,19,0,0,0,0,0.0,235,0.0,0.0,0.0,0.0,192,0,0,0.0,0.0,2023-12-30T15:00:00Z,0,4,0,0,0,0,20,0,4805,0,1,3,0.0,0,-67,0,67,40,True,0,2,3,20,2023-24,Jake_O'Brien
20,20,20,0,0,0,0,0.0,235,0.0,0.0,0.0,0.0,201,0,0,0.0,0.0,2024-01-20T12:30:00Z,0,1,0,0,0,0,21,0,4684,0,0,5,0.0,0,-113,0,113,40,False,0,2,4,21,2023-24,Jake_O'Brien
21,21,21,0,0,0,0,0.0,235,0.0,0.0,0.0,0.0,212,0,0,0.0,0.0,2024-01-30T20:00:00Z,0,17,0,0,0,0,22,0,4641,0,2,3,0.0,0,-51,0,51,40,True,0,2,2,22,2023-24,Jake_O'Brien
22,22,22,0,0,0,0,0.0,235,0.0,0.0,0.0,0.0,224,0,0,0.0,0.0,2024-02-03T15:00:00Z,0,5,0,0,0,0,23,0,4621,0,1,4,0.0,0,-21,0,21,40,False,0,2,3,23,2023-24,Jake_O'Brien
