Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,610,0.0,0.0,334,0.0,0,0,0.0,19076.0,0.0,0.0,2019-04-13T14:00:00Z,13 Apr 15:00,0.0,0.0,0,0.0,0.0,8,0,0.0,0,0,0.0,0,34,0,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0,40,True,0.0,0,2,2,34,2018-19,,,,,,Harvey_Elliott
1,1,1,1.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,610,0.0,0.0,342,0.0,0,0,0.0,19930.0,0.0,0.0,2019-04-20T14:00:00Z,20 Apr 15:00,0.0,0.0,0,0.0,0.0,2,0,0.0,0,0,0.0,0,35,0,8670,0.0,0.0,0.0,1,0,0.0,0,5757,6810,1053,40,False,0.0,0,2,3,35,2018-19,,,,,,Harvey_Elliott
2,2,2,2.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,610,0.0,0.0,354,0.0,0,0,0.0,20546.0,0.0,0.0,2019-04-27T14:00:00Z,27 Apr 15:00,0.0,0.0,0,0.0,0.0,5,0,0.0,0,0,0.0,0,36,0,14951,0.0,0.0,0.0,0,1,0.0,0,6618,8042,1424,40,True,0.0,0,2,2,36,2018-19,,,,,,Harvey_Elliott
3,3,3,3.0,0,1.0,0.0,0.0,0,3,0,0.0,1.0,0.3,0.0,0.0,610,0.0,0.0,370,0.0,0,0,0.0,21161.0,0.0,0.0,2019-05-04T14:00:00Z,04 May 15:00,0.0,0.0,2,0.0,0.0,20,0,0.0,0,0,0.0,0,37,0,22211,0.0,0.0,0.0,0,1,0.0,1,6025,7937,1912,40,False,0.0,0,2,3,37,2018-19,,,,,,Harvey_Elliott
4,4,4,4.0,0,10.0,0.0,0.0,0,4,0,0.0,10.0,1.4,0.0,0.0,610,0.0,0.0,374,0.0,1,0,2.2,21777.0,3.8,0.0,2019-05-12T14:00:00Z,12 May 15:00,0.0,0.0,16,0.0,0.0,15,0,0.0,0,0,3.0,0,38,0,40723,0.0,0.0,0.0,4,0,17.0,1,13780,17307,3527,40,True,0.0,0,2,2,38,2018-19,,,,,,Harvey_Elliott
0,0,0,0.0,0,,,,0,0,0,,,0.0,,,550,,,74,,0,0,0.0,,0.0,,2019-10-05T14:00:00Z,,,,0,,,9,0,,0,0,,0,8,0,0,,,,1,2,0.0,0,0,0,0,45,True,,0,5,3,8,2019-20,,,,,,Harvey_Elliott
1,1,1,1.0,0,,,,0,0,0,,,0.0,,,550,,,87,,0,0,0.0,,0.0,,2019-10-20T15:30:00Z,,,,0,,,12,0,,0,0,,0,9,0,99,,,,1,1,0.0,0,48,81,33,45,False,,0,4,4,9,2019-20,,,,,,Harvey_Elliott
2,2,2,2.0,0,,,,0,0,0,,,0.0,,,550,,,94,,0,0,0.0,,0.0,,2019-10-27T16:30:00Z,,,,0,,,17,0,,0,0,,0,10,0,141,,,,1,2,0.0,0,10,34,24,45,True,,0,5,3,10,2019-20,,,,,,Harvey_Elliott
3,3,3,3.0,0,,,,0,0,0,,,0.0,,,550,,,102,,0,0,0.0,,0.0,,2019-11-02T15:00:00Z,,,,0,,,2,0,,0,0,,0,11,0,275,,,,2,1,0.0,0,52,96,44,45,False,,0,4,2,11,2019-20,,,,,,Harvey_Elliott
4,4,4,4.0,0,,,,0,0,0,,,0.0,,,550,,,114,,0,0,0.0,,0.0,,2019-11-10T16:30:00Z,,,,0,,,11,0,,0,0,,0,12,0,394,,,,1,3,0.0,0,57,111,54,45,True,,0,5,4,12,2019-20,,,,,,Harvey_Elliott
5,5,5,5.0,0,,,,0,0,0,,,0.0,,,550,,,125,,0,0,0.0,,0.0,,2019-11-23T15:00:00Z,,,,0,,,7,0,,0,0,,0,13,0,431,,,,2,1,0.0,0,9,104,95,45,False,,0,4,3,13,2019-20,,,,,,Harvey_Elliott
6,6,6,6.0,0,,,,0,0,0,,,0.0,,,550,,,134,,0,0,0.0,,0.0,,2019-11-30T15:00:00Z,,,,0,,,4,0,,0,0,,0,14,0,423,,,,1,2,0.0,0,-25,30,55,45,True,,0,5,2,14,2019-20,,,,,,Harvey_Elliott
7,7,7,7.0,0,,,,0,0,0,,,0.0,,,550,,,149,,0,0,0.0,,0.0,,2019-12-04T20:15:00Z,,,,0,,,8,0,,0,0,,0,15,0,474,,,,2,5,0.0,0,12,47,35,45,True,,0,5,2,15,2019-20,,,,,,Harvey_Elliott
8,8,8,8.0,0,,,,0,0,0,,,0.0,,,550,,,152,,0,0,0.0,,0.0,,2019-12-07T15:00:00Z,,,,0,,,3,0,,0,0,,0,16,0,496,,,,3,0,0.0,0,7,34,27,45,False,,0,4,2,16,2019-20,,,,,,Harvey_Elliott
