Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,2,0,0,0,0,1,0,4561,0,0,2,0.0,0,0,0,0,55,True,0,2,2,1,2022-23,Jamal_Lowe
1,1,1,1.0,0,0,3,0,0.0,61,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2022-08-13T14:00:00Z,1,13,0,0,0,0,2,0,4570,0,0,4,0.0,1,-944,190,1134,55,False,0,2,5,2,2022-23,Jamal_Lowe
2,2,2,2.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,21,0,0,0.0,0.0,2022-08-20T16:30:00Z,0,1,0,0,0,0,3,0,4190,0,3,0,0.0,0,-662,124,786,54,True,0,2,4,3,2022-23,Jamal_Lowe
3,3,3,3.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,12,0,0,0,0,4,0,3557,0,0,9,0.0,0,-734,61,795,54,False,0,2,4,4,2022-23,Jamal_Lowe
4,4,4,4.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,20,0,0,0,0,5,0,3010,0,0,0,0.0,0,-563,9,572,53,True,0,2,2,5,2022-23,Jamal_Lowe
5,5,5,5.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,58,0,0,0.0,0.0,2022-09-03T14:00:00Z,0,16,0,0,0,0,6,0,2913,0,3,2,0.0,0,-232,69,301,53,False,0,2,2,6,2022-23,Jamal_Lowe
6,6,6,6.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2022-09-17T14:00:00Z,0,15,0,0,0,0,8,0,3019,0,1,1,0.0,0,-7,83,90,53,False,0,2,4,8,2022-23,Jamal_Lowe
7,7,7,7.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,82,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,4,0,0,0,0,9,0,3028,0,0,0,0.0,0,-73,109,182,53,True,0,2,3,9,2022-23,Jamal_Lowe
8,8,8,8.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,10,0,0,0,0,10,0,3006,0,1,2,0.0,0,-102,84,186,52,True,0,2,3,10,2022-23,Jamal_Lowe
9,9,9,9.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,103,0,0,0.0,0.0,2022-10-15T14:00:00Z,0,9,0,0,0,0,11,0,2962,0,2,2,0.0,0,-98,43,141,52,False,0,2,2,11,2022-23,Jamal_Lowe
10,10,10,10.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,17,0,0,0,0,12,0,2966,0,1,0,0.0,0,-40,48,88,52,True,0,2,2,12,2022-23,Jamal_Lowe
11,11,11,11.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,129,0,0,0.0,0.0,2022-10-24T19:00:00Z,0,19,0,0,0,0,13,0,2959,0,0,2,0.0,0,-41,25,66,52,False,0,2,3,13,2022-23,Jamal_Lowe
12,12,12,12.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,132,0,0,0.0,0.0,2022-10-29T14:00:00Z,0,18,0,0,0,0,14,0,2948,0,3,2,0.0,0,-50,56,106,52,True,0,2,3,14,2022-23,Jamal_Lowe
13,13,13,13.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,144,0,0,0.0,0.0,2022-11-05T15:00:00Z,0,11,0,0,0,0,15,0,2933,0,3,4,0.0,0,-58,32,90,52,False,0,2,2,15,2022-23,Jamal_Lowe
14,14,14,14.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,151,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,8,0,0,0,0,16,0,2969,0,0,3,0.0,0,-12,57,69,52,True,0,2,2,16,2022-23,Jamal_Lowe
15,15,15,15.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,164,0,0,0.0,0.0,2022-12-27T17:30:00Z,0,6,0,0,0,0,17,0,3006,0,0,2,0.0,0,-48,115,163,52,False,0,2,4,17,2022-23,Jamal_Lowe
16,16,16,16.0,0,0,3,0,0.3,61,0.01,0.01,0.0,0.62,171,0,0,0.1,0.2,2022-12-31T15:00:00Z,10,7,0,0,0,0,18,0,3003,0,2,0,0.0,1,-36,18,54,52,True,0,2,2,18,2022-23,Jamal_Lowe
17,17,17,17.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,189,0,0,0.0,0.0,2023-01-03T20:00:00Z,0,14,0,0,0,0,19,0,2987,0,0,3,0.0,0,-31,16,47,52,False,0,2,4,19,2022-23,Jamal_Lowe
