Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
0,0,0,16,0,0.3,295,2,1,0,2.2,19.6,2019-08-10T14:00:00Z,90,3,0,0,0,0,1,0,10565,1,1,2.0,2,0,0,0,45,False,0,3,2,,,,,
1,0,0,18,1,0.0,295,18,0,0,1.2,11.8,2019-08-18T13:00:00Z,90,7,0,0,0,0,2,0,11355,0,1,0.0,6,-458,333,791,45,True,0,3,3,,,,,
2,0,0,14,0,0.7,295,27,2,0,2.2,16.8,2019-08-24T14:00:00Z,90,9,0,0,0,0,3,0,13043,2,1,4.0,1,624,1652,1028,45,True,0,3,3,,,,,
3,0,0,12,0,0.3,295,33,2,0,1.6,15.2,2019-08-31T14:00:00Z,90,6,0,0,0,0,4,0,12788,2,2,0.0,1,-577,409,986,45,False,0,3,4,,,,,
4,0,0,15,0,0.7,295,47,1,0,2.1,18.0,2019-09-14T14:00:00Z,90,16,0,0,0,0,5,0,13101,1,0,2.0,2,-199,738,937,45,True,0,3,3,,,,,
5,0,1,29,1,0.1,295,55,0,0,3.0,30.0,2019-09-21T14:00:00Z,90,8,0,0,0,0,6,0,12872,2,0,0.0,7,-347,243,590,45,False,0,3,4,,,,,
6,0,0,9,0,0.3,295,68,1,0,2.0,18.0,2019-09-28T11:30:00Z,90,10,0,0,0,0,7,0,13469,1,0,2.0,2,231,834,603,45,True,0,3,4,,,,,
7,0,0,27,1,0.4,295,79,0,0,2.7,19.0,2019-10-05T14:00:00Z,90,18,0,0,0,0,8,0,14961,0,0,8.0,6,1017,1498,481,45,False,0,3,3,,,,,
8,0,2,26,1,0.2,295,88,0,0,3.6,17.8,2019-10-21T19:00:00Z,90,1,0,0,0,0,9,0,15850,0,1,18.0,8,645,1276,631,45,True,0,3,3,,,,,
9,0,0,11,0,0.0,295,100,1,0,1.6,15.8,2019-10-26T14:00:00Z,90,19,0,0,0,0,10,0,20700,1,1,0.0,2,3856,4399,543,45,False,0,3,2,,,,,
10,0,0,24,1,0.0,295,108,0,0,1.6,14.4,2019-11-02T15:00:00Z,78,5,0,0,0,0,11,0,25461,0,3,2.0,6,4180,5280,1100,45,True,0,3,3,,,,,
11,0,0,15,0,0.2,295,119,1,0,1.8,17.6,2019-11-09T15:00:00Z,90,17,0,0,0,0,12,0,23480,1,1,0.0,2,-1587,743,2330,45,False,0,3,4,,,,,
12,0,0,0,0,0.0,295,128,0,0,0.0,0.0,2019-11-24T16:30:00Z,0,12,0,0,0,0,13,0,26541,3,3,0.0,0,2232,4351,2119,45,True,0,3,4,,,,,
13,0,0,4,0,0.3,295,140,1,0,1.1,10.4,2019-12-01T14:00:00Z,90,20,0,0,0,0,14,0,26449,1,1,0.0,1,-63,2188,2251,45,False,1,3,3,,,,,
14,0,0,11,0,2.9,295,145,2,0,4.2,16.0,2019-12-05T19:30:00Z,90,13,0,0,0,0,15,0,30097,2,0,23.0,1,3177,4133,956,45,True,0,3,2,,,,,
15,0,0,10,0,0.2,295,157,1,0,2.9,28.4,2019-12-08T14:00:00Z,90,14,0,0,0,0,16,0,33833,2,1,0.0,1,3457,4739,1282,45,False,1,3,2,,,,,
16,0,0,23,1,0.8,295,168,0,0,0.5,2.2,2019-12-14T15:00:00Z,90,2,0,0,0,0,17,0,37884,0,2,2.0,6,3541,5631,2090,45,True,0,3,2,,,,,
17,0,0,19,1,0.2,295,173,0,0,4.1,19.6,2019-12-21T15:00:00Z,90,4,0,0,0,0,18,0,45400,1,0,21.0,6,6278,7457,1179,45,False,0,3,2,,,,,
18,0,0,13,0,0.7,295,188,1,0,16.9,16.6,2019-12-26T15:00:00Z,90,18,0,0,0,0,19,0,55952,1,1,152.0,2,10661,12111,1450,45,True,0,3,2,,,,,
19,0,0,13,0,0.3,295,195,2,0,3.4,26.0,2019-12-29T18:00:00Z,90,11,0,0,0,0,20,0,57068,0,2,8.0,1,1311,4880,3569,45,False,0,3,4,,,,,
20,0,0,15,0,0.2,295,204,2,0,1.9,18.4,2020-01-02T20:00:00Z,90,10,0,0,0,0,21,0,61957,0,2,0.0,1,4274,9990,5716,45,False,0,3,5,,,,,
21,0,0,14,1,0.3,295,218,0,0,0.6,0.0,2020-01-10T20:00:00Z,90,19,0,0,0,0,22,0,69784,0,1,7.0,6,6916,12289,5373,45,True,0,3,2,,,,,
22,0,0,16,0,0.6,295,221,1,0,1.5,12.0,2020-01-18T15:00:00Z,90,1,0,0,0,0,23,0,80281,1,1,2.0,2,9646,15119,5473,45,False,0,3,4,,,,,
23,0,0,11,0,0.1,295,236,1,0,3.1,13.2,2020-01-21T19:30:00Z,90,11,0,0,0,0,24,0,82698,1,0,18.0,2,2772,8731,5959,45,True,0,3,4,,,,,
24,0,0,21,1,0.3,295,243,0,0,2.1,16.8,2020-02-01T15:00:00Z,90,7,0,0,0,0,25,0,95440,1,0,4.0,6,11449,18649,7200,45,False,0,3,3,,,,,
25,1,1,21,0,0.8,295,258,1,0,6.8,13.0,2020-02-09T14:00:00Z,90,3,0,0,0,0,26,0,135290,1,2,54.0,6,38911,43550,4639,45,True,0,3,2,,,,,
26,0,0,13,0,1.4,295,268,1,0,4.7,20.2,2020-02-22T15:00:00Z,90,4,0,0,0,0,27,0,166709,1,1,25.0,2,29929,35357,5428,46,True,0,3,2,,,,,
27,0,0,25,1,0.3,295,288,0,0,3.8,19.8,2020-03-07T15:00:00Z,90,14,0,0,0,0,29,0,179423,0,1,18.0,6,14651,22316,7665,46,True,0,3,2,,,,,
28,0,0,21,1,0.5,295,271,0,0,1.8,11.0,2020-06-17T17:00:00Z,90,2,0,0,0,0,39,0,378509,0,0,6.0,6,183984,249589,65605,46,False,0,3,2,,,,,
29,0,0,-6,0,0.2,295,296,3,0,3.9,5.2,2020-06-21T13:00:00Z,49,13,0,0,0,1,39,0,378509,0,3,34.0,-3,183984,249589,65605,46,False,0,3,2,,,,,
30,0,0,0,0,0.0,295,305,0,0,0.0,0.0,2020-06-24T17:00:00Z,0,12,0,0,0,0,40,0,253023,0,3,0.0,0,-99129,8705,107834,46,False,0,3,4,,,,,
31,0,0,18,0,0.3,295,318,1,0,2.5,24.8,2020-07-02T17:00:00Z,90,17,0,0,0,0,41,0,242265,1,3,0.0,2,-23086,3785,26871,45,True,0,3,3,,,,,
32,0,2,18,0,0.4,295,321,1,1,10.5,43.0,2020-07-05T11:00:00Z,90,5,0,0,0,0,42,0,246285,1,1,62.0,10,1816,16925,15109,45,False,0,3,3,,,,,
33,0,3,37,1,0.7,295,338,0,1,6.1,43.6,2020-07-08T17:00:00Z,90,20,0,0,0,0,43,0,286443,0,1,17.0,15,35230,41761,6531,45,True,0,3,4,,,,,
34,0,0,24,1,0.1,295,347,0,0,6.0,24.2,2020-07-11T16:30:00Z,90,6,0,0,0,0,44,0,367970,0,3,36.0,6,78820,84482,5662,46,True,0,3,4,,,,,
