Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0.0,0,0,0,0,0.0,773,0.0,0.0,0.0,0.0,365,0,0,0.0,0.0,2023-05-21T15:00:00Z,0,6,0,0,0,0,37,0,0,0,0,1,0.0,0,0,0,0,45,True,0,5,3,37,2022-23,Shea_Charles
1,1,1,1.0,0,0,0,0,0.0,773,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2023-05-24T19:00:00Z,0,5,0,0,0,0,37,0,0,0,1,1,0.0,0,0,0,0,45,False,0,5,3,37,2022-23,Shea_Charles
2,2,2,2.0,0,0,3,0,0.0,773,0.0,0.0,0.0,0.05,373,1,0,0.0,0.0,2023-05-28T15:30:00Z,27,4,0,0,0,0,38,0,18,0,0,1,0.0,1,15,17,2,45,False,0,5,3,38,2022-23,Shea_Charles
0,0,0,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2023-08-11T19:00:00Z,0,6,0,0,0,0,1,0,72,0,3,0,0.0,0,0,0,0,45,False,0,5,2,1,2023-24,Shea_Charles
1,1,1,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2023-08-19T19:00:00Z,0,15,0,0,0,0,2,0,50,0,0,1,0.0,0,-20,0,20,45,True,0,5,3,2,2023-24,Shea_Charles
2,2,2,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,17,0,0,0,0,3,0,47,0,2,1,0.0,0,-5,0,5,45,False,0,5,2,3,2023-24,Shea_Charles
3,3,3,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,39,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,10,0,0,0,0,4,0,44,0,1,5,0.0,0,-3,0,3,45,True,0,5,2,4,2023-24,Shea_Charles
4,4,4,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,49,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,19,0,0,0,0,5,0,41,0,3,1,0.0,0,-3,0,3,45,False,0,5,3,5,2023-24,Shea_Charles
5,5,5,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2023-09-23T14:00:00Z,0,16,0,0,0,0,6,0,40,0,0,2,0.0,0,-1,0,1,45,True,0,5,2,6,2023-24,Shea_Charles
6,6,6,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,70,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,20,0,0,0,0,7,0,39,0,1,2,0.0,0,-1,0,1,45,False,0,5,2,7,2023-24,Shea_Charles
7,7,7,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,71,0,0,0.0,0.0,2023-10-08T15:30:00Z,0,1,0,0,0,0,8,0,38,0,0,1,0.0,0,-1,0,1,45,False,0,5,4,8,2023-24,Shea_Charles
8,8,8,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,86,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,5,0,0,0,0,9,0,37,0,1,2,0.0,0,-1,0,1,45,True,0,5,3,9,2023-24,Shea_Charles
9,9,9,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,98,0,0,0.0,0.0,2023-10-29T15:30:00Z,0,14,0,0,0,0,10,0,36,0,3,0,0.0,0,-1,0,1,45,False,0,5,4,10,2023-24,Shea_Charles
10,10,10,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,106,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,3,0,0,0,0,11,0,36,0,1,6,0.0,0,0,0,0,45,True,0,5,2,11,2023-24,Shea_Charles
11,11,11,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,7,0,0,0,0,12,0,36,0,4,4,0.0,0,0,0,0,45,False,0,5,3,12,2023-24,Shea_Charles
12,12,12,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,126,0,0,0.0,0.0,2023-11-25T12:30:00Z,0,11,0,0,0,0,13,0,36,0,1,1,0.0,0,0,0,0,45,True,0,5,4,13,2023-24,Shea_Charles
13,13,13,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,137,0,0,0.0,0.0,2023-12-03T16:30:00Z,0,18,0,0,0,0,14,0,36,0,3,3,0.0,0,0,0,0,45,True,0,5,3,14,2023-24,Shea_Charles
14,14,14,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,2,0,0,0,0,15,0,36,0,0,1,0.0,0,0,0,0,45,False,0,5,4,15,2023-24,Shea_Charles
15,15,15,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,12,0,0,0,0,16,0,36,0,2,1,0.0,0,0,0,0,45,False,0,5,2,16,2023-24,Shea_Charles
16,16,16,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,167,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,8,0,0,0,0,17,0,36,0,2,2,0.0,0,0,0,0,45,True,0,5,2,17,2023-24,Shea_Charles
17,17,17,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,187,0,0,0.0,0.0,2023-12-27T20:15:00Z,0,9,0,0,0,0,19,0,36,0,3,1,0.0,0,0,0,0,45,False,0,5,2,19,2023-24,Shea_Charles
18,18,18,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,196,0,0,0.0,0.0,2023-12-30T15:00:00Z,0,17,0,0,0,0,20,0,36,0,0,2,0.0,0,0,0,0,45,True,0,5,2,20,2023-24,Shea_Charles
19,19,19,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2024-01-13T17:30:00Z,0,15,0,0,0,0,21,0,36,0,3,2,0.0,0,0,0,0,45,False,0,5,4,21,2023-24,Shea_Charles
20,20,20,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,220,0,0,0.0,0.0,2024-01-31T19:30:00Z,0,6,0,0,0,0,22,0,36,0,1,3,0.0,0,0,0,0,45,True,0,5,2,22,2023-24,Shea_Charles
21,21,21,,0,0,0,0,0.0,348,0.0,0.0,0.0,0.0,223,0,0,0.0,0.0,2024-02-05T20:00:00Z,0,4,0,0,0,0,23,0,36,0,3,1,0.0,0,0,0,0,45,False,0,5,3,23,2023-24,Shea_Charles
