Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0.0,0,0,9,0,0.4,388,0.0,0.0,0.0,1.74,7,2,0,1.6,16.0,2022-08-06T14:00:00Z,90,15,0,0,0,0,1,0,10564,1,0,2,0.0,0,0,0,0,45,False,1,2,4,1,2022-23,Joe_Worrall
1,1,1,1.0,0,1,24,1,0.7,388,0.01,0.01,0.0,2.29,18,0,0,2.0,19.4,2022-08-14T13:00:00Z,90,19,0,0,0,0,2,0,10764,1,0,1,0.0,7,-1098,186,1284,45,True,0,2,2,2,2022-23,Joe_Worrall
2,2,2,2.0,0,0,9,0,0.6,388,0.01,0.01,0.0,1.51,23,1,0,1.7,16.2,2022-08-20T14:00:00Z,90,8,0,0,0,0,3,0,13500,1,1,1,0.0,1,1174,2187,1013,45,False,1,2,2,3,2022-23,Joe_Worrall
3,3,3,3.0,0,0,12,0,3.2,388,0.03,0.17,0.14,2.4,38,2,0,3.5,26.2,2022-08-28T15:30:00Z,90,18,0,0,0,0,4,0,12295,1,2,0,6.0,0,-1674,277,1951,45,True,1,2,3,4,2022-23,Joe_Worrall
4,4,4,4.0,0,0,11,0,0.3,388,0.0,0.0,0.0,3.32,49,6,0,1.5,15.0,2022-08-31T18:30:00Z,90,13,0,0,0,0,5,0,11918,1,0,6,0.0,-1,-985,267,1252,45,False,0,2,5,5,2022-23,Joe_Worrall
5,5,5,5.0,0,0,13,0,2.3,388,0.02,0.02,0.0,0.78,58,3,0,2.4,19.6,2022-09-03T14:00:00Z,90,3,0,0,0,0,6,0,12146,1,3,2,2.0,1,-337,896,1233,44,True,0,2,2,6,2022-23,Joe_Worrall
6,6,6,6.0,0,0,7,0,20.7,388,0.28,0.28,0.0,0.43,78,0,0,2.9,6.4,2022-09-16T19:00:00Z,27,9,0,0,0,0,8,0,12286,0,3,2,2.0,1,480,917,437,44,True,0,2,2,8,2022-23,Joe_Worrall
7,7,7,7.0,0,0,0,0,0.0,388,0.0,0.0,0.0,0.0,86,0,0,0.0,0.0,2022-10-03T19:00:00Z,0,10,0,0,0,0,9,0,11285,0,0,4,0.0,0,-993,150,1143,44,False,0,2,3,9,2022-23,Joe_Worrall
8,8,8,8.0,0,0,0,0,0.0,388,0.0,0.0,0.0,0.0,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,2,0,0,0,0,10,0,10928,0,1,1,0.0,0,-512,225,737,43,True,0,2,2,10,2022-23,Joe_Worrall
9,9,9,9.0,0,0,0,0,0.0,388,0.0,0.0,0.0,0.0,110,0,0,0.0,0.0,2022-10-15T14:00:00Z,0,20,0,0,0,0,11,0,10757,0,0,1,0.0,0,-277,292,569,43,False,0,2,2,11,2022-23,Joe_Worrall
10,10,10,10.0,0,0,5,0,0.0,388,0.0,0.0,0.0,0.08,114,0,0,0.2,2.0,2022-10-18T18:30:00Z,4,5,0,0,0,0,12,0,10344,0,0,0,0.0,1,-378,100,478,43,False,0,2,3,12,2022-23,Joe_Worrall
11,11,11,11.0,0,0,0,0,0.0,388,0.0,0.0,0.0,0.57,126,0,0,0.2,2.0,2022-10-22T11:30:00Z,26,12,0,0,0,0,13,0,10253,0,0,1,0.0,0,-218,166,384,43,True,1,2,4,13,2022-23,Joe_Worrall
12,12,12,12.0,0,0,3,0,0.6,388,0.0,0.0,0.0,0.45,131,1,0,1.4,11.6,2022-10-30T14:00:00Z,26,1,0,0,0,0,14,0,9906,0,0,5,2.0,1,-396,85,481,43,False,0,2,4,14,2022-23,Joe_Worrall
13,13,13,13.0,0,0,0,0,0.0,388,0.0,0.0,0.0,0.0,146,0,0,0.0,0.0,2022-11-05T15:00:00Z,0,4,0,0,0,0,15,0,9742,0,2,2,0.0,0,-232,110,342,42,True,0,2,3,15,2022-23,Joe_Worrall
14,14,14,14.0,0,1,23,1,0.5,388,0.01,0.03,0.02,1.23,157,0,0,1.7,12.8,2022-11-12T15:00:00Z,90,7,0,0,0,0,16,0,9746,1,0,1,4.0,7,-58,297,355,42,True,0,2,2,16,2022-23,Joe_Worrall
15,15,15,15.0,0,0,11,0,0.4,388,0.0,0.02,0.02,2.47,169,3,0,2.7,21.8,2022-12-27T20:00:00Z,90,14,0,0,0,0,17,0,11918,1,0,3,5.0,1,1917,4006,2089,42,False,0,2,4,17,2022-23,Joe_Worrall
16,16,16,16.0,0,0,12,0,0.4,388,0.01,0.01,0.0,0.94,177,1,0,1.5,14.4,2023-01-01T16:30:00Z,90,6,0,0,0,0,18,0,11747,1,1,1,0.0,2,-186,166,352,42,True,0,2,3,18,2022-23,Joe_Worrall
17,17,17,17.0,0,0,19,1,0.1,388,0.0,0.0,0.0,0.39,190,0,0,1.4,14.0,2023-01-04T19:30:00Z,90,17,0,0,0,0,19,0,11627,1,1,0,0.0,6,-154,154,308,42,False,0,2,2,19,2022-23,Joe_Worrall
18,18,18,18.0,0,0,23,1,0.4,388,0.03,0.03,0.0,1.02,198,0,0,1.5,14.8,2023-01-14T15:00:00Z,90,10,0,0,0,0,20,0,13970,1,0,2,0.0,6,1828,2541,713,42,True,0,2,3,20,2022-23,Joe_Worrall
19,19,19,19.0,0,0,9,0,0.9,388,0.01,0.09,0.08,1.36,202,1,0,3.1,26.4,2023-01-21T15:00:00Z,90,3,0,0,0,0,21,0,19398,1,1,1,4.0,1,5497,6624,1127,42,False,1,2,2,21,2022-23,Joe_Worrall
20,20,20,20.0,0,0,0,0,0.0,388,0.0,0.0,0.0,0.0,218,0,0,0.0,0.0,2023-02-05T14:00:00Z,0,11,0,0,0,0,22,0,18159,0,0,1,0.0,0,-1248,1860,3108,42,True,0,2,2,22,2022-23,Joe_Worrall
