Unnamed: 0,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,own_FDR,opp_FDR,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,402,0.0,0.0,5,0.0,0,0,0.0,402.0,0.0,0.0,2018-08-12T12:30:00Z,12 Aug 13:30,0.0,0.0,0,0.0,0.0,12,0,0.0,0,0,0.0,0,1,0,103396,0.0,0.0,0.0,0,4,0.0,0,0,0,0,55,False,0.0,0,3,5,,,,,
1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,402,0.0,0.0,20,0.0,0,0,0.0,927.0,0.0,0.0,2018-08-18T14:00:00Z,18 Aug 15:00,0.0,0.0,0,0.0,0.0,2,0,0.0,0,0,0.0,0,2,0,91333,0.0,0.0,0.0,2,1,0.0,0,-14496,933,15429,55,True,0.0,0,3,2,,,,,
2,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,402,0.0,0.0,21,0.0,0,0,0.0,1454.0,0.0,0.0,2018-08-25T14:00:00Z,25 Aug 15:00,0.0,0.0,0,0.0,0.0,1,0,0.0,0,0,0.0,0,3,0,69306,0.0,0.0,0.0,1,3,0.0,0,-22473,246,22719,54,False,0.0,0,3,4,,,,,
3,0,47.0,0.0,0.0,0,10,0,1.0,39.0,27.6,0.0,0.0,402,0.0,0.0,40,1.0,1,0,3.7,1985.0,9.8,2.0,2018-09-01T14:00:00Z,01 Sep 15:00,0.0,0.0,90,0.0,1.0,20,0,0.0,0,0,4.0,0,4,0,57685,0.0,0.0,0.0,1,0,0.0,1,-12459,275,12734,53,True,0.0,1,3,3,,,,,
4,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,402,0.0,0.0,43,0.0,0,0,0.0,2522.0,0.0,0.0,2018-09-16T15:00:00Z,16 Sep 16:00,0.0,0.0,0,0.0,0.0,8,0,0.0,0,0,0.0,0,5,0,51987,0.0,0.0,0.0,3,1,0.0,0,-6122,245,6367,53,False,0.0,0,3,3,,,,,
5,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,402,0.0,0.0,60,0.0,0,0,0.0,3059.0,0.0,0.0,2018-09-23T12:30:00Z,23 Sep 13:30,0.0,0.0,0,0.0,0.0,6,0,0.0,0,0,0.0,0,6,0,47881,0.0,0.0,0.0,0,0,0.0,0,-4342,117,4459,53,True,0.0,0,3,4,,,,,
6,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,402,0.0,0.0,69,0.0,0,0,0.0,3597.0,0.0,0.0,2018-09-29T11:30:00Z,29 Sep 12:30,0.0,0.0,0,0.0,0.0,14,0,0.0,0,0,0.0,0,7,0,44774,0.0,0.0,0.0,1,3,0.0,0,-3226,169,3395,52,True,0.0,0,3,4,,,,,
7,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,402,0.0,0.0,71,0.0,0,0,0.0,4136.0,0.0,0.0,2018-10-05T19:00:00Z,05 Oct 20:00,0.0,0.0,0,0.0,0.0,3,0,0.0,0,0,0.0,0,8,0,42580,0.0,0.0,0.0,0,1,0.0,0,-2315,201,2516,52,False,0.0,0,3,2,,,,,
8,0,41.0,0.0,0.0,0,18,0,3.0,33.0,25.8,0.0,0.0,402,0.0,0.0,89,0.0,1,0,5.0,4678.0,22.0,1.0,2018-10-20T14:00:00Z,20 Oct 15:00,0.0,0.0,90,0.0,3.0,17,0,0.0,0,0,4.0,0,9,0,40050,0.0,1.0,0.0,1,0,2.0,2,-2596,132,2728,52,True,0.0,0,3,4,,,,,
9,0,1.0,0.0,0.0,0,7,0,5.0,0.0,0.0,0.0,0.0,402,0.0,0.0,95,0.0,1,0,1.4,5224.0,14.0,0.0,2018-10-27T16:30:00Z,27 Oct 17:30,0.0,0.0,15,0.0,0.0,11,0,0.0,0,0,0.0,0,10,0,39203,0.0,1.0,0.0,1,1,0.0,1,-997,182,1179,51,False,0.0,0,3,3,,,,,
