Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
0,0,0,2,0,0.3,645,199,0,0,0.0,0.0,2021-01-30T17:30:00Z,7,13,0,0,0,0,21,0,13675,0,0,0.0,1,13097,14154,1057,60,True,0,4,4,,,,,
1,0,0,0,0,0.0,645,215,0,0,0.0,0.0,2021-02-02T18:00:00Z,0,20,0,0,0,0,22,0,22952,1,2,0.0,0,8850,11226,2376,60,False,0,3,3,,,,,
2,0,0,0,0,4.9,645,219,0,0,1.2,0.0,2021-02-06T12:30:00Z,25,2,0,0,0,0,23,0,20124,0,1,8.0,1,-3158,3129,6287,60,False,0,3,3,,,,,
3,0,0,12,0,13.0,645,229,2,0,4.8,5.2,2021-02-14T16:30:00Z,77,10,0,0,0,0,24,0,17039,2,4,30.0,2,-3433,2359,5792,60,True,0,4,3,,,,,
4,0,0,13,0,9.6,645,239,1,0,1.7,3.2,2021-02-21T16:30:00Z,72,12,0,0,0,0,25,0,16774,1,0,4.0,2,-847,2313,3160,60,True,0,4,4,,,,,
5,0,0,5,0,14.1,645,253,0,0,2.3,7.0,2021-02-28T12:00:00Z,48,9,0,0,0,0,26,0,16016,3,1,2.0,1,-1250,2170,3420,59,False,0,3,4,,,,,
6,0,0,12,0,29.1,645,261,1,0,5.4,7.8,2021-03-06T12:30:00Z,62,4,0,0,0,0,27,0,19508,1,1,17.0,2,2858,4695,1837,59,False,0,3,2,,,,,
7,0,3,31,0,28.3,645,269,1,1,9.6,46.8,2021-03-14T16:30:00Z,90,17,0,0,0,0,28,0,22075,1,2,21.0,10,2228,4564,2336,59,True,0,4,3,,,,,
8,0,0,21,0,59.8,645,288,3,0,12.2,21.0,2021-03-21T15:00:00Z,90,19,0,0,0,0,29,0,257877,3,3,41.0,2,160475,164619,4144,60,False,0,3,4,,,,,
9,0,0,10,0,8.0,645,289,3,0,1.2,3.8,2021-04-03T19:00:00Z,90,11,0,0,0,0,30,0,174757,3,0,0.0,2,-9399,27143,36542,60,True,0,4,4,,,,,
10,0,0,0,0,0.0,645,305,0,0,0.0,0.0,2021-04-11T18:00:00Z,0,15,0,0,0,0,31,0,131451,3,0,0.0,0,-43685,17728,61413,60,False,0,3,2,,,,,
11,0,0,0,0,0.0,645,309,0,0,0.0,0.0,2021-04-18T12:30:00Z,0,8,0,0,0,0,32,0,83043,1,1,0.0,0,-48208,672,48880,59,True,0,4,2,,,,,
12,0,0,3,0,3.6,645,319,1,0,0.4,0.6,2021-04-23T19:00:00Z,16,7,0,0,0,0,33,0,65529,1,0,0.0,1,-17458,356,17814,58,True,0,4,4,,,,,
13,0,0,19,1,67.6,645,335,0,0,9.3,17.6,2021-05-02T13:00:00Z,84,14,0,0,0,0,34,0,63134,2,0,8.0,3,-3246,1968,5214,57,False,0,3,2,,,,,
14,0,0,0,0,0.0,645,339,0,0,0.0,0.0,2021-05-09T18:00:00Z,0,18,0,0,0,0,35,0,61939,1,3,0.0,0,-1367,3912,5279,57,True,0,4,2,,,,,
15,0,0,13,1,16.9,645,354,0,0,3.6,4.6,2021-05-12T19:15:00Z,90,5,0,0,0,0,35,0,61939,1,0,14.0,3,-1367,3912,5279,57,False,0,3,4,,,,,
16,1,0,17,0,16.6,645,362,0,0,3.8,19.4,2021-05-19T18:00:00Z,25,6,0,0,0,0,37,0,51133,3,1,2.0,4,-2147,1215,3362,57,False,0,3,3,,,,,
17,1,0,25,1,51.0,645,369,0,0,10.4,32.8,2021-05-23T15:00:00Z,85,3,0,0,0,0,38,0,52171,0,2,20.0,6,877,3860,2983,56,True,0,4,3,,,,,
0,0,0,0,0,0.0,558,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,6,0,0,0,0,2,0,8691,2,0,0.0,0,4907,5502,595,55,True,0,4,4,,,,,
1,0,0,5,0,0.9,558,24,4,0,0.1,0.4,2021-08-28T11:30:00Z,70,12,0,0,0,0,3,0,38900,0,5,0.0,2,21632,28376,6744,55,False,0,4,5,,,,,
2,0,0,14,1,26.3,558,31,0,0,3.9,9.0,2021-09-11T14:00:00Z,90,15,0,0,0,0,4,0,97162,0,1,4.0,3,47398,76463,29065,55,True,0,4,2,,,,,
3,0,3,36,1,28.0,558,43,0,1,9.6,52.6,2021-09-18T14:00:00Z,90,5,0,0,0,0,5,0,111137,1,0,15.0,11,12171,31114,18943,55,False,0,4,2,,,,,
4,0,0,8,0,48.5,558,51,1,0,6.2,9.4,2021-09-26T15:30:00Z,90,17,0,0,0,0,6,0,208131,1,3,4.0,1,84008,100690,16682,55,True,1,4,3,,,,,
5,0,0,5,1,2.3,558,61,0,0,0.7,2.4,2021-10-02T16:30:00Z,62,4,0,0,0,0,7,0,236723,0,0,2.0,3,26339,53509,27170,55,False,0,4,2,,,,,
6,0,0,9,0,9.5,558,71,1,0,1.2,2.8,2021-10-18T19:00:00Z,66,7,0,0,0,0,8,0,239209,2,2,0.0,2,-256,26606,26862,55,True,0,4,2,,,,,
7,0,0,4,0,1.3,558,81,1,0,1.3,4.4,2021-10-22T19:00:00Z,22,2,0,0,0,0,9,0,223854,1,3,7.0,1,-16026,14829,30855,55,True,0,4,2,,,,,
8,0,0,5,0,22.0,558,93,0,0,3.6,10.0,2021-10-30T11:30:00Z,32,9,0,0,0,0,10,0,151289,2,0,4.0,1,-71858,2983,74841,55,False,0,4,3,,,,,
9,0,0,3,0,0.9,558,101,0,0,2.1,5.8,2021-11-07T14:00:00Z,21,18,0,0,0,0,11,0,130868,0,1,14.0,1,-24198,3397,27595,55,True,0,4,2,,,,,
10,0,0,2,0,3.9,558,114,2,0,0.6,2.4,2021-11-20T17:30:00Z,23,11,0,0,0,0,12,0,115259,0,4,0.0,1,-16880,3013,19893,55,False,0,4,5,,,,,
11,0,0,14,1,37.2,558,121,0,0,7.4,17.8,2021-11-27T12:30:00Z,90,14,0,0,0,0,13,0,108312,0,2,19.0,3,-7872,3218,11090,54,True,0,4,2,,,,,
12,0,0,26,0,54.5,558,134,3,1,10.7,35.4,2021-12-02T20:15:00Z,78,13,0,0,0,0,14,0,107258,2,3,17.0,7,-1693,3833,5526,54,False,0,4,4,,,,,
13,0,1,34,0,53.2,558,142,2,1,15.7,51.0,2021-12-06T20:00:00Z,90,8,0,0,0,0,15,0,116911,1,2,53.0,7,8529,13327,4798,54,False,1,4,2,,,,,
14,0,0,32,1,35.7,558,151,0,1,13.5,43.4,2021-12-11T15:00:00Z,90,16,0,0,0,0,16,0,179990,0,3,56.0,8,54059,60539,6480,54,True,0,4,2,,,,,
15,0,0,15,1,25.8,558,161,0,0,5.0,8.8,2021-12-15T20:00:00Z,65,19,0,0,0,0,17,0,270695,0,2,15.0,3,91195,101352,10157,55,True,0,4,3,,,,,
16,1,2,30,0,64.8,558,173,1,0,11.4,32.2,2021-12-18T17:30:00Z,84,10,0,0,0,0,18,0,380512,4,1,17.0,7,89460,105443,15983,55,False,0,4,2,,,,,
17,2,0,31,1,42.2,558,187,0,0,10.9,42.8,2021-12-26T15:00:00Z,90,15,0,0,0,0,19,0,450825,5,0,24.0,9,65541,88847,23306,56,False,0,4,2,,,,,
18,0,0,3,0,1.5,558,201,1,0,0.4,0.0,2022-01-01T12:30:00Z,62,12,0,0,0,0,21,0,442777,2,1,4.0,2,28860,76816,47956,56,True,0,4,5,,,,,
19,0,0,14,1,50.9,558,221,0,0,10.3,24.8,2022-01-23T14:00:00Z,90,5,0,0,0,0,23,0,378185,0,0,27.0,3,-38414,18901,57315,56,True,0,4,2,,,,,
20,0,0,16,1,29.6,558,236,0,0,4.0,10.4,2022-02-10T19:45:00Z,67,20,0,0,0,0,24,0,374893,1,0,0.0,3,-7640,21176,28816,56,False,0,4,3,,,,,
21,0,0,9,0,24.6,558,251,1,0,9.9,13.0,2022-02-19T15:00:00Z,90,3,0,0,0,0,26,0,416320,1,2,61.0,2,70283,91126,20843,55,True,0,4,2,,,,,
22,0,0,9,0,26.1,558,191,1,0,5.3,3.0,2022-02-24T19:45:00Z,90,20,0,0,0,0,26,0,416320,1,2,24.0,2,70283,91126,20843,55,True,0,4,3,,,,,
23,0,1,37,0,56.7,558,279,2,1,13.2,56.0,2022-03-06T14:00:00Z,89,18,0,0,0,0,28,0,334147,3,2,19.0,8,-9308,25699,35007,55,False,0,4,2,,,,,
24,0,0,14,1,67.3,558,281,0,0,9.3,23.4,2022-03-13T16:30:00Z,90,9,0,0,0,0,29,0,504947,0,2,2.0,3,142214,159187,16973,55,True,0,4,2,,,,,
25,0,0,0,0,11.9,558,261,2,0,4.0,11.4,2022-03-16T20:15:00Z,66,11,0,0,0,0,29,0,504947,2,0,17.0,2,142214,159187,16973,55,True,0,4,4,,,,,
26,0,0,12,1,25.2,558,291,0,0,4.3,6.0,2022-03-19T12:30:00Z,85,2,0,0,0,0,30,0,562410,1,0,12.0,3,50944,63289,12345,55,False,0,4,2,,,,,
27,0,0,0,0,4.4,558,304,3,0,1.0,0.0,2022-04-04T19:00:00Z,90,7,0,0,0,0,31,0,538226,0,3,13.0,2,1933,37375,35442,55,False,0,4,2,,,,,
28,0,1,22,0,3.6,558,311,2,1,7.5,35.0,2022-04-09T14:00:00Z,90,4,0,0,0,0,32,0,532164,2,1,36.0,7,-6830,24463,31293,55,True,1,4,2,,,,,
29,0,0,18,0,51.7,558,326,1,0,7.5,13.4,2022-04-16T14:00:00Z,90,16,0,0,0,0,33,0,601293,0,1,10.0,2,57960,76595,18635,56,False,0,4,3,,,,,
30,1,0,19,0,35.0,558,243,2,0,6.5,30.2,2022-04-20T18:45:00Z,90,6,0,0,0,0,33,0,601293,4,2,0.0,5,57960,76595,18635,56,False,0,4,4,,,,,
31,0,0,15,0,32.7,558,331,1,0,5.3,11.8,2022-04-23T11:30:00Z,90,13,0,0,0,0,34,0,574278,1,3,8.0,2,-17154,28363,45517,56,True,0,4,3,,,,,
32,0,0,13,0,32.4,558,349,1,0,4.3,10.2,2022-05-01T15:30:00Z,90,19,0,0,0,0,35,0,595395,2,1,0.0,2,17537,47858,30321,56,False,0,4,3,,,,,
33,0,0,15,0,44.8,558,351,1,0,9.5,20.2,2022-05-08T13:00:00Z,90,10,0,0,0,0,36,0,610305,1,2,30.0,2,15386,49143,33757,56,True,0,4,2,,,,,
34,0,0,8,0,20.1,558,218,3,0,6.7,10.8,2022-05-12T18:45:00Z,90,17,0,0,0,0,36,0,610305,0,3,36.0,1,15386,49143,33757,56,False,1,4,4,,,,,
35,0,0,9,0,36.9,558,365,2,0,7.4,15.4,2022-05-16T19:00:00Z,90,14,0,0,0,0,37,0,546491,0,2,22.0,2,-41634,12384,54018,56,False,0,4,3,,,,,
36,0,1,35,0,0.0,558,371,1,1,0.0,0.0,2022-05-22T15:00:00Z,90,8,0,0,0,0,38,0,542975,1,5,0.0,8,-21880,18843,40723,56,True,0,4,2,,,,,
0,0,0,9,1,8.3,7,1,0,0,3.5,3.4,2022-08-05T19:00:00Z,90,7,0,0,0,0,1,0,1133257,2,0,23.0,3,0,0,0,65,False,0,4,2,0.06,0.15,0.09,1.21,1.0
1,0,0,19,0,15.3,7,11,2,0,3.5,7.6,2022-08-13T14:00:00Z,90,10,0,0,0,0,2,0,1175045,2,4,12.0,2,-78957,58220,137177,65,True,0,4,3,0.07,0.1,0.03,0.46,1.0
2,0,3,47,1,10.0,7,21,0,2,12.0,67.8,2022-08-20T16:30:00Z,73,3,0,0,0,0,3,0,1025266,3,0,42.0,16,-188934,67382,256316,64,False,0,4,2,0.05,0.69,0.64,0.12,1.0
3,0,3,37,0,44.2,7,31,1,1,13.8,58.2,2022-08-27T16:30:00Z,90,9,0,0,0,0,4,0,1372230,1,2,36.0,10,243746,295915,52169,65,True,0,4,2,0.46,0.64,0.18,0.83,1.0
4,0,0,12,0,37.8,7,41,1,0,9.8,13.0,2022-08-31T18:30:00Z,80,2,0,0,0,0,5,0,2044513,1,2,47.0,1,558793,598888,40095,66,True,1,4,2,0.22,0.68,0.46,0.45,1.0
5,0,0,9,0,46.8,7,56,2,0,6.8,7.0,2022-09-04T15:30:00Z,73,14,0,0,0,0,6,0,1677063,1,3,14.0,2,-348491,149913,498404,66,False,0,4,4,0.34,0.69,0.35,1.25,1.0
6,0,0,0,0,0.0,7,72,0,0,0.0,0.0,2022-09-18T11:00:00Z,0,4,0,0,0,0,8,0,1911739,3,0,0.0,0,129352,171659,42307,65,False,0,4,3,0.0,0.0,0.0,0.0,0.0
7,0,0,9,0,16.8,7,81,1,0,4.2,6.8,2022-10-01T11:30:00Z,79,18,0,0,0,0,9,0,1615139,1,3,18.0,2,-218167,46253,264420,65,True,0,4,3,0.04,0.15,0.11,1.57,1.0
8,1,0,16,0,19.2,7,91,2,0,8.2,21.6,2022-10-09T15:30:00Z,81,12,0,0,0,0,10,0,1488945,2,3,41.0,4,-138956,34105,173061,64,True,1,4,4,0.47,0.73,0.26,1.01,1.0
9,1,0,25,1,23.1,7,104,0,0,9.6,28.8,2022-10-16T13:00:00Z,72,11,0,0,0,0,11,0,1448649,1,0,44.0,6,-49334,37376,86710,64,False,0,4,2,0.17,0.33,0.16,1.69,1.0
10,0,0,20,0,43.8,7,127,1,0,6.4,9.4,2022-10-23T13:00:00Z,82,17,0,0,0,0,13,0,1427964,1,1,11.0,2,48505,85890,37385,64,False,0,4,2,0.27,0.36,0.09,0.67,1.0
11,0,2,33,1,66.3,7,131,0,1,17.7,49.4,2022-10-30T14:00:00Z,90,16,0,0,0,0,14,0,1406616,0,5,61.0,10,-24556,45562,70118,64,True,0,4,2,0.48,0.65,0.17,0.43,1.0
12,0,0,6,1,27.3,7,142,0,0,4.3,9.8,2022-11-06T12:00:00Z,86,6,0,0,0,0,15,0,1402492,1,0,6.0,3,-10117,45977,56094,64,False,0,4,4,0.28,0.4,0.12,0.29,1.0
13,0,3,47,1,9.3,7,160,0,2,14.7,69.4,2022-11-12T19:45:00Z,90,20,0,0,0,0,16,0,1377105,2,0,68.0,16,-29107,34389,63496,64,False,0,4,2,0.03,1.51,1.48,0.68,1.0
14,2,3,41,0,67.8,7,161,1,0,14.7,38.8,2022-12-26T20:00:00Z,90,19,0,0,0,0,17,0,1836698,1,3,40.0,11,437883,672601,234718,64,True,0,4,2,0.26,0.64,0.38,1.07,1.0
15,1,3,46,0,44.3,7,172,2,1,13.0,58.8,2022-12-31T17:30:00Z,86,5,0,0,0,0,18,0,2070142,4,2,27.0,13,223732,240431,16699,65,False,0,4,3,0.77,0.83,0.06,1.0,1.0
16,0,0,7,1,43.3,7,181,0,0,6.3,6.8,2023-01-03T19:45:00Z,90,15,0,0,0,0,19,0,2459245,0,0,13.0,2,378103,394955,16852,66,True,1,4,3,0.18,0.4,0.22,1.08,1.0
17,0,1,27,1,31.3,7,199,0,1,9.3,43.8,2023-01-15T16:30:00Z,90,18,0,0,0,0,20,0,2736033,2,0,18.0,9,267751,343453,75702,67,False,0,4,4,0.14,0.28,0.14,1.54,1.0
18,1,0,18,0,17.6,7,201,2,0,5.3,7.0,2023-01-22T16:30:00Z,90,14,0,0,0,0,21,0,3303060,2,3,28.0,5,539548,563011,23463,68,True,0,4,3,0.04,0.46,0.42,0.33,1.0
19,0,0,14,0,23.6,7,215,1,0,3.9,5.2,2023-02-04T12:30:00Z,76,8,0,0,0,0,22,0,3824816,0,1,10.0,2,493693,542992,49299,69,False,0,4,2,0.15,0.25,0.1,1.64,1.0
20,0,0,14,0,42.6,7,221,1,0,9.0,20.6,2023-02-11T15:00:00Z,90,4,0,0,0,0,23,0,4195165,1,1,27.0,2,360198,410687,50489,70,True,0,4,3,0.18,0.3,0.12,2.37,1.0
21,0,0,8,0,15.0,7,111,3,0,2.5,3.8,2023-02-15T19:30:00Z,90,13,0,0,0,0,23,0,4195165,3,1,6.0,2,360198,410687,50489,70,True,0,4,5,0.11,0.21,0.1,1.71,1.0
22,1,3,35,0,90.6,7,231,2,0,13.4,35.6,2023-02-18T12:30:00Z,90,2,0,0,0,0,24,0,4148247,4,2,8.0,8,-48033,104641,152674,70,False,0,4,2,0.6,0.94,0.34,0.51,1.0
23,0,0,11,1,37.2,7,246,0,0,5.2,7.2,2023-02-25T15:00:00Z,83,10,0,0,0,0,25,0,4421086,1,0,8.0,3,172204,239440,67236,70,False,0,4,3,0.1,0.25,0.15,0.02,1.0
24,0,0,32,1,28.9,7,61,0,1,9.3,39.8,2023-03-01T19:45:00Z,90,8,0,0,0,0,25,0,4421086,0,4,24.0,8,172204,239440,67236,70,True,0,4,2,0.09,0.49,0.4,1.36,1.0
25,0,0,16,0,57.1,7,251,2,0,14.3,27.6,2023-03-04T15:00:00Z,90,3,0,0,0,0,26,0,4285498,2,3,58.0,2,-50964,144988,195952,70,True,0,4,2,0.38,0.94,0.56,1.32,1.0
26,0,0,25,1,29.6,7,264,0,1,9.5,42.8,2023-03-12T14:00:00Z,90,9,0,0,0,0,27,0,3742774,3,0,23.0,7,-535337,35848,571185,69,False,1,4,2,0.18,0.63,0.45,0.84,1.0
27,0,0,13,0,22.3,7,271,1,0,5.4,14.0,2023-03-19T14:00:00Z,90,7,0,0,0,0,28,0,3870662,1,4,18.0,2,81514,169586,88072,69,True,0,4,2,0.3,0.55,0.25,0.6,1.0
28,1,1,32,0,30.3,7,281,1,0,6.3,28.6,2023-04-01T14:00:00Z,84,11,0,0,0,0,29,0,3418017,1,4,4.0,6,-398782,51814,450596,68,True,0,4,2,0.28,0.28,0.0,0.78,1.0
29,0,0,5,0,1.8,7,296,1,0,1.5,4.0,2023-04-09T15:30:00Z,79,12,0,0,0,0,30,0,3395392,2,2,9.0,2,-60902,44522,105424,67,False,0,4,4,0.01,0.06,0.05,2.15,1.0
30,0,3,30,0,9.5,7,309,2,1,9.0,46.4,2023-04-16T13:00:00Z,89,19,0,0,0,0,31,0,3344746,2,2,34.0,10,-54696,81480,136176,67,False,0,4,3,0.17,0.74,0.57,1.75,1.0
31,0,0,25,0,26.5,7,311,3,1,9.2,39.0,2023-04-21T19:00:00Z,90,17,0,0,0,0,32,0,3421920,3,3,26.0,7,78269,118725,40456,67,True,0,4,2,0.19,0.47,0.28,1.42,1.0
32,0,0,9,0,14.0,7,329,3,0,2.0,4.2,2023-04-26T19:00:00Z,70,13,0,0,0,0,33,0,3286110,1,4,2.0,2,-143104,21711,164815,67,False,0,4,5,0.04,0.04,0.0,1.89,1.0
33,0,3,52,0,26.7,7,331,1,2,16.5,82.8,2023-05-02T19:00:00Z,90,6,0,0,0,0,34,0,2950074,1,3,55.0,15,-300942,17686,318628,66,True,0,4,3,0.12,0.51,0.39,0.74,1.0
34,0,2,30,1,25.4,7,346,0,1,11.8,48.0,2023-05-07T15:30:00Z,79,15,0,0,0,0,35,0,3163029,2,0,45.0,10,163326,199101,35775,66,False,0,4,4,0.17,0.67,0.5,1.24,1.0
35,0,0,5,0,21.8,7,351,1,0,3.1,0.4,2023-05-14T15:30:00Z,76,5,0,0,0,0,36,0,3479666,3,0,9.0,2,307003,323482,16479,67,True,0,4,3,0.07,0.13,0.06,1.08,1.0
36,0,0,13,0,25.0,7,367,1,0,3.3,2.6,2023-05-20T16:30:00Z,90,16,0,0,0,0,37,0,3560448,0,1,5.0,2,91401,209054,117653,68,False,0,4,2,0.11,0.14,0.03,0.55,1.0
37,0,0,16,1,0.0,7,371,0,0,0.0,0.0,2023-05-28T15:30:00Z,74,20,0,0,0,0,38,0,3821085,0,5,0.0,3,238570,297767,59197,69,True,0,4,2,0.44,0.48,0.04,0.29,1.0
0,0,0,11,0,23.4,14,2,1,0,4.9,12.0,2023-08-12T12:00:00Z,90,16,0,0,0,0,1,0,1941821,1,2,14.0,2,0,0,0,85,True,0,4,2,0.09,0.2,0.11,1.18,1.0
