Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2023-08-12T14:00:00Z,0,9,0,0,0,0,1,0,2596,0,1,0,0.0,0,0,0,0,40,False,0,2,2,1,2023-24,Luc_De Fougerolles
1,1,1,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2023-08-19T14:00:00Z,0,4,0,0,0,0,2,0,4107,0,3,0,0.0,0,-158,216,374,40,True,0,2,3,2,2023-24,Luc_De Fougerolles
2,2,2,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,21,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,1,0,0,0,0,3,0,4457,0,2,2,0.0,0,-226,213,439,40,False,0,2,4,3,2023-24,Luc_De Fougerolles
3,3,3,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,39,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,13,0,0,0,0,4,0,4666,0,1,5,0.0,0,-268,112,380,40,False,0,2,5,4,2023-24,Luc_De Fougerolles
4,4,4,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,12,0,0,0,0,5,0,5575,0,0,1,0.0,0,181,483,302,40,True,0,2,2,5,2023-24,Luc_De Fougerolles
5,5,5,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,56,0,0,0.0,0.0,2023-09-23T14:00:00Z,0,8,0,0,0,0,6,0,5694,0,0,0,0.0,0,-12,256,268,40,False,0,2,2,6,2023-24,Luc_De Fougerolles
6,6,6,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2023-10-02T19:00:00Z,0,7,0,0,0,0,7,0,5749,0,2,0,0.0,0,-15,328,343,40,True,0,2,3,7,2023-24,Luc_De Fougerolles
7,7,7,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,17,0,0,0,0,8,0,6051,0,1,3,0.0,0,7,336,329,40,True,0,2,2,8,2023-24,Luc_De Fougerolles
8,8,8,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,90,0,0,0.0,0.0,2023-10-23T19:00:00Z,0,18,0,0,0,0,9,0,6291,0,0,2,0.0,0,-23,219,242,40,False,0,2,3,9,2023-24,Luc_De Fougerolles
9,9,9,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,94,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,5,0,0,0,0,10,0,6465,0,1,1,0.0,0,6,241,235,40,False,0,2,3,10,2023-24,Luc_De Fougerolles
10,10,10,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,104,0,0,0.0,0.0,2023-11-04T12:30:00Z,0,14,0,0,0,0,11,0,6495,0,1,0,0.0,0,-84,151,235,40,True,0,2,3,11,2023-24,Luc_De Fougerolles
11,11,11,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,2,0,0,0,0,12,0,6504,0,1,3,0.0,0,-106,101,207,40,False,0,2,4,12,2023-24,Luc_De Fougerolles
12,12,12,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,124,0,0,0.0,0.0,2023-11-27T20:00:00Z,0,20,0,0,0,0,13,0,6586,0,2,3,0.0,0,-83,97,180,40,True,0,2,2,13,2023-24,Luc_De Fougerolles
13,13,13,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,136,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,11,0,0,0,0,14,0,6714,0,3,4,0.0,0,-5,127,132,40,False,0,2,5,14,2023-24,Luc_De Fougerolles
14,14,14,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,145,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,16,0,0,0,0,15,0,6724,0,0,5,0.0,0,-50,84,134,40,True,0,2,2,15,2023-24,Luc_De Fougerolles
15,15,15,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,155,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,19,0,0,0,0,16,0,6793,0,0,5,0.0,0,-24,93,117,40,True,0,2,2,16,2023-24,Luc_De Fougerolles
16,16,16,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,168,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,15,0,0,0,0,17,0,6956,0,0,3,0.0,0,-14,142,156,40,False,0,2,4,17,2023-24,Luc_De Fougerolles
17,17,17,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,173,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,6,0,0,0,0,18,0,6954,0,2,0,0.0,0,-103,61,164,40,True,0,2,2,18,2023-24,Luc_De Fougerolles
18,18,18,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,182,0,0,0.0,0.0,2023-12-26T15:00:00Z,0,3,0,0,0,0,19,0,6988,0,0,3,0.0,0,-40,62,102,40,False,0,2,2,19,2023-24,Luc_De Fougerolles
19,19,19,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,193,0,0,0.0,0.0,2023-12-31T14:00:00Z,0,1,0,0,0,0,20,0,6951,0,1,2,0.0,0,-121,38,159,40,True,0,2,4,20,2023-24,Luc_De Fougerolles
20,20,20,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2024-01-13T12:30:00Z,0,7,0,0,0,0,21,0,6969,0,0,1,0.0,0,-158,93,251,40,False,0,2,3,21,2023-24,Luc_De Fougerolles
21,21,21,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,213,0,0,0.0,0.0,2024-01-30T19:45:00Z,0,9,0,0,0,0,22,0,7128,0,0,0,0.0,0,-5,120,125,39,True,0,2,2,22,2023-24,Luc_De Fougerolles
22,22,22,0,0,0,0,0.0,625,0.0,0.0,0.0,0.0,225,0,0,0.0,0.0,2024-02-03T15:00:00Z,0,6,0,0,0,0,23,0,7214,0,2,2,0.0,0,30,130,100,39,False,0,2,2,23,2023-24,Luc_De Fougerolles
