Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0.0,1,0,13,0,20.5,705,0.04,0.33,0.29,1.77,202,1,0,8.9,32.8,2023-01-21T15:00:00Z,90,16,0,0,0,0,21,0,232,1,1,1,36.0,5,219,231,12,50,True,0,2,2,21,2022-23,Dango_Ouattara
1,1,1,1.0,0,0,1,0,1.1,705,0.0,0.57,0.57,2.61,213,1,0,4.7,6.6,2023-02-04T15:00:00Z,90,5,0,0,0,0,22,0,1390,1,0,1,39.0,2,1022,1212,190,50,False,0,2,3,22,2022-23,Dango_Ouattara
2,2,2,2.0,1,2,29,0,39.3,705,0.24,0.34,0.1,1.16,222,1,0,7.6,32.4,2023-02-11T17:30:00Z,78,15,0,0,0,0,23,0,1441,1,1,1,4.0,7,23,262,239,50,True,0,2,3,23,2022-23,Dango_Ouattara
3,3,3,3.0,0,0,3,0,4.8,705,0.12,0.12,0.0,0.93,240,0,0,1.5,4.0,2023-02-18T15:00:00Z,57,20,0,0,0,0,24,0,2332,1,1,0,6.0,1,807,945,138,50,False,0,2,2,24,2022-23,Dango_Ouattara
4,4,4,4.0,0,0,-1,0,13.4,705,0.02,0.05,0.03,2.38,241,4,0,2.7,4.2,2023-02-25T17:30:00Z,90,13,0,0,0,0,25,0,2457,1,4,1,9.0,1,37,443,406,50,True,1,2,5,25,2022-23,Dango_Ouattara
5,5,5,5.0,0,0,5,0,0.6,705,0.0,0.6,0.6,2.28,251,2,0,2.6,8.8,2023-03-04T15:00:00Z,81,1,0,0,0,0,26,0,2274,1,2,3,17.0,2,-155,236,391,50,False,0,2,4,26,2022-23,Dango_Ouattara
6,6,6,6.0,1,0,20,1,18.3,705,0.04,0.48,0.44,1.75,261,0,0,6.3,37.0,2023-03-11T12:30:00Z,90,12,0,0,0,0,27,0,2329,1,0,1,8.0,6,8,422,414,50,True,0,2,4,27,2022-23,Dango_Ouattara
7,7,7,7.0,0,0,12,0,8.3,705,0.11,0.33,0.22,3.18,272,3,0,7.0,15.6,2023-03-18T15:00:00Z,90,2,0,0,0,0,28,0,8934,1,0,3,46.0,2,4484,5086,602,50,False,0,2,2,28,2022-23,Dango_Ouattara
8,8,8,8.0,0,0,3,0,0.6,705,0.01,0.08,0.07,0.58,282,1,0,0.6,0.0,2023-04-01T14:00:00Z,45,9,0,0,0,0,29,0,6957,1,1,2,6.0,1,-29,1529,1558,50,True,0,2,2,29,2022-23,Dango_Ouattara
9,9,9,9.0,0,0,5,0,46.7,705,0.11,0.14,0.03,1.82,62,1,0,7.8,18.8,2023-04-04T18:45:00Z,84,5,0,0,0,0,29,0,6957,1,2,0,12.0,2,-29,1529,1558,50,True,0,2,3,29,2022-23,Dango_Ouattara
