Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,ea_index,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,id,key_passes,kickoff_time_formatted,loaned_in,loaned_out,offside,open_play_crosses,penalties_conceded,recoveries,tackled,tackles,target_missed,winning_goals
0,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2023-08-12T12:00:00Z,0,1,0,0,0,0,1,0,29193,0.0,1,2,0.0,0,0,0,0,40,False,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2023-08-18T18:45:00Z,0,17,0,0,0,0,2,0,26442,0.0,1,2,0.0,0,-2896,128,3024,40,True,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,28,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,14,0,0,0,0,3,0,24639,0.0,2,3,0.0,0,-1973,96,2069,40,False,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
3,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,7,0,0,0,0,4,0,23059,0.0,1,0,0.0,0,-1669,83,1752,40,False,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
4,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2023-09-18T18:45:00Z,0,6,0,0,0,0,5,0,22350,0.0,1,1,0.0,0,-870,232,1102,40,True,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2023-09-23T14:00:00Z,0,13,0,0,0,0,6,0,22133,0.0,0,2,0.0,0,-378,252,630,40,False,0,2,5,,,,,,,,,,,,,,,,,,,,,,,
6,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2023-10-01T13:00:00Z,0,4,0,0,0,0,7,0,21919,0.0,1,1,0.0,0,-275,316,591,40,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
7,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,8,0,0,0,0,8,0,21639,0.0,0,0,0.0,0,-371,366,737,40,False,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
8,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,88,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,12,0,0,0,0,9,0,21602,0.0,2,2,0.0,0,-204,399,603,40,True,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
9,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,97,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,11,0,0,0,0,10,0,21371,0.0,0,3,0.0,0,-319,434,753,40,False,0,2,5,,,,,,,,,,,,,,,,,,,,,,,
10,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,108,0,0,0.0,0.0,2023-11-05T14:00:00Z,0,2,0,0,0,0,11,0,21446,0.0,0,2,0.0,0,5,396,391,40,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
11,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,119,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,19,0,0,0,0,12,0,21357,0.0,2,3,0.0,0,-169,262,431,40,False,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
12,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,128,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,5,0,0,0,0,13,0,21252,0.0,3,2,0.0,0,-211,312,523,40,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
13,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,139,0,0,0.0,0.0,2023-12-02T17:30:00Z,0,9,0,0,0,0,14,0,21129,0.0,1,0,0.0,0,-204,299,503,40,True,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
14,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,145,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,10,0,0,0,0,15,0,20815,0.0,0,5,0.0,0,-358,149,507,40,False,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
15,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,160,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,20,0,0,0,0,16,0,20576,0.0,1,1,0.0,0,-280,107,387,40,False,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
16,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,18,0,0,0,0,17,0,20413,0.0,2,0,0.0,0,-229,212,441,40,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
17,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,177,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,3,0,0,0,0,18,0,20208,0.0,3,2,0.0,0,-266,121,387,40,True,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
18,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,189,0,0,0.0,0.0,2023-12-26T12:30:00Z,0,15,0,0,0,0,19,0,20192,0.0,3,1,0.0,0,-84,141,225,40,False,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
19,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,197,0,0,0.0,0.0,2023-12-30T17:30:00Z,0,14,0,0,0,0,20,0,19978,0.0,1,2,0.0,0,-257,135,392,40,True,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
20,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2024-01-20T17:30:00Z,0,4,0,0,0,0,21,0,19667,0.0,2,3,0.0,0,-423,268,691,40,False,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
21,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,215,0,0,0.0,0.0,2024-01-30T19:30:00Z,0,1,0,0,0,0,22,0,19652,0.0,2,1,0.0,0,-123,192,315,40,True,0,2,4,,,,,,,,,,,,,,,,,,,,,,,
22,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,222,0,0,0.0,0.0,2024-02-04T14:00:00Z,0,3,0,0,0,0,23,0,19646,0.0,1,1,0.0,0,-43,128,171,40,False,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
0,0,1,33,1,0.0,135,,,,,3,0,0,4.3,42.6,2018-08-11T14:00:00Z,90,9,0,0,0,0,1,6,49531,,2,0,0.0,9,0,0,0,45,False,0,2,2,26.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,11 Aug 15:00,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
1,0,0,18,0,0.0,135,,,,,15,2,0,3.0,30.2,2018-08-20T19:00:00Z,90,12,0,0,0,0,2,4,110567,,2,0,0.0,2,17259,23718,6459,45,True,0,2,4,26.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,20 Aug 20:00,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
2,0,0,14,0,0.0,135,,,,,29,2,0,2.3,23.0,2018-08-26T12:30:00Z,90,18,0,0,0,0,3,3,148738,,1,2,0.0,2,31979,47647,15668,45,False,0,2,3,26.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1187.0,0.0,26 Aug 13:30,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
3,0,1,34,0,0.0,135,,,,,35,2,0,6.1,60.8,2018-09-01T14:00:00Z,90,16,0,0,1,0,4,5,191464,,2,0,0.0,8,36357,49712,13355,45,True,0,2,2,26.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,1718.0,0.0,01 Sep 15:00,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
4,0,0,24,1,0.0,135,,,,,44,0,0,1.8,17.8,2018-09-15T14:00:00Z,90,10,0,0,0,0,5,2,253852,,1,0,0.0,6,53309,72311,19002,45,False,0,2,2,27.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,2255.0,0.0,15 Sep 15:00,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
5,0,1,28,1,0.0,135,,,,,55,0,0,1.9,18.6,2018-09-22T14:00:00Z,90,15,0,0,0,0,6,3,364076,,0,0,0.0,8,97934,108668,10734,46,True,0,2,2,23.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2792.0,0.0,22 Sep 15:00,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
6,0,0,14,0,0.0,135,,,,,62,2,0,2.6,26.2,2018-10-01T19:00:00Z,90,2,0,0,0,0,7,3,427537,,1,2,0.0,2,57431,66886,9455,46,False,0,2,3,22.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3330.0,0.0,01 Oct 20:00,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
