Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0,0,4,0,0.6,609,0.01,0.01,0.0,0.04,9,0,0,0.5,2.2,2023-08-13T15:30:00Z,9,11,0,0,0,0,1,0,9695,0,1,1,2.0,1,0,0,0,55,True,0,3,4,1,2023-24,Ian_Maatsen
1,1,1,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,19,0,0,0.0,0.0,2023-08-20T15:30:00Z,0,19,0,0,0,0,2,0,9128,0,1,3,0.0,0,-1977,248,2225,55,False,0,3,3,2,2023-24,Ian_Maatsen
2,2,2,0,0,-2,0,0.3,609,0.0,0.0,0.0,0.03,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,4,12,0,0,0,0,3,0,7683,0,0,3,0.0,0,-1727,319,2046,54,True,1,3,2,3,2023-24,Ian_Maatsen
3,3,3,0,0,3,0,15.5,609,0.03,0.09,0.06,0.07,35,0,0,2.3,5.4,2023-09-02T14:00:00Z,13,16,0,0,0,0,4,0,6268,0,1,0,2.0,1,-1641,208,1849,53,True,0,3,2,4,2023-24,Ian_Maatsen
4,4,4,0,0,3,0,2.3,609,0.02,0.22,0.2,0.09,42,0,0,0.8,0.2,2023-09-17T13:00:00Z,9,3,0,0,0,0,5,0,5771,0,0,0,5.0,1,-726,171,897,53,False,0,3,2,5,2023-24,Ian_Maatsen
5,5,5,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2023-09-24T13:00:00Z,0,2,0,0,0,0,6,0,5597,0,1,0,0.0,0,-276,139,415,52,True,0,3,3,6,2023-24,Ian_Maatsen
6,6,6,0,0,2,0,14.8,609,0.08,0.22,0.14,1.06,64,0,0,2.4,3.0,2023-10-02T19:00:00Z,45,10,0,0,0,0,7,0,5575,0,2,0,6.0,1,-104,328,432,52,False,0,3,2,7,2023-24,Ian_Maatsen
7,7,7,0,0,2,0,3.0,609,0.0,0.0,0.0,0.18,73,0,0,0.2,0.0,2023-10-07T14:00:00Z,4,6,0,0,0,0,8,0,5738,0,4,1,0.0,1,44,422,378,52,False,0,3,2,8,2023-24,Ian_Maatsen
8,8,8,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2023-10-21T16:30:00Z,0,1,0,0,0,0,9,0,5625,0,2,2,0.0,0,-188,174,362,52,True,0,3,4,9,2023-24,Ian_Maatsen
9,9,9,0,0,5,0,4.5,609,0.04,0.04,0.0,1.64,95,1,0,1.7,8.2,2023-10-28T11:30:00Z,23,4,0,0,0,0,10,0,5480,0,2,0,4.0,1,-208,105,313,52,True,0,3,3,10,2023-24,Ian_Maatsen
10,10,10,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,110,0,0,0.0,0.0,2023-11-06T20:00:00Z,0,18,0,0,0,0,11,0,5405,0,4,1,0.0,0,-111,105,216,52,False,0,3,3,11,2023-24,Ian_Maatsen
11,11,11,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,13,0,0,0,0,12,0,5284,0,4,4,0.0,0,-145,64,209,52,True,0,3,5,12,2023-24,Ian_Maatsen
12,12,12,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,15,0,0,0,0,13,0,5239,0,1,4,0.0,0,-86,134,220,51,False,0,3,4,13,2023-24,Ian_Maatsen
13,13,13,0,0,2,0,0.0,609,0.0,0.0,0.0,0.8,135,1,0,0.1,1.4,2023-12-03T14:00:00Z,18,5,0,0,0,0,14,0,5287,0,2,3,0.0,1,18,147,129,51,True,0,3,3,14,2023-24,Ian_Maatsen
14,14,14,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,14,0,0,0,0,15,0,5310,0,1,2,0.0,0,0,98,98,51,False,0,3,4,15,2023-24,Ian_Maatsen
15,15,15,0,0,3,0,1.0,609,0.0,0.0,0.0,0.08,154,1,0,0.3,2.4,2023-12-10T14:00:00Z,6,9,0,0,0,0,16,0,5318,0,0,2,0.0,1,-35,102,137,51,False,0,3,2,16,2023-24,Ian_Maatsen
16,16,16,0,0,3,0,0.0,609,0.0,0.0,0.0,0.0,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,1,17,0,0,0,0,17,0,5362,0,0,2,0.0,1,-15,105,120,51,True,0,3,2,17,2023-24,Ian_Maatsen
17,17,17,0,0,3,0,1.0,609,0.01,0.01,0.0,0.33,180,1,0,0.3,1.6,2023-12-24T13:00:00Z,11,20,0,0,0,0,18,0,5363,0,1,2,0.0,1,-40,87,127,51,False,0,3,2,18,2023-24,Ian_Maatsen
18,18,18,0,0,-4,0,1.8,609,0.01,0.35,0.34,0.75,186,1,0,1.7,5.0,2023-12-27T19:30:00Z,57,8,0,0,0,0,19,0,5446,1,1,2,10.0,1,38,126,88,51,True,0,3,2,19,2023-24,Ian_Maatsen
19,19,19,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,195,0,0,0.0,0.0,2023-12-30T12:30:00Z,0,12,0,0,0,0,20,0,5506,0,3,2,0.0,0,22,161,139,51,False,0,3,2,20,2023-24,Ian_Maatsen
20,20,20,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2024-01-13T12:30:00Z,0,10,0,0,0,0,21,0,5418,0,0,1,0.0,0,-148,132,280,51,True,0,3,2,21,2023-24,Ian_Maatsen
