Unnamed: 0,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,own_FDR,opp_FDR,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
0,0,27.0,0.0,0.0,0,16,0,4.0,24.0,2.4,1.0,0.0,202,0.0,0.0,4,0.0,3,0,4.5,202.0,20.8,0.0,2018-08-11T14:00:00Z,11 Aug 15:00,0.0,0.0,90,0.0,0.0,6,0,0.0,0,0,6.0,0,1,0,5761,2.0,4.0,1.0,3,0,22.0,2,0,0,0,45,True,0.0,0,2,4,,,,,
1,0,20.0,0.0,0.0,0,5,0,7.0,13.0,2.1,1.0,0.0,202,0.0,0.0,18,1.0,6,0,4.0,727.0,19.6,0.0,2018-08-19T12:30:00Z,19 Aug 13:30,0.0,0.0,90,0.0,0.0,13,0,0.0,0,0,3.0,0,2,0,8239,2.0,0.0,0.0,1,6,18.0,1,543,1509,966,45,False,0.0,1,2,5,,,,,
2,0,48.0,0.0,0.0,0,12,1,4.0,37.0,3.8,1.0,0.0,202,0.0,0.0,24,0.0,0,0,2.8,1254.0,21.8,0.0,2018-08-25T14:00:00Z,25 Aug 15:00,0.0,0.0,90,0.0,0.0,5,0,0.0,0,0,9.0,0,3,0,10197,2.0,0.0,0.0,0,0,2.0,3,1298,3026,1728,45,True,0.0,0,2,2,,,,,
3,0,40.0,0.0,0.0,3,37,0,8.0,29.0,12.7,2.0,0.0,202,0.0,0.0,36,3.0,1,1,9.6,1785.0,58.0,0.0,2018-09-01T14:00:00Z,01 Sep 15:00,0.0,0.0,90,0.0,2.0,8,0,0.0,0,0,11.0,0,4,0,17461,0.0,3.0,0.0,1,1,25.0,9,5470,8726,3256,45,False,0.0,1,2,3,,,,,
4,0,68.0,0.0,0.0,0,15,0,3.0,60.0,29.8,0.0,0.0,202,0.0,0.0,44,1.0,1,0,6.4,2322.0,20.0,2.0,2018-09-15T14:00:00Z,15 Sep 15:00,0.0,0.0,90,0.0,1.0,7,0,0.0,0,0,9.0,0,5,0,143835,0.0,0.0,1.0,1,0,14.0,2,107950,138693,30743,45,True,0.0,0,2,2,,,,,
5,0,43.0,0.0,0.0,0,17,0,7.0,37.0,18.3,1.0,0.0,202,0.0,0.0,57,2.0,3,0,3.3,2859.0,14.4,1.0,2018-09-22T14:00:00Z,22 Sep 15:00,0.0,0.0,90,0.0,1.0,11,0,0.0,0,0,10.0,0,6,0,158719,4.0,2.0,0.0,1,3,0.0,2,18567,38726,20159,45,False,0.0,0,2,3,,,,,
6,0,42.0,0.0,0.0,0,3,0,6.0,28.0,6.0,1.0,0.0,202,0.0,0.0,66,6.0,2,0,4.0,3397.0,17.4,0.0,2018-09-29T14:00:00Z,29 Sep 15:00,0.0,0.0,90,0.0,1.0,17,0,0.0,0,0,5.0,0,7,0,151992,2.0,1.0,0.0,2,0,17.0,1,-5885,8412,14297,45,True,0.0,1,2,4,,,,,
7,0,65.0,0.0,0.0,0,14,0,2.0,58.0,18.7,1.0,0.0,202,0.0,0.0,72,1.0,1,0,6.2,3936.0,14.0,1.0,2018-10-06T14:00:00Z,06 Oct 15:00,0.0,0.0,90,0.0,1.0,4,0,0.0,0,0,4.0,0,8,0,152279,1.0,1.0,1.0,1,1,29.0,2,-631,8629,9260,45,False,0.0,0,2,3,,,,,
8,0,29.0,0.0,0.0,0,6,0,3.0,27.0,1.1,0.0,0.0,202,0.0,0.0,86,0.0,1,0,2.1,4478.0,7.0,0.0,2018-10-20T16:30:00Z,20 Oct 17:30,0.0,0.0,69,0.0,0.0,12,0,0.0,0,0,4.0,0,9,0,141899,1.0,0.0,1.0,1,0,13.0,2,-10078,6522,16600,45,True,0.0,0,2,4,,,,,
9,0,46.0,0.0,0.0,0,15,0,4.0,40.0,16.4,2.0,0.0,202,0.0,0.0,100,2.0,2,0,4.6,5024.0,20.6,1.0,2018-10-27T14:00:00Z,27 Oct 15:00,0.0,0.0,77,0.0,1.0,18,0,0.0,0,0,4.0,0,10,0,138816,1.0,2.0,0.0,0,3,9.0,1,-3747,4698,8445,45,False,0.0,1,2,3,,,,,
10,0,28.0,0.0,0.0,0,11,1,4.0,20.0,11.1,0.0,0.0,202,0.0,0.0,106,1.0,0,0,2.4,5572.0,9.6,1.0,2018-11-05T20:00:00Z,05 Nov 20:00,0.0,0.0,90,1.0,0.0,9,0,0.0,0,0,6.0,0,11,0,133437,3.0,3.0,1.0,0,1,3.0,3,-5906,5514,11420,45,True,0.0,0,2,2,,,,,
11,0,34.0,0.0,0.0,0,9,0,2.0,30.0,14.4,1.0,0.0,202,0.0,0.0,115,2.0,1,0,3.1,6122.0,5.4,1.0,2018-11-10T15:00:00Z,10 Nov 15:00,0.0,0.0,90,1.0,0.0,19,0,0.0,0,0,10.0,0,12,0,128797,3.0,0.0,1.0,1,1,11.0,2,-4944,2845,7789,45,True,0.0,0,2,3,,,,,
