Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,7,0,0,0,0,1,0,60915,0,2,0,0.0,0,0,0,0,40,False,0,4,2,1,2022-23,Matt_Turner
1,1,1,1.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2022-08-13T14:00:00Z,0,10,0,0,0,0,2,0,73999,0,2,4,0.0,0,-2489,4057,6546,40,True,0,4,3,2,2022-23,Matt_Turner
2,2,2,2.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,21,0,0,0.0,0.0,2022-08-20T16:30:00Z,0,3,0,0,0,0,3,0,72486,0,3,0,0.0,0,-6909,4011,10920,40,False,0,4,2,3,2022-23,Matt_Turner
3,3,3,3.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,0,9,0,0,0,0,4,0,69615,0,1,2,0.0,0,-6448,2566,9014,39,True,0,4,2,4,2022-23,Matt_Turner
4,4,4,4.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,2,0,0,0,0,5,0,92971,0,1,2,0.0,0,9981,17099,7118,39,True,0,4,2,5,2022-23,Matt_Turner
5,5,5,5.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,56,0,0,0.0,0.0,2022-09-04T15:30:00Z,0,14,0,0,0,0,6,0,130171,0,1,3,0.0,0,20600,30415,9815,39,False,0,4,4,6,2022-23,Matt_Turner
6,6,6,6.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,72,0,0,0.0,0.0,2022-09-18T11:00:00Z,0,4,0,0,0,0,8,0,162537,0,3,0,0.0,0,2563,9355,6792,39,False,0,4,3,8,2022-23,Matt_Turner
7,7,7,7.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,81,0,0,0.0,0.0,2022-10-01T11:30:00Z,0,18,0,0,0,0,9,0,166867,0,1,3,0.0,0,10179,18515,8336,39,True,0,4,3,9,2022-23,Matt_Turner
8,8,8,8.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,12,0,0,0,0,10,0,172798,0,2,3,0.0,0,3941,13237,9296,39,True,0,4,4,10,2022-23,Matt_Turner
9,9,9,9.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,104,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,11,0,0,0,0,11,0,168001,0,1,0,0.0,0,-4889,6869,11758,39,False,0,4,2,11,2022-23,Matt_Turner
10,10,10,10.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2022-10-23T13:00:00Z,0,17,0,0,0,0,13,0,167134,0,1,1,0.0,0,-920,5121,6041,39,False,0,4,2,13,2022-23,Matt_Turner
11,11,11,11.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,131,0,0,0.0,0.0,2022-10-30T14:00:00Z,0,16,0,0,0,0,14,0,163119,0,0,5,0.0,0,-4752,3517,8269,39,True,0,4,2,14,2022-23,Matt_Turner
12,12,12,12.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,142,0,0,0.0,0.0,2022-11-06T12:00:00Z,0,6,0,0,0,0,15,0,157436,0,1,0,0.0,0,-6124,1816,7940,39,False,0,4,4,15,2022-23,Matt_Turner
13,13,13,13.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,160,0,0,0.0,0.0,2022-11-12T19:45:00Z,0,20,0,0,0,0,16,0,157746,0,2,0,0.0,0,-653,5408,6061,39,False,0,4,2,16,2022-23,Matt_Turner
14,14,14,14.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,161,0,0,0.0,0.0,2022-12-26T20:00:00Z,0,19,0,0,0,0,17,0,162802,0,1,3,0.0,0,3749,30495,26746,39,True,0,4,2,17,2022-23,Matt_Turner
15,15,15,15.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,172,0,0,0.0,0.0,2022-12-31T17:30:00Z,0,5,0,0,0,0,18,0,162890,0,4,2,0.0,0,-597,3057,3654,39,False,0,4,3,18,2022-23,Matt_Turner
16,16,16,16.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,181,0,0,0.0,0.0,2023-01-03T19:45:00Z,0,15,0,0,0,0,19,0,160251,0,0,0,0.0,0,-2988,1457,4445,39,True,0,4,3,19,2022-23,Matt_Turner
17,17,17,17.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,199,0,0,0.0,0.0,2023-01-15T16:30:00Z,0,18,0,0,0,0,20,0,164399,0,2,0,0.0,0,-761,4731,5492,39,False,0,4,4,20,2022-23,Matt_Turner
18,18,18,18.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,201,0,0,0.0,0.0,2023-01-22T16:30:00Z,0,14,0,0,0,0,21,0,157295,0,2,3,0.0,0,-3396,1937,5333,39,True,0,4,3,21,2022-23,Matt_Turner
19,19,19,19.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,215,0,0,0.0,0.0,2023-02-04T12:30:00Z,0,8,0,0,0,0,22,0,150256,0,0,1,0.0,0,-7325,1647,8972,39,False,0,4,2,22,2022-23,Matt_Turner
20,20,20,20.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,221,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,4,0,0,0,0,23,0,144812,0,1,1,0.0,0,-5715,1014,6729,39,True,0,4,3,23,2022-23,Matt_Turner
21,21,21,21.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,111,0,0,0.0,0.0,2023-02-15T19:30:00Z,0,13,0,0,0,0,23,0,144812,0,3,1,0.0,0,-5715,1014,6729,39,True,0,4,5,23,2022-23,Matt_Turner
22,22,22,22.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,231,0,0,0.0,0.0,2023-02-18T12:30:00Z,0,2,0,0,0,0,24,0,146486,0,4,2,0.0,0,707,3581,2874,38,False,0,4,2,24,2022-23,Matt_Turner
23,23,23,23.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,246,0,0,0.0,0.0,2023-02-25T15:00:00Z,0,10,0,0,0,0,25,0,142281,0,1,0,0.0,0,-3833,3929,7762,38,False,0,4,3,25,2022-23,Matt_Turner
24,24,24,24.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,61,0,0,0.0,0.0,2023-03-01T19:45:00Z,0,8,0,0,0,0,25,0,142281,0,0,4,0.0,0,-3833,3929,7762,38,True,0,4,2,25,2022-23,Matt_Turner
25,25,25,25.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,251,0,0,0.0,0.0,2023-03-04T15:00:00Z,0,3,0,0,0,0,26,0,140832,0,2,3,0.0,0,-2675,1937,4612,38,True,0,4,2,26,2022-23,Matt_Turner
26,26,26,26.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,264,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,9,0,0,0,0,27,0,143868,0,3,0,0.0,0,1693,4210,2517,38,False,0,4,2,27,2022-23,Matt_Turner
27,27,27,27.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,271,0,0,0.0,0.0,2023-03-19T14:00:00Z,0,7,0,0,0,0,28,0,140833,0,1,4,0.0,0,-2553,1464,4017,38,True,0,4,2,28,2022-23,Matt_Turner
28,28,28,28.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,281,0,0,0.0,0.0,2023-04-01T14:00:00Z,0,11,0,0,0,0,29,0,142716,0,1,4,0.0,0,-248,2829,3077,38,True,0,4,2,29,2022-23,Matt_Turner
29,29,29,29.0,0,0,0,0,0.0,24,0.0,0.0,0.0,0.0,296,0,0,0.0,0.0,2023-04-09T15:30:00Z,0,12,0,0,0,0,30,0,142125,0,2,2,0.0,0,612,2384,1772,38,False,0,4,4,30,2022-23,Matt_Turner
