Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,279,0.0,0.0,1,0.0,0,0,0.0,279.0,0.0,0.0,2018-08-12T15:00:00Z,12 Aug 16:00,0.0,0.0,0,0.0,0.0,1,0,0.0,0,0,0.0,0,1,0,2425,0.0,0.0,0.0,2,0,0.0,0,0,0,0,50,False,0.0,0,4,4,1,2018-19,,,,,,Oleksandr_Zinchenko
1,1,1,1.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,279,0.0,0.0,18,0.0,0,0,0.0,804.0,0.0,0.0,2018-08-19T12:30:00Z,19 Aug 13:30,0.0,0.0,0,0.0,0.0,10,0,0.0,0,0,0.0,0,2,0,2297,0.0,0.0,0.0,1,6,0.0,0,-385,75,460,50,True,0.0,0,5,2,2,2018-19,,,,,,Oleksandr_Zinchenko
2,2,2,2.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,279,0.0,0.0,30,0.0,0,0,0.0,1331.0,0.0,0.0,2018-08-25T11:30:00Z,25 Aug 12:30,0.0,0.0,0,0.0,0.0,20,0,0.0,0,0,0.0,0,3,0,2099,0.0,0.0,0.0,1,1,0.0,0,-311,83,394,49,False,0.0,0,4,3,3,2018-19,,,,,,Oleksandr_Zinchenko
3,3,3,3.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,279,0.0,0.0,38,0.0,0,0,0.0,1862.0,0.0,0.0,2018-09-01T16:30:00Z,01 Sep 17:30,0.0,0.0,0,0.0,0.0,15,0,0.0,0,0,0.0,0,4,0,1938,0.0,0.0,0.0,1,2,0.0,0,-230,41,271,49,True,0.0,0,5,2,4,2018-19,,,,,,Oleksandr_Zinchenko
4,4,4,4.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,279,0.0,0.0,45,0.0,0,0,0.0,2399.0,0.0,0.0,2018-09-15T14:00:00Z,15 Sep 15:00,0.0,0.0,0,0.0,0.0,9,0,0.0,0,0,0.0,0,5,0,1909,0.0,0.0,0.0,0,3,0.0,0,-112,56,168,48,True,0.0,0,5,2,5,2018-19,,,,,,Oleksandr_Zinchenko
5,5,5,5.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,279,0.0,0.0,54,0.0,0,0,0.0,2936.0,0.0,0.0,2018-09-22T14:00:00Z,22 Sep 15:00,0.0,0.0,0,0.0,0.0,5,0,0.0,0,0,0.0,0,6,0,1892,0.0,0.0,0.0,5,0,0.0,0,-65,42,107,48,False,0.0,0,4,2,6,2018-19,,,,,,Oleksandr_Zinchenko
6,6,6,6.0,0,128.0,0.0,0.0,0,19,1,3.0,122.0,39.1,1.0,0.0,279,0.0,0.0,67,0.0,0,0,9.4,3474.0,24.6,2.0,2018-09-29T14:00:00Z,29 Sep 15:00,0.0,0.0,90,0.0,0.0,3,0,0.0,0,0,8.0,0,7,0,1857,0.0,1.0,1.0,0,2,30.0,3,-72,30,102,48,True,0.0,0,5,2,7,2018-19,,,,,,Oleksandr_Zinchenko
7,7,7,7.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,279,0.0,0.0,76,0.0,0,0,0.0,4013.0,0.0,0.0,2018-10-07T15:30:00Z,07 Oct 16:30,0.0,0.0,0,0.0,0.0,12,0,0.0,0,0,0.0,0,8,0,2061,0.0,0.0,0.0,0,0,0.0,0,151,251,100,48,False,0.0,0,4,5,8,2018-19,,,,,,Oleksandr_Zinchenko
8,8,8,8.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,279,0.0,0.0,87,0.0,0,0,0.0,4555.0,0.0,0.0,2018-10-20T14:00:00Z,20 Oct 15:00,0.0,0.0,0,0.0,0.0,4,0,0.0,0,0,0.0,0,9,0,2015,0.0,0.0,0.0,0,5,0.0,0,-70,83,153,48,True,0.0,0,5,2,9,2018-19,,,,,,Oleksandr_Zinchenko
9,9,9,9.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,279,0.0,0.0,99,0.0,0,0,0.0,5101.0,0.0,0.0,2018-10-29T20:00:00Z,29 Oct 20:00,0.0,0.0,0,0.0,0.0,17,0,0.0,0,0,0.0,0,10,0,1960,0.0,0.0,0.0,1,0,0.0,0,-69,48,117,48,False,0.0,0,4,4,10,2018-19,,,,,,Oleksandr_Zinchenko
