Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,144,0.0,0.0,3,0.0,0,0,0.0,144.0,0.0,0.0,2018-08-11T14:00:00Z,11 Aug 15:00,0.0,0.0,0,0.0,0.0,9,0,0.0,0,0,0.0,0,1,0,4442,0.0,0.0,0.0,2,0,0.0,0,0,0,0,45,False,0.0,0,2,2,1,2018-19,,,,,,Jairo_Riedewald
1,1,1,1.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,144,0.0,0.0,15,0.0,0,0,0.0,669.0,0.0,0.0,2018-08-20T19:00:00Z,20 Aug 20:00,0.0,0.0,0,0.0,0.0,12,0,0.0,0,0,0.0,0,2,0,4440,0.0,0.0,0.0,2,0,0.0,0,-572,93,665,45,True,0.0,0,2,4,2,2018-19,,,,,,Jairo_Riedewald
2,2,2,2.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,144,0.0,0.0,29,0.0,0,0,0.0,1196.0,0.0,0.0,2018-08-26T12:30:00Z,26 Aug 13:30,0.0,0.0,0,0.0,0.0,18,0,0.0,0,0,0.0,0,3,0,4174,0.0,0.0,0.0,1,2,0.0,0,-445,100,545,45,False,0.0,0,2,3,3,2018-19,,,,,,Jairo_Riedewald
3,3,3,3.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,144,0.0,0.0,35,0.0,0,0,0.0,1727.0,0.0,0.0,2018-09-01T14:00:00Z,01 Sep 15:00,0.0,0.0,0,0.0,0.0,16,0,0.0,0,0,0.0,0,4,0,3958,0.0,0.0,0.0,2,0,0.0,0,-299,78,377,44,True,0.0,0,2,2,4,2018-19,,,,,,Jairo_Riedewald
4,4,4,4.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,144,0.0,0.0,44,0.0,0,0,0.0,2264.0,0.0,0.0,2018-09-15T14:00:00Z,15 Sep 15:00,0.0,0.0,0,0.0,0.0,10,0,0.0,0,0,0.0,0,5,0,3721,0.0,0.0,0.0,1,0,0.0,0,-286,27,313,44,False,0.0,0,2,2,5,2018-19,,,,,,Jairo_Riedewald
5,5,5,5.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,144,0.0,0.0,55,0.0,0,0,0.0,2801.0,0.0,0.0,2018-09-22T14:00:00Z,22 Sep 15:00,0.0,0.0,0,0.0,0.0,15,0,0.0,0,0,0.0,0,6,0,3572,0.0,0.0,0.0,0,0,0.0,0,-170,30,200,44,True,0.0,0,2,2,6,2018-19,,,,,,Jairo_Riedewald
6,6,6,6.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,144,0.0,0.0,62,0.0,0,0,0.0,3339.0,0.0,0.0,2018-10-01T19:00:00Z,01 Oct 20:00,0.0,0.0,0,0.0,0.0,2,0,0.0,0,0,0.0,0,7,0,3354,0.0,0.0,0.0,1,2,0.0,0,-234,15,249,44,False,0.0,0,2,3,7,2018-19,,,,,,Jairo_Riedewald
7,7,7,7.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,144,0.0,0.0,73,0.0,0,0,0.0,3878.0,0.0,0.0,2018-10-06T14:00:00Z,06 Oct 15:00,0.0,0.0,0,0.0,0.0,20,0,0.0,0,0,0.0,0,8,0,3168,0.0,0.0,0.0,1,0,0.0,0,-192,10,202,44,True,0.0,0,2,3,8,2018-19,,,,,,Jairo_Riedewald
8,8,8,8.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,144,0.0,0.0,85,0.0,0,0,0.0,4420.0,0.0,0.0,2018-10-21T15:00:00Z,21 Oct 16:00,0.0,0.0,0,0.0,0.0,8,0,0.0,0,0,0.0,0,9,0,3128,0.0,0.0,0.0,0,2,0.0,0,-63,21,84,44,False,0.0,0,2,3,9,2018-19,,,,,,Jairo_Riedewald
9,9,9,9.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,144,0.0,0.0,93,0.0,0,0,0.0,4966.0,0.0,0.0,2018-10-28T13:30:00Z,28 Oct 13:30,0.0,0.0,0,0.0,0.0,1,0,0.0,0,0,0.0,0,10,0,3080,0.0,0.0,0.0,2,2,0.0,0,-53,12,65,44,True,0.0,0,2,4,10,2018-19,,,,,,Jairo_Riedewald
