,Unnamed: 0,Unnamed: 0.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,0,0.0,641,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2023-08-13T13:00:00Z,0,4,0,0,0,0,1,0,4444,0,2,2,0.0,0,0,0,0,55,False,0,3,3,1
1,1,1,0,0,0,0,0.0,641,0.0,0.0,0.0,0.0,18,0,0,0.0,0.0,2023-08-19T16:30:00Z,0,14,0,0,0,0,2,0,5971,0,0,2,0.0,0,-515,1127,1642,55,True,0,3,3,2
2,2,2,0,0,0,0,0.0,641,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2023-08-26T11:30:00Z,0,3,0,0,0,0,3,0,5880,0,2,0,0.0,0,-724,684,1408,55,False,0,3,2,3
3,3,3,0,0,0,0,0.0,641,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,6,0,0,0,0,4,0,5488,0,5,2,0.0,0,-723,491,1214,55,False,0,3,2,4
4,4,4,0,0,0,0,0.0,641,0.0,0.0,0.0,0.0,48,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,17,0,0,0,0,5,0,5580,0,1,2,0.0,0,-374,760,1134,54,True,0,3,2,5
5,5,5,0,0,0,0,0.0,641,0.0,0.0,0.0,0.0,51,0,0,0.0,0.0,2023-09-24T13:00:00Z,0,1,0,0,0,0,6,0,5387,0,2,2,0.0,0,-345,225,570,54,False,0,3,4,6
6,6,6,0,0,0,0,0.3,641,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2023-09-30T16:30:00Z,1,11,0,0,0,0,7,0,5526,0,1,2,0.0,0,-75,423,498,54,True,1,3,4,7
7,7,7,0,0,1,0,0.3,641,0.0,0.0,0.0,0.03,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,1,12,0,0,0,0,8,0,5904,0,1,0,0.0,1,131,674,543,54,False,0,3,2,8
8,8,8,0,0,1,0,0.0,641,0.0,0.0,0.0,0.86,90,0,0,0.0,0.0,2023-10-23T19:00:00Z,8,10,0,0,0,0,9,0,6077,0,0,2,0.0,1,24,443,419,54,True,0,3,2,9
9,9,9,0,0,0,0,0.0,641,0.0,0.0,0.0,0.0,96,0,0,0.0,0.0,2023-10-27T19:00:00Z,0,8,0,0,0,0,10,0,6185,0,2,1,0.0,0,-6,455,461,54,False,0,3,2,10
