,Unnamed: 0,Unnamed: 0.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2023-08-13T15:30:00Z,0,11,0,0,0,0,1,0,1585,0,1,1,0.0,0,0,0,0,40,True,0,3,4,1
1,1,1,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,19,0,0,0.0,0.0,2023-08-20T15:30:00Z,0,19,0,0,0,0,2,0,1245,0,1,3,0.0,0,-317,0,317,40,False,0,3,3,2
2,2,2,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,12,0,0,0,0,3,0,1114,0,0,3,0.0,0,-153,0,153,40,True,0,3,2,3
3,3,3,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,16,0,0,0,0,4,0,999,0,1,0,0.0,0,-119,0,119,40,True,0,3,2,4
4,4,4,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2023-09-17T13:00:00Z,0,3,0,0,0,0,5,0,930,0,0,0,0.0,0,-72,0,72,40,False,0,3,2,5
5,5,5,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2023-09-24T13:00:00Z,0,2,0,0,0,0,6,0,888,0,1,0,0.0,0,-42,0,42,40,True,0,3,3,6
6,6,6,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2023-10-02T19:00:00Z,0,10,0,0,0,0,7,0,860,0,2,0,0.0,0,-27,0,27,40,False,0,3,2,7
7,7,7,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,826,0,4,1,0.0,0,-33,0,33,40,False,0,3,2,8
8,8,8,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2023-10-21T16:30:00Z,0,1,0,0,0,0,9,0,810,0,2,2,0.0,0,-20,0,20,40,True,0,3,4,9
9,9,9,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2023-10-28T11:30:00Z,0,4,0,0,0,0,10,0,794,0,2,0,0.0,0,-15,0,15,40,True,0,3,3,10
10,10,10,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,110,0,0,0.0,0.0,2023-11-06T20:00:00Z,0,18,0,0,0,0,11,0,778,0,4,1,0.0,0,-17,0,17,40,False,0,3,3,11
11,11,11,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,13,0,0,0,0,12,0,757,0,4,4,0.0,0,-19,0,19,40,True,0,3,5,12
12,12,12,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,15,0,0,0,0,13,0,745,0,1,4,0.0,0,-14,0,14,40,False,0,3,4,13
13,13,13,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,135,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,5,0,0,0,0,14,0,740,0,2,3,0.0,0,-6,0,6,40,True,0,3,3,14
14,14,14,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,14,0,0,0,0,15,0,732,0,1,2,0.0,0,-7,0,7,40,False,0,3,4,15
15,15,15,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,9,0,0,0,0,16,0,726,0,0,2,0.0,0,-6,0,6,40,False,0,3,2,16
16,16,16,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,17,0,0,0,0,17,0,715,0,0,2,0.0,0,-11,0,11,40,True,0,3,2,17
17,17,17,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,2023-12-24T13:00:00Z,0,20,0,0,0,0,18,0,714,0,1,2,0.0,0,-3,0,3,40,False,0,3,2,18
18,18,18,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,2023-12-27T19:30:00Z,0,8,0,0,0,0,19,0,713,0,1,2,0.0,0,-1,0,1,40,True,0,3,2,19
19,19,19,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,195,0,0,0.0,0.0,2023-12-30T12:30:00Z,0,12,0,0,0,0,20,0,706,0,3,2,0.0,0,-7,0,7,40,False,0,3,2,20
20,20,20,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2024-01-13T12:30:00Z,0,10,0,0,0,0,21,0,695,0,0,1,0.0,0,-11,0,11,40,True,0,3,2,21
21,21,21,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,219,0,0,0.0,0.0,2024-01-31T20:15:00Z,0,11,0,0,0,0,22,0,686,0,1,4,0.0,0,-9,0,9,40,False,0,3,5,22
22,22,22,0,0,0,0,0.0,185,0.0,0.0,0.0,0.0,226,0,0,0.0,0.0,2024-02-04T14:00:00Z,0,20,0,0,0,0,23,0,684,0,4,2,0.0,0,-2,0,2,40,True,0,3,2,23
