,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,13,0,0,0,0,4,0,0,0,2,4,0.0,0,0,0,0,45,False,0,2,5,4
1,1,1,1,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,43,0,0,0.0,0.0,2022-08-30T18:30:00Z,0,4,0,0,0,0,5,0,351,0,1,1,0.0,0,142,186,44,45,True,0,2,3,5
2,2,2,2,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,57,0,0,0.0,0.0,2022-09-03T14:00:00Z,0,15,0,0,0,0,6,0,784,0,0,0,0.0,0,198,336,138,45,False,0,2,4,6
3,3,3,3,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,6,0,0,0,0,9,0,1466,0,2,1,0.0,0,137,242,105,45,True,0,2,3,9
4,4,4,4,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2022-10-09T13:00:00Z,0,11,0,0,0,0,10,0,1658,0,1,2,0.0,0,73,294,221,45,True,0,2,2,10
5,5,5,5,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,105,0,0,0.0,0.0,2022-10-15T11:30:00Z,0,10,0,0,0,0,11,0,1741,0,0,0,0.0,0,7,149,142,45,False,0,2,3,11
6,6,6,6,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2022-10-18T19:15:00Z,0,20,0,0,0,0,12,0,1853,0,1,2,0.0,0,2,114,112,45,True,0,2,2,12
7,7,7,7,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,123,0,0,0.0,0.0,2022-10-22T14:00:00Z,0,8,0,0,0,0,13,0,1854,0,0,3,0.0,0,16,138,122,45,False,0,2,2,13
8,8,8,8,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,135,0,0,0.0,0.0,2022-10-29T14:00:00Z,0,17,0,0,0,0,14,0,1808,0,0,1,0.0,0,-86,83,169,45,True,0,2,2,14
9,9,9,9,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2022-11-06T14:00:00Z,0,19,0,0,0,0,15,0,1779,0,2,1,0.0,0,-72,62,134,45,False,0,2,3,15
10,10,10,10,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,157,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,16,0,0,0,0,16,0,1820,0,0,1,0.0,0,-1,94,95,45,False,0,2,2,16
11,11,11,11,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,165,0,0,0.0,0.0,2022-12-26T15:00:00Z,0,9,0,0,0,0,17,0,1871,0,3,0,0.0,0,-17,141,158,45,True,0,2,2,17
12,12,12,12,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,171,0,0,0.0,0.0,2022-12-31T15:00:00Z,0,3,0,0,0,0,18,0,1884,0,2,0,0.0,0,-9,39,48,45,False,0,2,2,18
13,13,13,13,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,185,0,0,0.0,0.0,2023-01-04T20:00:00Z,0,18,0,0,0,0,19,0,1871,0,4,0,0.0,0,-30,12,42,45,True,0,2,3,19
14,14,14,14,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,194,0,0,0.0,0.0,2023-01-15T14:00:00Z,0,6,0,0,0,0,20,0,1871,0,0,1,0.0,0,-36,34,70,45,False,0,2,4,20
15,15,15,15,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2023-01-18T20:00:00Z,0,14,0,0,0,0,20,0,1871,0,1,1,0.0,0,-36,34,70,45,True,0,2,3,20
16,16,16,16,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2023-01-21T17:30:00Z,0,15,0,0,0,0,21,0,1854,0,0,0,0.0,0,-31,16,47,45,True,0,2,3,21
17,17,17,17,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,216,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,14,0,0,0,0,22,0,1862,0,1,2,0.0,0,-15,34,49,45,False,0,2,4,22
18,18,18,18,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,223,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,5,0,0,0,0,23,0,1874,0,1,1,0.0,0,-8,34,42,45,True,0,2,3,23
19,19,19,19,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,232,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,4,0,0,0,0,24,0,1892,0,1,1,0.0,0,5,47,42,45,False,0,2,3,24
20,20,20,20,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,242,0,0,0.0,0.0,2023-02-25T19:45:00Z,0,12,0,0,0,0,25,0,1905,0,0,0,0.0,0,-16,28,44,45,True,0,2,4,25
21,21,21,21,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,252,0,0,0.0,0.0,2023-03-04T15:00:00Z,0,2,0,0,0,0,26,0,1904,0,0,1,0.0,0,0,31,31,45,False,0,2,2,26
22,22,22,22,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,262,0,0,0.0,0.0,2023-03-11T17:30:00Z,0,13,0,0,0,0,27,0,1907,0,1,0,0.0,0,-13,26,39,45,True,0,2,5,27
23,23,23,23,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-03-15T19:30:00Z,0,5,0,0,0,0,27,0,1907,0,0,1,0.0,0,-13,26,39,45,False,0,2,3,27
24,24,24,24,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,271,0,0,0.0,0.0,2023-03-19T14:00:00Z,0,1,0,0,0,0,28,0,1920,0,1,4,0.0,0,-15,13,28,45,False,0,2,4,28
25,25,25,25,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,285,0,0,0.0,0.0,2023-04-01T14:00:00Z,0,10,0,0,0,0,29,0,1915,0,1,2,0.0,0,-5,26,31,45,True,0,2,3,29
26,26,26,26,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,294,0,0,0.0,0.0,2023-04-09T13:00:00Z,0,11,0,0,0,0,30,0,1919,0,5,1,0.0,0,-6,23,29,45,False,0,2,2,30
27,27,27,27,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,307,0,0,0.0,0.0,2023-04-15T14:00:00Z,0,17,0,0,0,0,31,0,1950,0,2,0,0.0,0,27,47,20,45,False,0,2,2,31
28,28,28,28,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,315,0,0,0.0,0.0,2023-04-22T14:00:00Z,0,8,0,0,0,0,32,0,1966,0,0,0,0.0,0,-3,30,33,45,True,0,2,2,32
29,29,29,29,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,327,0,0,0.0,0.0,2023-04-25T18:30:00Z,0,20,0,0,0,0,33,0,1969,0,0,2,0.0,0,7,19,12,45,False,0,2,2,33
30,30,30,30,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,335,0,0,0.0,0.0,2023-04-29T11:30:00Z,0,19,0,0,0,0,34,0,1979,0,3,4,0.0,0,4,31,27,45,True,0,2,2,34
