,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR
0,0,0,0,0,0.0,248,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,4,0,0,0,0,1,0,54290,0,2,2,0.0,0,0,0,0,50,True,0,3,3
1,0,0,0,0,0.0,248,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2022-08-13T14:00:00Z,0,1,0,0,0,0,2,0,29493,0,2,4,0.0,0,-24026,0,24026,50,False,0,3,4
2,0,0,0,0,0.0,248,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,17,0,0,0,0,3,0,23206,0,2,1,0.0,0,-7156,0,7156,50,True,0,3,2
3,0,0,0,0,0.0,248,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,6,0,0,0,0,4,0,20280,0,1,2,0.0,0,-3181,0,3181,50,False,0,3,4
4,0,0,0,0,0.0,248,0.0,0.0,0.0,0.0,46,0,0,0.0,0.0,2022-09-01T19:00:00Z,0,14,0,0,0,0,5,0,18742,0,1,0,0.0,0,-1613,0,1613,50,True,0,3,3
5,0,0,0,0,0.0,248,0.0,0.0,0.0,0.0,53,0,0,0.0,0.0,2022-09-04T13:00:00Z,0,5,0,0,0,0,6,0,17275,0,2,5,0.0,0,-1460,0,1460,50,False,0,3,3
6,0,0,0,0,0.0,248,0.0,0.0,0.0,0.0,79,0,0,0.0,0.0,2022-09-17T16:30:00Z,0,18,0,0,0,0,8,0,15734,0,2,6,0.0,0,-430,0,430,50,False,0,3,4
7,0,0,0,0,0.0,248,0.0,0.0,0.0,0.0,86,0,0,0.0,0.0,2022-10-03T19:00:00Z,0,16,0,0,0,0,9,0,15089,0,0,4,0.0,0,-670,0,670,50,True,0,3,2
8,0,0,0,0,0.0,248,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,3,0,0,0,0,10,0,14666,0,1,2,0.0,0,-429,0,429,50,False,0,3,2
9,0,0,0,0,0.0,248,0.0,0.0,0.0,0.0,105,0,0,0.0,0.0,2022-10-15T11:30:00Z,0,7,0,0,0,0,11,0,14405,0,0,0,0.0,0,-271,0,271,50,True,0,3,2
