,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
11,11,11,11,0,0,0,0,0.0,416,116,0,0,0.0,0.0,2020-12-12T15:00:00Z,0,14,0,0,0,0,12,0,2807,1,2,0.0,0,-148,62,210,48,False,0,2,2,12
12,12,12,12,0,0,0,0,0.0,416,128,0,0,0.0,0.0,2020-12-15T20:00:00Z,0,12,0,0,0,0,13,0,2868,1,1,0.0,0,45,125,80,48,False,0,2,5,13
13,13,13,13,0,0,0,0,0.0,416,138,0,0,0.0,0.0,2020-12-20T19:15:00Z,0,2,0,0,0,0,14,0,2752,3,0,0.0,0,-117,27,144,48,True,0,2,2,14
14,14,14,14,0,0,0,0,0.0,416,144,0,0,0.0,0.0,2020-12-27T16:30:00Z,0,11,0,0,0,0,15,0,2701,1,1,0.0,0,-58,30,88,48,False,0,2,3,15
15,15,15,15,0,0,0,0,0.0,416,158,0,0,0.0,0.0,2020-12-29T18:00:00Z,0,10,0,0,0,0,16,0,2735,5,0,0.0,0,27,85,58,48,True,0,2,3,16
16,16,16,16,0,0,0,0,0.0,416,168,0,0,0.0,0.0,2021-01-02T20:00:00Z,0,1,0,0,0,0,17,0,2782,4,0,0.0,0,46,150,104,48,True,0,2,3,17
17,17,17,17,0,0,0,0,0.0,416,188,0,0,0.0,0.0,2021-01-16T12:30:00Z,0,20,0,0,0,0,19,0,2757,3,2,0.0,0,87,135,48,48,False,0,2,3,19
18,18,18,18,0,0,0,0,0.0,416,175,0,0,0.0,0.0,2021-01-19T18:00:00Z,0,19,0,0,0,0,19,0,2757,1,2,0.0,0,87,135,48,48,False,0,2,4,19
19,19,19,19,0,0,0,0,0.0,416,193,0,0,0.0,0.0,2021-01-26T20:15:00Z,0,12,0,0,0,0,20,0,2615,5,0,0.0,0,-124,17,141,48,True,0,2,4,20
20,20,20,20,0,0,0,0,0.0,416,207,0,0,0.0,0.0,2021-01-30T15:00:00Z,0,8,0,0,0,0,21,0,2583,2,2,0.0,0,-36,0,36,48,True,0,2,2,21
21,21,21,21,0,0,0,0,0.0,416,214,0,0,0.0,0.0,2021-02-02T18:00:00Z,0,15,0,0,0,0,22,0,2548,1,2,0.0,0,-35,0,35,48,False,0,2,2,22
22,22,22,22,0,0,0,0,0.0,416,227,0,0,0.0,0.0,2021-02-07T12:00:00Z,0,17,0,0,0,0,23,0,2518,0,2,0.0,0,-27,0,27,48,False,0,2,4,23
23,23,23,23,0,0,0,0,0.0,416,237,0,0,0.0,0.0,2021-02-14T14:00:00Z,0,13,0,0,0,0,24,0,2491,1,1,0.0,0,-29,0,29,48,True,0,2,4,24
24,24,24,24,0,0,0,0,0.0,416,242,0,0,0.0,0.0,2021-02-20T15:00:00Z,0,4,0,0,0,0,25,0,2473,0,0,0.0,0,-19,0,19,48,False,0,2,2,25
25,25,25,25,0,0,0,0,0.0,416,258,0,0,0.0,0.0,2021-02-27T15:00:00Z,0,3,0,0,0,0,26,0,2449,0,1,0.0,0,-24,0,24,48,True,0,2,3,26
26,26,26,26,0,0,0,0,0.0,416,287,0,0,0.0,0.0,2021-03-04T18:00:00Z,0,7,0,0,0,0,26,0,2449,1,0,0.0,0,-24,0,24,48,True,0,2,4,26
27,27,27,27,0,0,0,0,0.0,416,267,0,0,0.0,0.0,2021-03-07T12:00:00Z,0,14,0,0,0,0,27,0,2431,0,0,0.0,0,-18,0,18,48,True,0,2,2,27
28,28,28,28,0,0,0,0,0.0,416,270,0,0,0.0,0.0,2021-03-13T15:00:00Z,0,6,0,0,0,0,28,0,2414,0,1,0.0,0,-18,0,18,48,False,0,2,3,28
29,29,29,29,0,0,0,0,0.0,416,291,0,0,0.0,0.0,2021-04-03T11:30:00Z,0,5,0,0,0,0,30,0,2402,5,2,0.0,0,-7,0,7,48,False,0,2,4,30
30,30,30,30,0,0,0,0,0.0,416,307,0,0,0.0,0.0,2021-04-12T17:00:00Z,0,16,0,0,0,0,31,0,2397,0,3,0.0,0,-5,0,5,48,True,0,2,2,31
31,31,31,31,0,0,0,0,0.0,416,314,0,0,0.0,0.0,2021-04-22T19:00:00Z,0,9,0,0,0,0,32,0,2393,0,3,0.0,0,-4,0,4,48,False,0,2,4,32
32,32,32,32,0,0,0,0,0.0,416,320,0,0,0.0,0.0,2021-04-25T18:00:00Z,0,2,0,0,0,0,33,0,2389,2,2,0.0,0,-4,0,4,48,False,0,2,3,33
33,33,33,33,0,0,0,0,0.0,416,338,0,0,0.0,0.0,2021-05-03T17:00:00Z,0,20,0,0,0,0,34,0,2385,1,1,0.0,0,-4,0,4,48,True,0,2,2,34
34,34,34,34,0,0,0,0,0.0,416,339,0,0,0.0,0.0,2021-05-09T18:00:00Z,0,1,0,0,0,0,35,0,2383,1,3,0.0,0,-2,0,2,48,False,0,2,4,35
35,35,35,35,0,0,0,0,0.0,416,353,0,0,0.0,0.0,2021-05-16T15:30:00Z,0,11,0,0,0,0,36,0,2382,2,1,0.0,0,-1,0,1,48,True,0,2,4,36
36,36,36,36,0,0,0,0,0.0,416,368,0,0,0.0,0.0,2021-05-19T19:15:00Z,0,19,0,0,0,0,37,0,2380,3,1,0.0,0,-2,0,2,48,True,0,2,4,37
37,37,37,37,0,0,0,0,0.0,416,372,0,0,0.0,0.0,2021-05-23T15:00:00Z,0,10,0,0,0,0,38,0,2377,1,3,0.0,0,-3,0,3,48,False,0,2,3,38
