,Unnamed: 0,Unnamed: 0.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2023-08-12T16:30:00Z,0,2,0,0,0,0,1,0,15680,0,1,5,0.0,0,0,0,0,45,True,0,4,3,1
1,1,1,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2023-08-19T19:00:00Z,0,13,0,0,0,0,2,0,15903,0,0,1,0.0,0,-2334,302,2636,45,False,0,3,5,2
2,2,2,0,0,3,0,0.7,428,0.0,0.0,0.0,0.45,29,1,0,0.2,0.8,2023-08-27T15:30:00Z,3,11,0,0,0,0,3,0,15031,0,2,1,0.0,1,-1640,388,2028,44,True,0,4,4,3
3,3,3,0,0,9,0,11.2,428,0.01,0.01,0.0,1.32,33,3,0,2.0,8.4,2023-09-02T16:30:00Z,73,5,0,0,0,0,4,0,14780,1,1,3,0.0,0,-756,619,1375,44,False,1,3,3,4
4,4,4,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,46,0,0,0.0,0.0,2023-09-16T16:30:00Z,0,4,0,0,0,0,5,0,15283,0,0,1,0.0,0,-136,1272,1408,44,True,0,4,3,5
5,5,5,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,60,0,0,0.0,0.0,2023-09-24T15:30:00Z,0,17,0,0,0,0,6,0,14727,0,8,0,0.0,0,-686,334,1020,44,False,0,3,2,6
6,6,6,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,6,0,0,0,0,7,0,14304,0,0,2,0.0,0,-592,697,1289,44,True,0,4,2,7
7,7,7,0,0,3,0,0.0,428,0.0,0.0,0.0,0.0,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,1,19,0,0,0,0,8,0,14099,0,2,2,0.0,1,-378,681,1059,43,False,0,3,3,8
8,8,8,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,87,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,8,0,0,0,0,9,0,14270,0,0,4,0.0,0,-35,610,645,43,True,0,4,2,9
9,9,9,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,100,0,0,0.0,0.0,2023-10-28T16:30:00Z,0,20,0,0,0,0,10,0,14151,0,2,2,0.0,0,-236,566,802,43,False,0,3,2,10
10,10,10,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,107,0,0,0.0,0.0,2023-11-04T17:30:00Z,0,1,0,0,0,0,11,0,13181,0,0,1,0.0,0,-1005,277,1282,43,True,0,4,4,11
11,11,11,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2023-11-11T17:30:00Z,0,3,0,0,0,0,12,0,11731,0,0,2,0.0,0,-1425,20,1445,43,False,0,3,2,12
12,12,12,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,7,0,0,0,0,13,0,10804,0,1,4,0.0,0,-944,24,968,43,True,0,4,3,13
13,13,13,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,138,0,0,0.0,0.0,2023-12-02T20:00:00Z,0,14,0,0,0,0,14,0,10352,0,0,1,0.0,0,-484,12,496,42,True,0,4,3,14
14,14,14,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,144,0,0,0.0,0.0,2023-12-07T19:30:00Z,0,9,0,0,0,0,15,0,10117,0,0,3,0.0,0,-241,17,258,42,False,0,3,2,15
15,15,15,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2023-12-10T16:30:00Z,0,18,0,0,0,0,16,0,9890,0,1,4,0.0,0,-237,21,258,42,False,0,3,3,16
16,16,16,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,168,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,10,0,0,0,0,17,0,9618,0,0,3,0.0,0,-271,19,290,42,True,0,4,2,17
17,17,17,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,175,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,12,0,0,0,0,18,0,9464,0,0,1,0.0,0,-151,8,159,42,False,0,3,2,18
18,18,18,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,189,0,0,0.0,0.0,2023-12-26T12:30:00Z,0,16,0,0,0,0,19,0,9367,0,3,1,0.0,0,-110,10,120,42,True,0,4,2,19
19,19,19,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,194,0,0,0.0,0.0,2024-01-01T20:00:00Z,0,11,0,0,0,0,20,0,9230,0,2,4,0.0,0,-138,13,151,42,False,0,3,5,20
20,20,20,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2024-01-13T17:30:00Z,0,13,0,0,0,0,21,0,9076,0,3,2,0.0,0,-155,49,204,42,True,0,4,5,21
21,21,21,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,211,0,0,0.0,0.0,2024-01-30T20:15:00Z,0,2,0,0,0,0,22,0,8958,0,3,1,0.0,0,-131,18,149,42,False,0,3,4,22
22,22,22,0,0,0,0,0.0,428,0.0,0.0,0.0,0.0,229,0,0,0.0,0.0,2024-02-03T15:00:00Z,0,12,0,0,0,0,23,0,8926,0,4,4,0.0,0,-32,24,56,42,True,0,4,2,23
