assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,ea_index,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,id,key_passes,kickoff_time_formatted,loaned_in,loaned_out,offside,open_play_crosses,penalties_conceded,recoveries,tackled,tackles,target_missed,winning_goals
0,0,8,0,17.1,121,0.11,0.11,0.0,0.12,8,0,0,2.7,9.8,2023-08-13T13:00:00Z,6,18,0,0,0,0,1,0,7179,0.0,2,2,0.0,1,0,0,0,45,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2023-08-19T14:00:00Z,0,10,0,0,0,0,2,0,8353,0.0,3,0,0.0,0,-552,244,796,45,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,23,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,8,0,0,0,0,3,0,8172,0.0,1,1,0.0,0,-732,136,868,45,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,32,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,3,0,0,0,0,4,0,7959,0.0,2,2,0.0,0,-608,109,717,45,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,46,0,0,0.0,0.0,2023-09-16T16:30:00Z,0,15,0,0,0,0,5,0,7720,0.0,0,1,0.0,0,-455,145,600,44,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,52,0,0,0.0,0.0,2023-09-23T16:30:00Z,0,9,0,0,0,0,6,0,7506,0.0,3,1,0.0,0,-258,109,367,44,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2023-10-01T13:00:00Z,0,16,0,0,0,0,7,0,7256,0.0,1,1,0.0,0,-280,97,377,44,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,78,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,14,0,0,0,0,8,0,7108,0.0,1,2,0.0,0,-205,93,298,44,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,6,0,0,0,0,9,0,7119,0.0,0,3,0.0,0,-104,167,271,44,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2023-10-28T11:30:00Z,0,7,0,0,0,0,10,0,6990,0.0,2,0,0.0,0,-170,97,267,44,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,101,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,19,0,0,0,0,11,0,6926,0.0,2,3,0.0,0,-108,120,228,43,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,11,0,0,0,0,12,0,6855,0.0,0,3,0.0,0,-102,85,187,43,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,3,0,0.2,121,0.01,0.01,0.0,0.0,121,0,0,0.1,0.6,2023-11-25T17:30:00Z,1,1,0,0,0,0,13,0,6866,0.0,1,0,0.0,1,-40,109,149,43,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,133,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,12,0,0,0,0,14,0,6941,0.0,1,3,0.0,0,42,179,137,43,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,142,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,5,0,0,0,0,15,0,6865,0.0,1,2,0.0,0,-92,55,147,43,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,17,0,0,0,0,16,0,6835,0.0,0,1,0.0,0,-58,60,118,43,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,9,0,0.8,121,0.01,0.01,0.0,1.42,163,2,0,1.0,8.8,2023-12-17T14:00:00Z,90,2,0,0,0,0,17,0,6807,1.0,2,1,0.0,1,-69,70,139,43,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,183,0,0,0.0,0.0,2023-12-27T19:30:00Z,0,20,0,0,0,0,19,0,6851,0.0,4,1,0.0,0,50,139,89,43,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,10,0,1.2,121,0.01,0.01,0.0,1.08,192,3,0,2.1,20.2,2023-12-30T15:00:00Z,90,8,0,0,0,0,20,0,6851,1.0,1,3,0.0,1,-35,126,161,43,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,203,0,0,0.0,0.0,2024-01-20T17:30:00Z,0,16,0,0,0,0,21,0,6808,0.0,2,3,0.0,0,-99,140,239,43,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,216,0,0,0.0,0.0,2024-01-31T19:30:00Z,0,18,0,0,0,0,22,0,6810,0.0,2,3,0.0,0,-50,72,122,43,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,223,0,0,0.0,0.0,2024-02-05T20:00:00Z,0,13,0,0,0,0,23,0,6792,0.0,3,1,0.0,0,-42,42,84,43,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,23,0,11.8,195,,,,,4,3,0,3.5,21.0,2018-08-11T14:00:00Z,90,6,0,0,0,0,1,0,479775,,3,0,2.0,1,0,0,0,45,True,0,37.0,1.0,0.0,8.0,30.0,1.0,0.0,0.0,0.0,1.0,195.0,1.0,11 Aug 15:00,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0
0,0,0,0,0.0,195,,,,,18,0,0,0.0,0.0,2018-08-19T12:30:00Z,0,13,0,0,0,0,2,0,415020,,1,6,0.0,0,-65709,1576,67285,45,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,19 Aug 13:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,23,1,0.4,195,,,,,24,0,0,1.5,14.4,2018-08-25T14:00:00Z,90,5,0,0,0,0,3,0,308572,,0,0,0.0,6,-106900,539,107439,45,True,0,47.0,0.0,0.0,5.0,37.0,0.0,0.0,0.0,0.0,0.0,1247.0,0.0,25 Aug 15:00,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
0,0,5,0,0.3,195,,,,,36,1,0,2.1,19.0,2018-09-01T14:00:00Z,90,8,0,0,0,0,4,0,296504,,1,1,2.0,1,-16787,1946,18733,45,False,1,30.0,0.0,0.0,5.0,23.0,0.0,0.0,0.0,0.0,3.0,1778.0,0.0,01 Sep 15:00,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
0,0,7,0,0.9,195,,,,,44,1,0,0.7,3.6,2018-09-15T14:00:00Z,77,7,0,0,0,0,5,0,272628,,1,0,2.0,1,-24082,811,24893,45,True,1,44.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,2.0,2315.0,0.0,15 Sep 15:00,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
0,0,21,0,0.5,195,,,,,57,3,1,6.2,44.2,2018-09-22T14:00:00Z,90,11,0,0,0,0,6,0,254037,,1,3,17.0,7,-18952,314,19266,45,False,0,39.0,0.0,0.0,4.0,28.0,0.0,0.0,0.0,0.0,1.0,2852.0,0.0,22 Sep 15:00,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
0,0,19,0,10.4,195,,,,,66,2,0,2.4,13.6,2018-09-29T14:00:00Z,90,17,0,0,0,0,7,0,248919,,2,0,0.0,0,-5990,2053,8043,45,True,1,43.0,0.0,0.0,6.0,39.0,0.0,0.0,0.0,0.0,3.0,3390.0,1.0,29 Sep 15:00,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0
0,0,7,0,0.7,195,,,,,72,1,0,0.8,7.0,2018-10-06T14:00:00Z,90,4,0,0,0,0,8,0,238562,,1,1,0.0,1,-10317,492,10809,45,False,1,71.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,0.0,1.0,3929.0,0.0,06 Oct 15:00,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
0,0,12,0,1.0,195,,,,,86,1,0,2.1,16.0,2018-10-20T16:30:00Z,90,12,0,0,0,0,9,0,223713,,1,0,4.0,2,-15028,296,15324,44,True,0,76.0,0.0,0.0,5.0,65.0,0.0,0.0,0.0,0.0,1.0,4471.0,0.0,20 Oct 17:30,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0
0,0,14,0,0.7,195,,,,,100,3,0,2.4,22.8,2018-10-27T14:00:00Z,90,18,0,0,0,0,10,0,216216,,0,3,0.0,1,-7721,261,7982,44,False,0,72.0,0.0,0.0,12.0,56.0,0.0,0.0,0.0,0.0,2.0,5017.0,0.0,27 Oct 15:00,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
0,2,29,1,0.7,195,,,,,106,0,0,2.8,27.0,2018-11-05T20:00:00Z,90,9,0,0,0,0,11,0,208468,,0,1,0.0,8,-8001,633,8634,44,True,0,35.0,0.0,0.0,12.0,21.0,0.0,0.0,0.0,0.0,2.0,5565.0,0.0,05 Nov 20:00,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0
0,0,10,0,0.2,195,,,,,115,1,0,1.9,16.8,2018-11-10T15:00:00Z,90,19,0,0,0,0,12,0,204475,,1,1,2.0,1,-4181,683,4864,44,True,1,23.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,3.0,6115.0,0.0,10 Nov 15:00,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0
0,0,0,0,0.0,195,,,,,130,0,0,0.0,0.0,2018-11-25T16:00:00Z,0,20,0,0,0,0,13,0,178592,,2,0,0.0,0,-25006,55,25061,44,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6667.0,0.0,25 Nov 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,25,0,0.0,195,,,,,135,2,1,10.0,51.6,2018-12-01T15:00:00Z,90,3,0,0,0,0,14,0,176017,,2,1,48.0,7,-3736,346,4082,44,True,0,22.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,7220.0,0.0,01 Dec 15:00,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
1,1,24,0,21.8,195,,,,,141,2,0,6.2,34.0,2018-12-04T19:45:00Z,90,2,0,0,0,0,15,0,176176,,1,2,6.0,5,-181,1712,1893,44,False,0,70.0,0.0,0.0,2.0,59.0,0.0,0.0,0.0,0.0,1.0,7776.0,2.0,04 Dec 19:45,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
0,0,13,0,0.1,195,,,,,151,1,0,1.8,17.6,2018-12-08T15:00:00Z,90,1,0,0,0,0,16,0,177767,,0,1,0.0,2,1500,3690,2190,44,False,0,26.0,0.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,8334.0,0.0,08 Dec 15:00,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0
0,0,22,0,3.3,195,,,,,164,1,0,3.0,26.4,2018-12-15T15:00:00Z,90,15,0,0,0,0,17,0,188302,,1,0,0.0,2,9070,12274,3204,44,True,0,86.0,0.0,0.0,9.0,79.0,0.0,0.0,0.0,0.0,0.0,8893.0,0.0,15 Dec 15:00,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0
0,0,5,0,11.0,195,,,,,176,3,0,5.3,13.2,2018-12-22T15:00:00Z,90,16,0,0,0,0,18,0,189887,,3,1,29.0,0,2024,5652,3628,44,True,1,60.0,0.0,1.0,8.0,53.0,1.0,0.0,0.0,0.0,3.0,9455.0,1.0,22 Dec 15:00,0.0,0.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0
0,1,31,0,0.5,195,,,,,187,3,1,10.4,68.8,2018-12-26T15:00:00Z,90,14,0,0,0,0,19,0,183235,,1,3,35.0,8,-6127,979,7106,44,False,0,36.0,0.0,0.0,16.0,33.0,0.0,0.0,0.0,0.0,2.0,10020.0,0.0,26 Dec 15:00,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0
0,0,14,0,15.2,195,,,,,194,1,0,3.3,17.6,2018-12-29T15:00:00Z,90,9,0,0,0,0,20,0,199979,,0,1,0.0,2,13394,17436,4042,44,False,0,70.0,0.0,0.0,3.0,59.0,0.0,0.0,0.0,0.0,2.0,10588.0,1.0,29 Dec 15:00,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0
0,0,17,0,0.0,195,,,,,206,2,0,2.1,21.2,2019-01-02T19:45:00Z,90,4,0,0,0,0,21,0,203828,,2,1,0.0,1,4637,11239,6602,44,True,0,34.0,0.0,0.0,10.0,25.0,0.0,0.0,0.0,0.0,1.0,11156.0,0.0,02 Jan 19:45,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0
0,0,22,1,10.8,195,,,,,213,0,0,3.5,16.2,2019-01-12T15:00:00Z,90,5,0,0,0,0,22,0,200198,,0,0,8.0,6,-3614,5521,9135,44,False,0,38.0,0.0,0.0,10.0,25.0,0.0,0.0,0.0,0.0,3.0,11726.0,1.0,12 Jan 15:00,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0
0,0,0,0,0.0,195,,,,,224,0,0,0.0,0.0,2019-01-20T13:30:00Z,0,13,0,0,0,0,23,0,196581,,3,0,0.0,0,-3683,6070,9753,44,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12300.0,0.0,20 Jan 13:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,15,0,11.1,195,,,,,234,1,0,3.6,21.2,2019-01-29T19:45:00Z,90,8,0,0,0,0,24,0,194527,,1,0,4.0,2,-2565,3033,5598,44,True,0,77.0,0.0,0.0,4.0,65.0,0.0,0.0,0.0,0.0,1.0,12879.0,1.0,29 Jan 19:45,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0
0,0,0,0,0.0,195,,,,,244,0,0,0.0,0.0,2019-02-02T15:00:00Z,0,6,0,0,0,0,25,0,190751,,0,5,0.0,0,-2933,1427,4360,44,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13485.0,0.0,02 Feb 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,10,0,0.1,195,,,,,254,2,0,0.7,7.2,2019-02-09T15:00:00Z,90,1,0,0,0,0,26,0,186470,,2,1,0.0,1,-5111,434,5545,44,True,0,36.0,0.0,0.0,2.0,30.0,0.0,0.0,0.0,0.0,1.0,14116.0,0.0,09 Feb 15:00,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
0,0,17,0,0.4,195,,,,,269,2,0,2.1,20.6,2019-02-23T15:00:00Z,90,15,0,0,0,0,27,0,183270,,0,2,0.0,1,-2384,1490,3874,44,False,0,40.0,0.0,0.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,14648.0,0.0,23 Feb 15:00,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,195,,,,,274,0,0,0.0,0.0,2019-02-26T19:45:00Z,0,20,0,0,0,0,28,0,183098,,0,1,0.0,0,-1299,1250,2549,44,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15200.0,0.0,26 Feb 19:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,195,,,,,282,0,0,0.0,0.0,2019-03-02T15:00:00Z,0,3,0,0,0,0,29,0,179165,,0,1,0.0,0,-3930,333,4263,44,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15805.0,0.0,02 Mar 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,17,0,1.8,195,,,,,295,2,0,3.5,23.2,2019-03-09T15:00:00Z,90,2,0,0,0,0,30,0,175156,,2,0,10.0,1,-4034,338,4372,44,True,0,60.0,0.0,0.0,6.0,51.0,0.0,0.0,0.0,0.0,0.0,16411.0,0.0,09 Mar 15:00,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0
0,0,0,0,0.0,195,,,,,309,0,0,0.0,0.0,2019-03-16T15:00:00Z,0,19,0,0,0,0,31,0,173475,,3,4,0.0,0,-1057,1002,2059,44,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16933.0,0.0,16 Mar 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,195,,,,,315,0,0,0.0,0.0,2019-03-30T15:00:00Z,0,7,0,0,0,0,32,0,167306,,0,2,0.0,0,-4850,367,5217,44,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17425.0,0.0,30 Mar 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,195,,,,,324,0,0,0.0,0.0,2019-04-06T14:00:00Z,0,11,0,0,0,0,33,0,166746,,4,1,0.0,0,-2272,192,2464,44,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18169.0,0.0,06 Apr 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,195,,,,,339,0,0,0.0,0.0,2019-04-13T11:30:00Z,0,17,0,0,0,0,34,0,162580,,0,4,0.0,0,-4596,85,4681,44,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18646.0,0.0,13 Apr 12:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,195,,,,,346,0,0,0.0,0.0,2019-04-20T14:00:00Z,0,18,0,0,0,0,35,0,157553,,2,1,0.0,0,-4577,104,4681,44,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19316.0,0.0,20 Apr 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,195,,,,,356,0,0,0.0,0.0,2019-04-26T19:00:00Z,0,12,0,0,0,0,36,0,155778,,0,5,0.0,0,-2197,79,2276,44,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20131.0,0.0,26 Apr 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,195,,,,,366,0,0,0.0,0.0,2019-05-05T13:00:00Z,0,14,0,0,0,0,37,0,152855,,1,1,0.0,0,-2908,129,3037,44,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20746.0,0.0,05 May 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,195,,,,,378,0,0,0.0,0.0,2019-05-12T14:00:00Z,0,16,0,0,0,0,38,0,147237,,1,1,0.0,0,-4971,25,4996,44,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21362.0,0.0,12 May 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,594,,,,,32,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,4,0,0,0,0,4,0,91,,1,0,0.0,0,33,46,13,45,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,4,0,0.0,594,,,,,50,0,0,0.2,2.4,2021-09-18T11:30:00Z,8,20,0,0,0,0,5,0,460,,2,0,0.0,1,105,167,62,45,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,4,0,0.4,594,,,,,52,2,0,0.9,8.8,2021-09-25T16:30:00Z,47,11,0,0,0,0,6,0,739,,3,3,0.0,0,41,147,106,45,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,3,0,0.7,594,,,,,69,1,0,0.7,6.4,2021-10-03T13:00:00Z,90,19,0,0,0,0,7,0,970,,2,1,0.0,1,55,139,84,45,False,1,,,,,,,,,,,,,,,,,,,,,,,
0,0,13,0,30.0,594,,,,,73,1,0,5.2,19.8,2021-10-16T16:30:00Z,90,6,0,0,0,0,8,0,1266,,1,0,2.0,2,89,203,114,45,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,19,0,11.5,594,,,,,82,2,1,11.0,47.0,2021-10-24T13:00:00Z,90,9,0,0,0,0,9,0,1590,,2,1,51.0,6,177,281,104,45,True,1,,,,,,,,,,,,,,,,,,,,,,,
0,0,10,0,2.0,594,,,,,92,3,0,1.6,12.0,2021-10-30T14:00:00Z,90,5,0,0,0,0,10,0,8545,,1,3,2.0,1,5797,6662,865,45,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,4,0,0.0,594,,,,,102,1,0,0.0,0.0,2021-11-06T15:00:00Z,11,15,0,0,0,0,11,0,9390,,2,1,0.0,1,792,2570,1778,45,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,594,,,,,116,0,0,0.0,0.0,2021-11-20T15:00:00Z,0,14,0,0,0,0,12,0,6185,,3,3,0.0,0,-3004,90,3094,45,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,594,,,,,122,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,8,0,0,0,0,13,0,4761,,0,1,0.0,0,-1475,15,1490,45,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,594,,,,,140,0,0,0.0,0.0,2021-12-02T19:30:00Z,0,17,0,0,0,0,14,0,4060,,0,2,0.0,0,-739,3,742,45,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,594,,,,,143,0,0,0.0,0.0,2021-12-05T14:00:00Z,0,10,0,0,0,0,15,0,3385,,2,2,0.0,0,-672,16,688,45,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,594,,,,,152,0,0,0.0,0.0,2021-12-10T20:00:00Z,0,18,0,0,0,0,16,0,2955,,1,2,0.0,0,-421,26,447,45,True,0,,,,,,,,,,,,,,,,,,,,,,,
